[00:00:00.669 --> 00:00:01.930]  We've got it.
[00:00:01.930 --> 00:00:07.775]  This transmission is coming to you.
[00:00:07.775 --> 00:00:12.158]  Waging war on corruption.
[00:00:12.158 --> 00:00:20.425]  It's Alex Jones, coming to you live from the front lines of the Infowar.
[00:00:20.425 --> 00:00:24.448]  We see the earth from here.
[00:00:24.448 --> 00:00:27.030]  You got it.
[00:00:27.030 --> 00:00:28.551]  Crystal Method bringing us in.
[00:00:32.861 --> 00:00:38.406]  Well folks, thank you for joining us on this special Father's Day worldwide transmission.
[00:00:38.406 --> 00:00:39.006]  June 15th, 2014.
[00:00:39.006 --> 00:00:41.148]  And I myself am a father of three.
[00:00:44.091 --> 00:01:04.520]  And to be a father is to be a guardian of your children, and to be a guardian of your children is to be a guardian of the larger civilization and society, and to have fraternity between men and women, men and men, women and women, humanity as a family, trying to reach for our better angels, not fall to our more wicked ones.
[00:01:05.520 --> 00:01:10.784]  To paraphrase some poet or laureate, we talked about men's better angels.
[00:01:10.784 --> 00:01:13.346]  I don't remember who said that, or I would give them credit.
[00:01:13.346 --> 00:01:19.552]  Perhaps the guys can look it up, because plagiarizing is not my conscious goal here.
[00:01:19.552 --> 00:01:22.754]  Again, thank you for joining us on this worldwide transmission.
[00:01:22.754 --> 00:01:30.701]  More and more, the Sunday Show is evolving, and I say that because I hear the rebroadcast sometimes, and I think it really is better.
[00:01:32.489 --> 00:01:37.871]  And it's also growing an audience, so we thank you for joining us and being on this quest together.
[00:01:37.871 --> 00:01:52.655]  Fellow travelers in liberty, not in communism and collectivism, this quest for human empowerment, true human consciousness, and a rejection of the globalist, synthetic, artificial consciousness and construct that we're being sold.
[00:01:54.585 --> 00:01:57.846]  Now, on this Father's Day transmission, it's just jam-packed.
[00:01:57.846 --> 00:02:17.529]  We couldn't get Larry Pratt on because he's out of town right now, but Mike Hammond, the lawyer and legal head analyst and counsel for Gun Owners of America, will be joining us coming up in the next segment to discuss the bone-chilling statements made last week by Obama on CBS News that, hey, we gotta do something.
[00:02:17.529 --> 00:02:19.309]  Australia just banned the guns.
[00:02:19.309 --> 00:02:20.970]  You know, we need something like that.
[00:02:20.970 --> 00:02:22.450]  I mean, we're talking about everything down to
[00:02:23.968 --> 00:02:24.288]  Yes, sir.
[00:02:42.099 --> 00:02:53.242]  Some of the key statements of Dinesh D'Souza, the political prisoner for a while and now being persecuted, facing 10 years in prison for doing something that I believe wasn't even illegal from looking at the campaign finance laws.
[00:02:53.242 --> 00:03:01.744]  We're going to discuss the attack on free speech and play some clips from when he was on with us, I think it was last Monday.
[00:03:01.744 --> 00:03:07.205]  Then we're going to premiere something that I think was pretty powerful, I do say so myself.
[00:03:07.205 --> 00:03:08.886]  I gave a keynote speech
[00:03:10.322 --> 00:03:10.562]  I don't
[00:03:32.074 --> 00:03:34.276]  They sent us a copy of this.
[00:03:34.276 --> 00:03:35.977]  This hasn't aired yet anywhere.
[00:03:35.977 --> 00:03:36.778]  You want to air this.
[00:03:36.778 --> 00:03:38.019]  And I don't usually air my speeches.
