[00:00:01.551 --> 00:00:02.712]  Coast to coast.
[00:00:03.092 --> 00:00:04.454]  Direct from Austin.
[00:00:05.135 --> 00:00:08.338]  You're listening to the Alex Jones Broadcasting Network.
[00:00:14.878 --> 00:00:15.499]  Big Brother.
[00:00:16.179 --> 00:00:17.200]  Mainstream media.
[00:00:17.941 --> 00:00:19.042]  Government cover-ups.
[00:00:19.703 --> 00:00:20.503]  You want answers?
[00:00:21.284 --> 00:00:22.165]  Well, so does he.
[00:00:22.846 --> 00:00:26.449]  He's Alex Jones on the GCN Radio Network.
[00:00:27.030 --> 00:00:31.094]  And now, live from Austin, Texas, Alex Jones.
[00:00:47.248 --> 00:00:58.174]  Ladies and gentlemen, hard to believe that it's already the first day, ladies and gentlemen, the first day of the new month.
[00:00:58.214 --> 00:01:10.860]  We are so deep into this new year and we are going to be broadcasting here for the next three hours.
[00:01:13.524 --> 00:01:15.525]  There is so much to go over, obviously.
[00:01:15.545 --> 00:01:30.490]  We're going to have a Benghazi whistleblower who popped in yesterday come back on a little bit more today before he gets gagged by the Justice Department, who basically uses subpoenas to be able... subpoenas to be able to do that.
[00:01:31.930 --> 00:01:38.613]  We are also, again, obviously going to be taking your phone calls today.
[00:01:41.713 --> 00:01:47.776]  And I also want to turn that light over there because it changes each day towards that wall so I can see that clock.
[00:01:47.816 --> 00:01:49.677]  That's an ongoing issue.
[00:01:49.697 --> 00:01:50.898]  I think I'm just going to get that out now.
[00:01:50.918 --> 00:01:55.500]  I'm just psychoanalyzing here why I get so frustrated because it changes day to day.
[00:01:55.520 --> 00:01:59.222]  So just physically hand me that atomic clock until we're at that point.
[00:01:59.762 --> 00:02:01.543]  And then I'll just be able to have it right here in front of me.
[00:02:02.203 --> 00:02:03.123]  And that'll be awesome.
[00:02:03.224 --> 00:02:05.845]  Just I can physically actually hold the atomic clock.
[00:02:06.445 --> 00:02:09.627]  And if I just have it here, then I can see it.
[00:02:09.687 --> 00:02:09.947]  Thank you.
[00:02:11.021 --> 00:02:11.682]  Thank you very much.
[00:02:11.722 --> 00:02:11.882]  There.
[00:02:12.442 --> 00:02:12.902]  Problem solved.
[00:02:14.364 --> 00:02:14.784]  Here we go.
[00:02:15.945 --> 00:02:18.487]  So, is it May 1st?
[00:02:18.647 --> 00:02:23.010]  Just notice there's another big one right over there.
[00:02:23.030 --> 00:02:29.295]  Is it May 1st, the big globalist New World Order day?
[00:02:29.315 --> 00:02:31.437]  You know, it's also an occultic day.
[00:02:32.719 --> 00:02:36.581]  That's why the communist and the proto-communist chose it as their big day.
[00:02:36.601 --> 00:02:44.086]  And so when we come back from this break, I will officially start the radio show here.
[00:02:45.187 --> 00:02:51.551]  And I will go over all of the news for folks here on the radio broadcast.
[00:02:52.971 --> 00:02:58.635]  But there's obviously a lot going on and we're going to be going over all of it.
[00:03:04.480 --> 00:03:10.702]  When I look at all this news, the reason I get frustrated is that I know that I only cover a fraction of it.
[00:03:11.903 --> 00:03:19.306]  And so maybe I should try to get to all the news I didn't get to yesterday and all the new news that's breaking today so that I can feel satisfied.
[00:03:20.546 --> 00:03:29.470]  Because sometimes I get in here and, well, I don't really feel like doing the radio show just because I've got things going on.
[00:03:32.748 --> 00:03:35.470]  Like my French Bulldog that likes to chase balls.
[00:03:36.491 --> 00:03:38.032]  He's a very athletic French Bulldog.
[00:03:39.434 --> 00:03:44.538]  And we've learned that from doing that with his big head, most French Bulldogs are not athletic.
[00:03:44.578 --> 00:03:45.719]  This dog is extremely athletic.
[00:03:46.599 --> 00:03:51.623]  He's got a herniated disc and stuff and can't move his head.
