[00:00:19.525 --> 00:00:21.468]  Welcome to the InfoWars Nightly News.
[00:00:21.528 --> 00:00:25.112]  It is Friday, March 7, 2014, and I'm Leigh Ann McAdoo.
[00:00:25.173 --> 00:00:26.174]  Here's what's coming up tonight.
[00:00:28.797 --> 00:00:33.403]  Tonight, Senator Cruz calls for abolishing the IRS.
[00:00:35.373 --> 00:00:39.315]  Then, a man is charged with wiretapping for filming police.
[00:00:40.515 --> 00:00:44.016]  And are you ready to tell the DHS about your sex life?
[00:00:44.777 --> 00:00:48.118]  That's next, on the Info Wars Nightly News.
[00:00:48.878 --> 00:00:50.839]  I mean, he's a bully perv!
[00:00:51.199 --> 00:00:52.820]  You wanna start a fight with me, punk?
[00:00:53.440 --> 00:00:53.700]  Huh?
[00:00:54.341 --> 00:00:54.881]  You punk!
[00:00:55.061 --> 00:00:56.541]  You think you can shove me around?
[00:00:57.982 --> 00:01:00.203]  We need to abolish the IRS.
[00:01:03.800 --> 00:01:08.807]  That was Ted Cruz at CPAC yesterday calling for the abolishment of the IRS.
[00:01:09.228 --> 00:01:18.542]  Now, this was just something that was tossed around by liberal terrorists in the past, but now I guess it's going mainstream thanks to the Republican Party there.
[00:01:19.062 --> 00:01:34.066]  But come on, we all know that the Republican Party would not know what to do with themselves if they weren't able to tax the American people to fund foreign wars and the defense budget, CIA, FBI, the war on drugs, you name it.
[00:01:34.086 --> 00:01:36.627]  I mean, they are politicians after all.
[00:01:37.887 --> 00:01:43.151]  Calling for the abolishment of the IRS and the Federal Reserve, this isn't that crazy.
[00:01:43.251 --> 00:01:45.452]  I mean, it's actually a very great idea.
[00:01:45.852 --> 00:01:50.976]  And in fact, a lot of people have been trying to figure out how to circumvent these corrupt agencies.
[00:01:51.616 --> 00:01:53.858]  One of those mechanisms was Bitcoin.
[00:01:54.318 --> 00:01:58.921]  And a lot of people thought that this could be a way to get past the corrupt bureaucracy there.
[00:01:59.361 --> 00:02:07.527]  But now, Newsweek is reporting that the elusive founder and creator of Bitcoin may have been working on behalf of the government.
[00:02:08.757 --> 00:02:13.382]  Newsweek reports that the Bitcoin founder did classified work for the U.S.
[00:02:13.602 --> 00:02:14.282]  military.
[00:02:14.783 --> 00:02:29.897]  After Newsweek's Leah McGrath Goodman tracked down Satoshi Nakamoto down at his humble house in L.A., she was apparently able to verify his role as the founder of Bitcoin when he said, I am no longer involved in that and I cannot discuss it.
