[00:00:04.946 --> 00:00:06.167]  There is a war.
[00:00:06.627 --> 00:00:07.647]  It's happening now.
[00:00:08.488 --> 00:00:10.308]  It will decide the fate of humanity.
[00:00:10.869 --> 00:00:12.669]  The time to choose sides has come.
[00:00:13.450 --> 00:00:14.910]  We are the resistance.
[00:00:15.371 --> 00:00:17.191]  We are the InfoWar.
[00:00:23.014 --> 00:00:24.835]  Welcome to the InfoWar's nightly news.
[00:00:24.895 --> 00:00:29.357]  It is Friday, September 26, 2014, and I'm Leanne McAdoo.
[00:00:29.617 --> 00:00:31.098]  Here's tonight's top stories.
[00:00:33.199 --> 00:00:33.619]  Tonight,
[00:00:35.731 --> 00:00:39.995]  The CIA admits to destroying the career of a prominent journalist.
[00:00:40.715 --> 00:00:44.479]  Then, a domestic beheading prompts concerns of terrorism.
[00:00:45.340 --> 00:00:48.082]  And the DHS are now the Green Police.
[00:00:48.582 --> 00:00:52.386]  That's next, on the Info Wars Nightly News.
[00:00:53.066 --> 00:00:54.848]  Four or five years ago, they had it as the ad.
[00:00:55.048 --> 00:00:57.510]  The Green Police, we're coming after you!
[00:01:02.145 --> 00:01:06.650]  The FBI is looking into a beheading that took place in Oklahoma yesterday.
[00:01:06.730 --> 00:01:10.655]  They're trying to investigate and see if there are any ties to the Islamic State.
[00:01:11.075 --> 00:01:14.479]  A man there was fired from an Oklahoma food processing plant.
[00:01:14.799 --> 00:01:22.027]  He beheaded a woman with a knife and was attacking another worker when he was shot and wounded by a company official.
[00:01:22.748 --> 00:01:39.598]  Police are waiting until the 30-year-old man is conscious to arrest him in Thursday's attack, and they have asked the FBI to help investigate after co-workers at Von Foods told authorities that he had recently started trying to convert several employees
[00:01:39.998 --> 00:01:40.458]  We're good to go.
[00:02:04.085 --> 00:02:08.386]  You know, just someone who's crazy and trying to tie himself into this extremist group.
[00:02:08.866 --> 00:02:14.668]  But of course, they have been putting out the call to commit these acts of atrocity here in the United States.
[00:02:15.248 --> 00:02:17.369]  One such place is New York City.
[00:02:17.829 --> 00:02:21.730]  Now, they have warned on multiple occasions that they will carry out an attack.
[00:02:22.330 --> 00:02:29.117]  Officials there are now scrambling to reassure the city that it is safe to ride the subway and travel the streets.
[00:02:29.497 --> 00:02:36.024]  This is following a warning by Iraq's Prime Minister that Islamist militants have planned to attack the city.
[00:02:36.484 --> 00:02:42.490]  Now New York Governor Andrew Cuomo and New York City Mayor Bill de Blasio each had the same idea.
[00:02:43.371 --> 00:02:49.673]  They wanted to take a subway ride to a busy transit hub to announce that everything was under control.
[00:02:49.693 --> 00:02:54.674]  de Blasio said at a hastily arranged news conference at Manhattan's Union Square,
[00:02:59.796 --> 00:03:06.759]  And just down the road, Governor Cuomo said, you are going to see a greater police presence than you have seen before.
[00:03:07.179 --> 00:03:08.100]  Don't be alarmed.
[00:03:08.540 --> 00:03:10.801]  If anything, that should be comforting.
[00:03:11.541 --> 00:03:22.546]  And uniformed officers, several with explosive sniffing dogs, were stationed every few hundred yards and there were tables set up to conduct random bag searches.
[00:03:22.966 --> 00:03:26.207]  So here they're both saying there is no credible threat.
[00:03:26.287 --> 00:03:27.768]  It's an unsubstantiated threat.
[00:03:28.228 --> 00:03:34.792]  But they are going to be ramping up the police presence nevertheless for your safety.
[00:03:35.172 --> 00:03:43.317]  Now once again, no one is talking about the very credible threat of having a wide open border where anyone can come through.
[00:03:43.777 --> 00:03:49.261]  But of course they want to use the threat of ISIS to continue to further take away your rights.
[00:03:49.741 --> 00:03:52.243]  This is what they're going to be using ISIS for.
[00:04:10.915 --> 00:04:11.336]  We're good to go.
[00:04:32.316 --> 00:04:37.479]  I don't know that we, you know, we can pin that down to a day or a month or a week or six months.
[00:04:37.939 --> 00:04:38.660]  It doesn't matter.
