[00:00:19.753 --> 00:00:21.874]  Welcome to the Info Wars Nightly News.
[00:00:21.994 --> 00:00:23.355]  I'm your host, Jakari Jackson.
[00:00:23.655 --> 00:00:27.437]  It's August 27, 2014, and here are our top stories.
[00:00:30.399 --> 00:00:34.401]  Tonight, massive child abuse covered up out of political correctness?
[00:00:35.222 --> 00:00:38.964]  Then one city council tells their police to get rid of the MRAP.
[00:00:39.825 --> 00:00:45.608]  And the VA trashes the vets they're supposed to serve, portraying them as Oscar the Grouch.
[00:00:51.851 --> 00:00:54.773]  All that and more on tonight's InfoWars Nightly News.
[00:01:00.697 --> 00:01:08.063]  Here at InfoWars, we occasionally, or more than occasionally, get called conspiracy theorists because we don't read off a government-approved teleprompter.
[00:01:08.383 --> 00:01:14.007]  So if you said something back in 2012 like, Obama wants to take your guns, and people say, oh, that's a conspiracy theory.
[00:01:14.027 --> 00:01:16.109]  You guys, you conspiracy guys keep saying that.
[00:01:16.129 --> 00:01:17.590]  I'm like, no, I'm not saying that.
[00:01:17.670 --> 00:01:19.091]  President Obama was saying that.
[00:01:19.451 --> 00:01:28.340]  He said that in multiple interviews, the infamous Bitter Clinger clip, also in the debates with Mitt Romney, saying, I don't like these AK-47s, I don't like these cheap handguns.
[00:01:28.701 --> 00:01:36.669]  But if you were ahead of the curve, and you were telling people this back in 2012 or even before that, you were a conspiracy theorist, even though that has very much been proven right.
[00:01:37.150 --> 00:01:39.852]  Obama comes out after the Senate legislation fails.
[00:01:40.393 --> 00:01:47.163]  And he says up there with Joe Biden and all these other people, I'm very disappointed that Americans didn't go for this pretty much gun grabbing scheme.
[00:01:47.664 --> 00:01:52.691]  So now with that in mind, we have this, this article, 10 conspiracy theories that came true.
[00:01:53.212 --> 00:01:56.356]  Number one, Operation Ajax and false flag terror.
[00:01:57.057 --> 00:02:09.845]  After decades of denial, in August 2013, the CIA finally admitted its role in staging the coup in Iran, which led to the overthrow of Mohammad Mossadegh in 1953 under the umbrella of Operation AJAX.
[00:02:10.366 --> 00:02:18.611]  Under AJAX, the CIA oversaw covert operations, which included acts of false flag terror, which claimed the lives of some 300 people.
[00:02:18.971 --> 00:02:21.953]  But if you say our government has been involved in false flag terror,
[00:02:22.313 --> 00:02:26.396]  You're a conspiracy theorist, even though the CIA has come out and since admitted this.
[00:02:26.436 --> 00:02:28.637]  Let's go to number two, the Gulf of Tonkin.
[00:02:28.977 --> 00:02:36.281]  On August 4th, 1964, President Johnson went on national television and told the nation that North Vietnam had attacked U.S.
[00:02:36.382 --> 00:02:36.702]  ships.
[00:02:37.856 --> 00:02:43.641]  Johnson and his Secretary of Defense, Robert McNamara, had bamboozled Congress and the American people.
[00:02:44.001 --> 00:02:48.565]  In fact, North Vietnam had not attacked the USS Maddox as the Pentagon had claimed.
[00:02:48.925 --> 00:02:53.189]  And the quote, unequivocal proof of an unprovoked second attack against the U.S.
[00:02:53.229 --> 00:02:54.930]  warship was a ruse.
[00:02:54.971 --> 00:03:00.916]  We'll go now for the sake of time to number three, Operation Gladio, state-sponsored terror blamed on the left.
[00:03:01.516 --> 00:03:14.565]  Following the Second World War, the CIA and Britain's MI6 collaborated through NATO on Operation Gladio, an effort to create a stay-behind army to fight communism in the event of a Soviet invasion of Western Europe.
[00:03:15.266 --> 00:03:20.249]  In August of 1980, Gladio operatives bombed a train station in Bologna, killing 85 people.
[00:03:21.610 --> 00:03:24.732]  So there you go, and that's just three of the ten that you can find in this report.
[00:03:24.992 --> 00:03:31.315]  You can also go to InfoWars.com, go to the article in the comment section, and add your own things that you think should be in this report.
[00:03:31.716 --> 00:03:36.218]  Because, you know, it does happen in the United States of America, other countries around the world.
[00:03:36.478 --> 00:03:38.799]  But if you talk about these things, you are a conspiracy theorist.
[00:03:39.080 --> 00:03:42.361]  The only conspiracy theory is denying that these things actually took place.
[00:03:42.822 --> 00:03:46.884]  Let's now talk about, from those conspiracy theories, to the theory of climate change.
[00:03:47.324 --> 00:03:49.345]  And now people say, don't you believe in climate change?
[00:03:49.465 --> 00:03:50.865]  I believe in weather changes.
[00:03:50.925 --> 00:03:55.527]  I believe that some days it's hot, some days it's cold, some days it's raining, some days it's not.
[00:03:56.007 --> 00:04:04.691]  But in my mind, the conspiracy theory starts when you say we should pay carbon credits to whoever or whatever organization to make it rain more, to make it stop raining.
[00:04:05.031 --> 00:04:07.391]  And then they try to tie it in, mixing apples and oranges.
[00:04:07.651 --> 00:04:10.012]  They say, don't you recognize we have a pollution problem?
[00:04:10.332 --> 00:04:11.972]  Yes, I see gulf oil spills.
[00:04:12.032 --> 00:04:14.693]  I see landfills full of trash and stuff.
[00:04:14.993 --> 00:04:22.154]  But to say that a landfill in Kentucky is somehow involved in a tsunami in Japan, it's just completely asinine in my humble opinion.
[00:04:22.494 --> 00:04:28.455]  So yes, I do recognize pollution problems, but I don't think that's directly related to the situation of climate change.
[00:04:28.955 --> 00:04:31.616]  Obama pursuing climate accord in lieu of treaty.
[00:04:32.276 --> 00:04:46.683]  In preparation for this agreement to be signed at a United Nations summit meeting in 2015 in Paris, the negotiators are meeting with diplomats from other countries to broker a deal to commit some of the world's largest economies to enact laws to reduce their carbon pollution.
[00:04:47.123 --> 00:04:55.007]  But under the Constitution, a president may enter into a legally binding treaty only if it is approved by two-thirds majority of the Senate.
[00:04:55.467 --> 00:04:58.089]  So Obama says he's pretty much going to sidestep the Senate.
[00:04:58.109 --> 00:05:03.893]  He's going to say, I'm going to name and shame these countries into getting down with these carbon credits.
[00:05:04.274 --> 00:05:11.719]  As you recall, the Secretary of Defense, Leon Panetta, has come out and he said famously that we don't really need Congress's approval.
[00:05:12.060 --> 00:05:17.244]  We'll just go ahead and do what we want as the office of the president, and then we'll tell Congress if we get around to saying it.
[00:05:17.304 --> 00:05:18.545]  And you guys have seen the clip.
[00:05:19.145 --> 00:05:19.465]  I think so.
[00:05:40.760 --> 00:05:47.885]  See, let's get rid of Obama, bring in Hillary or Christie or whoever the guy is going to be in the next election, but they don't want to change the fundamental system.
[00:05:47.925 --> 00:05:54.950]  If you don't change the fundamental system, all you're going to do is allow the next guy to come in and do the same thing that the old guy was doing.
[00:05:55.450 --> 00:05:57.732]  And let's talk about what the old guy is doing right now.
[00:05:58.172 --> 00:06:00.134]  Border chaos.
[00:06:00.434 --> 00:06:02.355]  375,000 pending immigration cases.
[00:06:02.735 --> 00:06:04.136]  Obama lawyers AWOL.
[00:06:04.657 --> 00:06:09.040]  Top federal judges Wednesday said that the nation's immigration courts are in chaos
[00:06:09.420 --> 00:06:20.965]  With a backlog of cases at a historic high of 375,000 for just 227 judges, leading to a minimum three-year delay in hearings for illegal immigrants.
[00:06:21.485 --> 00:06:31.149]  Judge Denise Newlin, the Vice President of the Judges' Union, said that the courts have the status of Cinderella, having to scrounge up for supplies, support and money.
[00:06:31.469 --> 00:06:38.412]  She said that the lack of money forces judges to delay cases and that it's allowing those who are not entitled to be here to linger.
[00:06:38.792 --> 00:06:45.714]  And that's exactly what's happening in the United States of America, because you have all these people coming over the border, not just from Central and South America.
[00:06:45.734 --> 00:06:51.036]  You've seen the top analysts, security experts, say you have potential ISIS people coming in through the border.
[00:06:51.376 --> 00:06:59.678]  So it's not, you know, we don't like the Central Americans issue, it's a national security issue that we need to secure these borders to make sure we understand who's coming in.
[00:06:59.998 --> 00:07:01.739]  And then they'll say, well, it's all about the children.
[00:07:02.239 --> 00:07:15.032]  We've seen the reports about 10% of the people coming in are actually children, because as you imagine, the track, the journey is difficult for a full-grown adult, let alone a child or group of children traveling without a chaperone.
[00:07:15.332 --> 00:07:20.397]  And on top of that, under the DREAM Act, they say that you can be considered a child up to age 31.
[00:07:20.477 --> 00:07:23.701]  That is definitely not a child, so use all the smoke and mirrors.
[00:07:24.361 --> 00:07:27.742]  To get you to become a bleeding heart for the people coming over the border.
[00:07:27.782 --> 00:07:32.443]  And yes, I definitely respect people trying to come here, but you need to do it the legal and lawful way.
[00:07:32.503 --> 00:07:38.304]  When we went out to California this last time I was out there talking about immigration, I met a young lady from Singapore.
[00:07:38.864 --> 00:07:44.085]  She spent several years and several thousand dollars coming here, but she came here the legal and lawful way.
[00:07:44.405 --> 00:07:46.985]  If you're here in the city of Austin, you probably met Rafael.
[00:07:47.025 --> 00:07:48.966]  He's an activist running around everywhere.
[00:07:49.006 --> 00:07:50.206]  He came from South America.
[00:07:50.666 --> 00:07:55.587]  He said it took him years and it took him more than a little bit of money to do it, but he came here the legal and lawful way.
[00:07:55.627 --> 00:08:06.549]  If you want to come here, just please do it the legal and lawful way, because otherwise it seems like we're encouraging, no it doesn't seem like we are encouraging the people from these other countries to come here with the actions that we're granting them.
[00:08:06.569 --> 00:08:15.990]  You know, come here to America, you get to stay here for at least three years because that's how long it takes us to get you a case, and not only that, the Border Patrol will give you a bus ticket to go any place that you want to go.
[00:08:16.370 --> 00:08:19.711]  And not bringing this all on the Border Patrol or on the ICE agents or whoever else,
[00:08:20.171 --> 00:08:27.713]  Many of those organizations, Border Patrol, ICE, they have good-hearted people who want to secure the borders, or at least just decent people, you know, who just want to get a paycheck.
[00:08:27.993 --> 00:08:33.355]  But they don't like, you know, bringing everybody into this country, shipping them any place, and then just, you know, we'll deal with it later.
[00:08:33.375 --> 00:08:35.655]  They don't have that we'll deal with it later kind of attitude.
[00:08:35.695 --> 00:08:40.196]  But I still don't like being stopped 100 miles inland and being asked if I'm an American citizen.
[00:08:40.216 --> 00:08:42.937]  I'm not answering that question in the United States of America.
[00:08:43.497 --> 00:08:46.058]  And something that somebody else needs to answer for, FEMA can't.
[00:08:46.618 --> 00:09:00.247]  FEMA is supposedly footing a majority of the bill for the Texas Safe Shelter Initiative, an ambitious program started in 2010 which sought to erect about 35 expensive dome structures in communities along the state's coastline.
[00:09:00.688 --> 00:09:06.672]  Many of the domes, which can cost small towns anywhere from just under a million dollars to more than 10 million dollars,
