[00:00:19.358 --> 00:00:20.919]  Welcome to the Infowars Nightly News.
[00:00:21.019 --> 00:00:21.759]  I'm David Knight.
[00:00:21.879 --> 00:00:26.080]  It's Thursday, March 6th, 2014, and here are our top stories.
[00:00:28.341 --> 00:00:34.463]  Tonight, the Obama administration authorizes sanctions on Russia.
[00:00:35.363 --> 00:00:40.125]  Then, teachers refuse to be human targets for active shooter drills.
[00:00:41.005 --> 00:00:45.470]  And a Second Amendment advocate is warned that police want him dead.
[00:00:45.911 --> 00:00:49.015]  That's next on the Info Wars Nightly News.
[00:00:49.635 --> 00:00:51.878]  You know you're losers that serve the system.
[00:00:52.138 --> 00:00:53.400]  You know you're scum.
[00:00:53.620 --> 00:00:54.902]  You know you're pathetic.
[00:00:55.082 --> 00:00:57.064]  And you know we don't want to associate with you.
[00:00:57.827 --> 00:01:04.852]  You may remember just a couple of days ago, Obama tweeted out a picture of himself wearing jeans and talking tough on the phone to Putin, so we're told.
[00:01:05.513 --> 00:01:12.238]  Well, you know, his phone and his pen may not carry much weight with Putin, but he's still using them against Americans.
[00:01:12.918 --> 00:01:14.718]  This story from Paul Joseph Watson.
[00:01:14.818 --> 00:01:19.219]  Obama bans critics of the Ukraine coup from entering the United States.
[00:01:19.640 --> 00:01:24.481]  An executive order suspends entry rights of anyone who undermines Ukrainian democracy.
[00:01:24.781 --> 00:01:28.542]  Hey, how about people who undermine American democracy like Obama?
[00:01:28.862 --> 00:01:30.502]  Can we get an executive order against that?
[00:01:30.882 --> 00:01:31.602]  Here's what it says.
[00:01:31.682 --> 00:01:37.904]  The executive order suspends entry in the United States as immigrants or non-immigrants of persons, and he lists three things there.
[00:01:38.724 --> 00:01:42.367]  As if he's got the right to bar people for political speech.
[00:01:42.748 --> 00:02:00.443]  As CNN, as CNS's news, Craig Bannister notes, this would effectively ban entry for anyone deemed to be a Russian sympathizer or anyone who's expressed a view similar to Moscow, which was that the violent Kiev uprising was a coup d'etat and not a democratic uprising.
[00:02:01.204 --> 00:02:08.626]  See, why are we concerned about people having political dissent about what's going on in another country like the Ukraine?
