[00:00:01.164 --> 00:00:03.072]  Waging war on corruption.
[00:00:03.554 --> 00:00:06.044]  Alex Jones on the GCM Radio Network.
[00:00:25.592 --> 00:00:27.012]  You want to stop tyranny?
[00:00:27.272 --> 00:00:28.313]  Well, so does he.
[00:00:28.913 --> 00:00:33.434]  Live from the InfoWars.com studios, it's Alex Jones.
[00:00:40.716 --> 00:00:43.396]  Ladies and gentlemen, thank you for joining us.
[00:00:44.037 --> 00:00:46.097]  Here we are, another voyage.
[00:00:47.397 --> 00:00:49.298]  A voyage in the quest for freedom.
[00:00:51.139 --> 00:00:54.862]  Ladies and gentlemen, it is the 23rd day of February 2014.
[00:00:57.223 --> 00:01:01.106]  I'm live, locked and loaded, launching another global transmission.
[00:01:01.766 --> 00:01:03.327]  I am your host, Alex Jones.
[00:01:04.728 --> 00:01:06.029]  Hold on, we gotta hear a little bit more of this song.
[00:01:12.273 --> 00:01:14.275]  Yes, I listened to this when I was about 11 years old.
[00:01:14.295 --> 00:01:18.438]  And I still listen to it.
[00:01:21.519 --> 00:01:23.080]  Bang the tyrant's head!
[00:01:25.542 --> 00:01:26.343]  All right, folks, enough.
[00:01:27.304 --> 00:01:27.964]  Enough silliness.
[00:01:27.984 --> 00:01:28.685]  Let's get serious.
[00:01:31.467 --> 00:01:40.015]  We do have a special intro coming up at the start of the next segment that will illustrate everything that we're talking about.
[00:01:40.195 --> 00:01:42.677]  I have decided to join Obama.
[00:01:43.518 --> 00:01:49.442]  I have been far too negative for far too long, and everything Obama has told us has been true.
[00:01:50.810 --> 00:01:53.688]  And I really feel trendy and powerful and cool.
[00:01:55.100 --> 00:02:03.227]  When I basically buy into whatever Obama and his coterie of incredibly liberal good people who care about me say and do.
[00:02:03.287 --> 00:02:05.389]  So, we are going to be supporting him.
[00:02:05.409 --> 00:02:07.451]  I mean, there's this article up on Infowars.com.
[00:02:07.471 --> 00:02:09.713]  It's up on DrudgeReport.com as well.
[00:02:10.814 --> 00:02:20.883]  The Democrats are moving to revoke FCC licenses of anyone that runs TV ads critical of Barack Obama.
[00:02:21.738 --> 00:02:26.181]  Remember the truth squads in Missouri and other states back during the first election six, seven years ago?
[00:02:26.201 --> 00:02:32.965]  They're gonna quote arrest anyone that they think runs a misleading ad like saying he's not a Christian or things like that?
[00:02:32.985 --> 00:02:34.166]  Well, that's First Amendment.
[00:02:34.186 --> 00:02:34.906]  You have a right there.
[00:02:35.286 --> 00:02:37.688]  So they're really gonna try all this and this is on the heels
[00:02:38.644 --> 00:02:53.408]  Of the whole move with the newsroom, FCC, coming in to chronicle what you say and what you do and deceive your, quote, bias on women and minority issues, which women and minorities together are 75 plus percent of the population.
[00:02:53.708 --> 00:02:56.588]  Just a little newsflash for everybody out there.
[00:02:56.708 --> 00:02:58.389]  Over 50 percent of the population is women.
[00:02:59.400 --> 00:02:59.960]  Well over 51.
[00:03:00.601 --> 00:03:05.683]  There's 51 babies born for every 49 male babies, and then women live on average about six years longer.
[00:03:05.723 --> 00:03:07.044]  So do the math, compadres.
[00:03:08.104 --> 00:03:09.825]  So we've got that information.
[00:03:11.006 --> 00:03:15.848]  You know, women have more wealth in the aggregate than men, because there's all these women that have their dead rich husbands' money.
[00:03:16.908 --> 00:03:19.130]  Or they kill them in a divorce, basically, and get all their money.
[00:03:19.590 --> 00:03:22.451]  But seriously, ladies and gentlemen,
[00:03:24.534 --> 00:03:26.455]  We're going to be breaking down a lot of this today.
[00:03:27.155 --> 00:03:41.241]  Bill Maher, legend in his own mind, has come out and attacked some people, and basically whoever he attacks is who's hurting them, and who he is just rampantly jealous of with his HBO audience.
[00:03:41.281 --> 00:03:49.064]  You know, HBO has some really big audiences for cable, but not, not... Didn't his show used to be called Politically Incorrect?
[00:03:49.084 --> 00:03:50.085]  Talk about camouflage.
[00:03:50.913 --> 00:03:53.435]  That'd be like calling Obama a hardcore conservative.
[00:03:53.495 --> 00:03:55.677]  I mean, it's just all pure bull.
[00:03:56.057 --> 00:03:58.239]  Real time with Bill.
[00:03:58.680 --> 00:04:00.962]  I have writers and read off a teleprompter, Mar.
[00:04:01.522 --> 00:04:02.243]  What a joke!
[00:04:03.003 --> 00:04:05.906]  And so we're gonna be just looking at his conniption fit.
[00:04:07.222 --> 00:04:12.704]  Demonizing Matt Drudge, Ted Cruz, and Glenn Beck.
