[00:00:00.029 --> 00:00:01.695]  Waging War on Corruption.
[00:00:02.177 --> 00:00:04.967]  Alex Jones on the GCN Radio Network.
[00:00:11.516 --> 00:00:15.697]  Big Brother, Mainstream Media, Government Cover-Ups.
[00:00:16.337 --> 00:00:17.177]  You want answers?
[00:00:17.937 --> 00:00:18.877]  Well, so does he.
[00:00:19.477 --> 00:00:23.038]  He's Alex Jones on the GCN Radio Network.
[00:00:23.658 --> 00:00:27.799]  And now, live from Austin, Texas, Alex Jones.
[00:00:33.400 --> 00:00:35.620]  It was the Friday before Christmas.
[00:00:39.481 --> 00:00:40.641]  Here we are, my friends.
[00:00:43.902 --> 00:00:45.262]  The tyrants were stirring.
[00:00:46.643 --> 00:00:48.183]  Even Janet Napolitano.
[00:00:48.963 --> 00:00:49.723]  Janet Reno.
[00:00:50.804 --> 00:00:52.984]  We are live, ladies and gentlemen.
[00:00:53.044 --> 00:00:54.205]  Here we are.
[00:00:54.745 --> 00:01:00.086]  Friday, the 23rd day of December 2011.
[00:01:05.638 --> 00:01:19.581]  And we have just continued ongoing reports of the big mega banks basically gang raping this country's financial future as they also suck Europe dry.
[00:01:22.116 --> 00:01:30.202]  We have a truly disgusting group of reports here at InfoWars.com and PrisonPlanet.com that need to be seen by millions.
[00:01:30.743 --> 00:01:39.770]  TSA responsible for over 9,000 unannounced checkpoints last year.
[00:01:40.350 --> 00:01:44.714]  And Paul Watson has links to reports and photos of them with machine guns.
[00:01:46.049 --> 00:01:56.677]  You pull up, and there's TSA-run Viper teams, and they've got machine guns and dogs barking at little kids, and they drag you out of your car.
[00:01:57.678 --> 00:01:59.159]  I mean, you want to live in North Korea?
[00:01:59.539 --> 00:02:00.900]  Baby, this is it.
[00:02:01.181 --> 00:02:02.061]  Border's wide open.
[00:02:04.563 --> 00:02:04.903]  Wow.
[00:02:07.906 --> 00:02:09.667]  And here's the other headline.
[00:02:09.727 --> 00:02:13.050]  Congress to fund massive expansion of TSA checkpoints
[00:02:14.175 --> 00:02:15.636]  They're coming to a town near you.
[00:02:16.256 --> 00:02:18.217]  And I've seen the video of these around the country.
[00:02:18.277 --> 00:02:22.540]  You pull up, they got local cops under them, just shaking with hate of the public.
[00:02:22.580 --> 00:02:23.180]  Just shaking.
[00:02:24.301 --> 00:02:27.663]  They got their little Tennessee Marine Corps hats on, the state police.
[00:02:29.143 --> 00:02:29.804]  I mean, yeah.
[00:02:30.204 --> 00:02:40.570]  You work for criminal megabanks that ship drugs in and kidnap little kids and run white slavery worldwide, on record, and are imploding this country and shipping guns into Mexico.
[00:02:42.540 --> 00:02:55.427]  And they've got dumbed down, psychically obese morons posing as federal officers, sticking their hands down people's pants everywhere.
[00:02:56.608 --> 00:03:06.093]  And when you don't like the TSA grabbing your genitals, or sticking their hands down your baby's diaper and fondling them, or robbing your bags, or hitting on your wife,
[00:03:07.622 --> 00:03:13.408]  I got some new horrors today where they take chocolate cakes out of people's bags and eat them, and then laugh about it.
[00:03:13.448 --> 00:03:16.110]  I mean, it's reached La La Land levels.
[00:03:19.013 --> 00:03:27.402]  And yesterday, I had another police officer who was in major magazines on TV, admittedly the second person to respond to the Oklahoma City bombing.
[00:03:29.175 --> 00:03:44.364]  Mr. Browning, Don Browning, and he's sitting there talking about, in the police headquarters, a week after it, FBI agents walking up and saying, we'll kill you and your wife if you investigate what we're doing.
[00:03:45.565 --> 00:03:49.187]  And he's told, over the years, national news this.
[00:03:49.468 --> 00:03:49.868]  You know why?
[00:03:49.888 --> 00:03:56.172]  One reason this film got made is one of the camera guys in Oklahoma, because national media will hire the local videographer,
[00:03:57.324 --> 00:04:06.848]  Had been there on the History Channel, Discovery Channel, ABC News pieces, seeing all these witnesses say this, and it never being put on national news.
[00:04:09.169 --> 00:04:14.591]  I mean, that's how criminal this government is, and they didn't just threaten cops, they killed some of them!
[00:04:15.751 --> 00:04:17.332]  And the local police all stood down.
[00:04:17.652 --> 00:04:25.695]  You pull up, they've killed the cop and tortured him on federal property so they can take control of the investigation, and they don't even try to send police to look into it.
[00:04:26.883 --> 00:04:34.571]  All this stuff about how the government loves the troops and loves the police, and let me tell you something, you are dirt to the criminals that run this system.
[00:04:34.831 --> 00:04:35.572]  And remember that.
[00:04:35.932 --> 00:04:44.600]  All the pageantry in Houston a few years ago, they shut down major highways and had thousands of police from all over the state there for a police dog that got shot.
[00:04:45.241 --> 00:04:47.843]  That's all to make you think they care about you.
[00:04:48.504 --> 00:04:52.709]  That's all to make you think the gang you're a member of is gonna be there for you.
[00:04:52.729 --> 00:04:53.390]  It's the opposite.
[00:04:54.010 --> 00:04:58.896]  They'll murder you with pleasure and then murder your wife if you don't like it.
[00:04:58.936 --> 00:04:59.697]  Okay?
[00:04:59.997 --> 00:05:01.159]  That's who runs this country.
[00:05:01.439 --> 00:05:02.841]  Total evil.
[00:05:03.221 --> 00:05:03.662]  Stay with us.
[00:05:06.735 --> 00:05:10.958]  This is Alex Jones with five good reasons you should consider buying a solar power generator.
[00:05:11.278 --> 00:05:11.898]  Number one.
[00:05:12.198 --> 00:05:15.360]  New climate legislation could easily double or triple your electric bill.
[00:05:15.621 --> 00:05:16.181]  Number two.
[00:05:16.481 --> 00:05:21.024]  Our new energy czar wants to control how much power your electric company allows you to have.
[00:05:21.364 --> 00:05:21.825]  It's true.
[00:05:22.125 --> 00:05:26.688]  Total government control of electricity in the name of smart grid technology is coming.
[00:05:26.988 --> 00:05:27.528]  Number three.
[00:05:27.808 --> 00:05:31.090]  In some areas of the country, the power grid is dangerously overloaded.
[00:05:31.411 --> 00:05:35.093]  And now, new socialist legislation is only compounding the problem.
[00:05:35.293 --> 00:05:35.854]  Number 4.
[00:05:36.094 --> 00:05:38.457]  Dangerous weather is always a threat to local grids.
[00:05:38.857 --> 00:05:42.241]  Every year, thousands of families lose their power from weather-related outages.
[00:05:42.541 --> 00:05:42.761]  Number 5.
[00:05:43.342 --> 00:05:47.266]  A solar power generator provides powerful backup, insurance, and peace of mind.
[00:05:47.487 --> 00:05:52.252]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[00:05:52.532 --> 00:05:56.556]  You can get more information at www.mysolarbackup.com.
