[00:00:00.874 --> 00:00:01.414]  We've got it.
[00:00:01.454 --> 00:00:07.898]  This transmission is coming to you.
[00:00:07.998 --> 00:00:10.400]  Waging war on corruption.
[00:00:12.361 --> 00:00:18.064]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[00:00:20.706 --> 00:00:25.529]  Okay, I do want to take your calls today.
[00:00:28.285 --> 00:00:47.822]  And I'm going to give the number out at the bottom of the hour and I would hope that people will call in wanting to bring up some of the issues that I've raised because I want to hear what you think, I want your perspective, I want your view, but also enjoy and learn a lot from the points that you bring up, the news items that you raise, in many cases that I'm not even aware of.
[00:00:48.402 --> 00:00:50.484]  Obviously the quickening is accelerating.
[00:00:51.425 --> 00:00:53.927]  The good, the bad, and the ugly is coming out in all of us.
[00:00:54.027 --> 00:00:59.312]  The world is hurtling into a bottomless, globalist-designed depression.
[00:01:01.114 --> 00:01:09.141]  Israel is now more public about their plan to strike Iran, and the propaganda is being put out to do that.
[00:01:09.161 --> 00:01:16.087]  And whether you love Iran, hate Iran, or are indifferent, you need to understand we were lied to about WMDs in Iraq.
[00:01:16.847 --> 00:01:18.128]  We've been lied to about Iran.
[00:01:19.182 --> 00:01:30.713]  And the big mega banks that are bankrupting this country and Europe by design openly are pushing the policy to launch this new war as a political distraction.
[00:01:30.733 --> 00:01:35.978]  We've been predicting as this depression gets worse and worse they're going to start large wars.
[00:01:36.678 --> 00:01:38.200]  That is the playbook
[00:01:39.841 --> 00:01:48.353]  Bread and butter of corrupt systems and establishments and oligarchies and ruling elites and king rats throughout history.
[00:01:48.913 --> 00:01:53.099]  So that is all coming up tonight.
[00:01:53.419 --> 00:01:55.042]  The latest developments on that front.
[00:01:56.542 --> 00:01:59.585]  Also, radiation levels all over Europe are going up.
[00:02:00.005 --> 00:02:00.706]  Higher and higher.
[00:02:01.187 --> 00:02:02.628]  Radiation levels are going up here.
[00:02:02.648 --> 00:02:04.570]  And they're saying it's not Fukushima.
[00:02:04.910 --> 00:02:06.131]  But they're saying don't worry about it.
[00:02:06.592 --> 00:02:09.515]  These are dangerous levels of radiation from the numbers I've seen.
[00:02:09.535 --> 00:02:11.737]  We'll be going over what's happening on that front.
[00:02:12.177 --> 00:02:18.664]  And how does that dovetail with this headline, Colossal Geoengineering in Plain Sight?
[00:02:20.302 --> 00:02:41.040]  Later in the hour, before I go to your calls, I want to give a prelude to in-depth reports I'm going to do later this week on the radio and the nightly news, TV transmission, where I'm going to present, I'm going to present a lot of it today, the patents, the documents, because there's some great films out there exposing chemtrails and for five years I've been working on a chemtrail film off and on and never released it.
