[00:00:06.004 --> 00:00:06.624]  Big Brother.
[00:00:07.304 --> 00:00:08.325]  Mainstream media.
[00:00:09.085 --> 00:00:10.205]  Government cover-ups.
[00:00:10.845 --> 00:00:11.645]  You want answers?
[00:00:12.426 --> 00:00:13.406]  Well, so does he.
[00:00:13.966 --> 00:00:17.567]  He's Alex Jones on the GCN Radio Network.
[00:00:18.147 --> 00:00:22.268]  And now, live from Austin, Texas, Alex Jones.
[00:00:32.631 --> 00:00:33.471]  We are live
[00:00:35.883 --> 00:00:38.644]  It is Friday, the ninth day of September, 2011.
[00:00:39.484 --> 00:00:47.007]  We're gonna be here for the next three hours live, then of course we'll be back tonight, 7 p.m.
[00:00:47.067 --> 00:00:49.387]  Central, with InfoWars Nightly News.
[00:00:52.048 --> 00:00:55.489]  Obviously, we have a lot of important news and information in front of us today.
[00:00:55.509 --> 00:00:57.470]  We have Bob Chapman with his Friday visit.
[00:00:58.851 --> 00:01:01.272]  But I would like to throw a question out to the audience.
[00:01:01.332 --> 00:01:07.576]  You can then bring up any other subject you'd like, but I would like you to comment on how America's changed in the last 10 years.
[00:01:08.437 --> 00:01:09.837]  How the world has changed.
[00:01:09.978 --> 00:01:27.448]  All the new wars, all the torture, the secret arrest, the police state, the TSA trampling our rights and trying to condition the public to accept abject dehumanization and humiliation.
[00:01:31.363 --> 00:01:36.226]  I'd like to hear from you today and get your view on 9-11 truth.
[00:01:36.886 --> 00:01:38.927]  Your view of what really happened on 9-11.
[00:01:39.368 --> 00:01:49.594]  I mean, even if you believe the official story that some guys in a cave carried all this out and Building 7 fell on its own, even though the government announced they blew it up and then changed their story.
[00:01:51.067 --> 00:01:53.669]  Do you like how 9-11's been used to take your liberties?
[00:01:54.150 --> 00:01:58.093]  Do you like the rebranding now off of Al-Qaeda onto good ol' boys?
[00:01:58.834 --> 00:02:02.417]  Anybody wearing a baseball cap who talks about freedom?
[00:02:05.240 --> 00:02:07.081]  Do you see what's staring you right in the face?
[00:02:08.182 --> 00:02:16.810]  In fact, I'd like to hear from mainline, what you'd call kind of conservative-oid people who like Rick Perry, like Mitt Romney.
[00:02:18.513 --> 00:02:23.915]  Who will defend the fact that they support socialist government care and carbon taxes.
[00:02:24.675 --> 00:02:25.735]  I'd like to hear from you.
[00:02:26.936 --> 00:02:28.556]  I'd like to hear from Obama supporters.
[00:02:28.816 --> 00:02:33.258]  I'd like to hear from people who think I'm wrong about the way I see the world.
[00:02:34.557 --> 00:02:36.998]  Generally, nobody can really disagree with anything with facts.
[00:02:37.038 --> 00:02:44.360]  They can say tinfoil hat or conspiracy theorist or use the Cass Sunstein attack pattern and say, you're bad, you work for the government.
[00:02:45.040 --> 00:02:46.020]  Well, let's just say I do.
[00:02:46.160 --> 00:02:46.620]  I don't.
