[00:00:00.282 --> 00:00:01.664]  We've got it.
[00:00:01.664 --> 00:00:07.390]  This transmission is coming to you.
[00:00:07.390 --> 00:00:11.775]  Waging war on corruption.
[00:00:11.775 --> 00:00:17.362]  It's Alex Jones, coming to you live from the front lines of the Infowar.
[00:00:20.504 --> 00:00:28.827]  Yeah, we see the earth.
[00:00:28.827 --> 00:00:30.408]  We know what's going on on this planet.
[00:00:30.408 --> 00:00:31.548]  We've studied human history.
[00:00:31.548 --> 00:00:34.229]  We've studied the corrupt ruling class.
[00:00:35.149 --> 00:00:47.611]  In all of their entitled arrogance and insider crony capitalist eugenics corruption, thank you so much for joining us on this live Sunday transmission.
[00:00:47.611 --> 00:00:53.693]  And believe me, we've got incredibly, incredibly important information for you today.
[00:00:53.693 --> 00:00:56.873]  It is, of course, four o'clock Central and one minute now.
[00:00:56.873 --> 00:01:00.254]  That's five o'clock Eastern, two o'clock
[00:01:01.425 --> 00:01:06.328]  Pacific, 3 o'clock mountain, but wherever you're listening in the world, thank you for joining us.
[00:01:06.328 --> 00:01:13.992]  It is the 27th day of November 2011, and we're going to be here for the next two hours.
[00:01:13.992 --> 00:01:29.161]  And start your engines, start your thinking processes, because when I get back from this break, it is just unbelievable quickening and acceleration, and six months from now, this quickening, this acceleration in world events will look tame.
[00:01:29.861 --> 00:01:35.626]  Strap yourselves in, get right with God, because the world is going to get crazier and crazier.
[00:01:35.626 --> 00:01:55.782]  We are entering world government run by absolutely the most villainous, verminous form of snake-like, wicked-doers that you could possibly imagine.
[00:01:55.782 --> 00:01:59.145]  The Hedge of Protection is being removed from Western nations.
[00:02:00.896 --> 00:02:06.518]  And evil is flooding in right now, like so much swamp water.
[00:02:06.518 --> 00:02:11.060]  Unbelievable information today.
[00:02:11.060 --> 00:02:16.663]  A, I want to look at something we've been aware of for a while, but finally got a lot of attention.
[00:02:16.663 --> 00:02:26.247]  And not only is the story huge, but the response by the trolls and their deception is very, very telling and it's very informative.
[00:02:27.372 --> 00:02:39.341]  And by exposing deception, those out there listening will learn how to detect it and learn the playbook of the enemy, and then you can teach others and be aware of it, because the people perish for lack of knowledge.
[00:02:39.341 --> 00:02:41.363]  The truth will set you free.
[00:02:41.363 --> 00:02:43.905]  Knowledge is power.
[00:02:43.905 --> 00:02:44.966]  You know all the clichés.
[00:02:44.966 --> 00:02:46.387]  They're clichés because they're true.
[00:02:48.314 --> 00:02:51.937]  Senate moves to allow military to intern Americans without trial.
[00:02:51.937 --> 00:02:55.059]  NDAA detention provision would turn America into a battlefield.
[00:02:55.059 --> 00:02:58.182]  Now, Ron Paul's come out and said that's what this does.
[00:02:58.182 --> 00:03:01.564]  The ACLU has.
[00:03:01.564 --> 00:03:11.492]  And within minutes of our article going up, there were trolls on there, the usual suspects, lying and saying it doesn't say what Ron Paul
[00:03:13.442 --> 00:03:24.585]  The ACLU, Infowars.com have said, because the bill is written by slimebag lawyers and the people coming into the site were already there with their playbook of lies.
[00:03:25.916 --> 00:03:28.218]  Now that shows you we're hurting these people.
[00:03:28.218 --> 00:03:41.606]  When they have the New York Times come out and say that my film, The Obama Deception, is linked to the White House shooter, or that the Tucson shooting's my fault, or if you slip on a banana peel, it's our fault.
[00:03:41.606 --> 00:03:44.728]  That's because we're over the enemy target.
[00:03:44.728 --> 00:03:51.713]  We're dropping info weapons on them, we're hurting their mountain of lies, we're blasting them to kingdom come, and so they're firing every bit of
