[00:00:05.387 --> 00:00:09.572]  Big Brother, Mainstream Media, Government Cover-Ups.
[00:00:10.233 --> 00:00:11.034]  You want answers?
[00:00:11.815 --> 00:00:12.716]  Well, so does he.
[00:00:13.377 --> 00:00:17.062]  He's Alex Jones on the GCN Radio Network.
[00:00:17.562 --> 00:00:21.627]  And now, live from Austin, Texas, Alex Jones.
[00:00:23.976 --> 00:00:26.737]  Well, live, it's Monday, February 14th, 2011.
[00:00:26.777 --> 00:00:30.478]  It's the Alex Jones Show.
[00:00:30.578 --> 00:00:33.979]  I'm Paul Joseph Watson, and I'll be filling in for Alex today.
[00:00:34.380 --> 00:00:42.222]  And coming up later, we've got Aaron Dykes live in studio, and Aaron's going to guide you through the show after I leave.
[00:00:42.842 --> 00:00:44.143]  What's going on in the world today?
[00:00:44.183 --> 00:00:52.866]  Well, revolution continues to sweep the globe as the kaleidoscope of the New World Order remains in a flux.
[00:00:54.107 --> 00:01:03.819]  But unlike Glenn Beck and the rest of the neocons who are busy wringing their hands trying to make sense of these revolutions and what they could lead to.
[00:01:05.066 --> 00:01:11.808]  We have, of course, Tunisia, Egypt and now Algeria experiencing similar unrest.
[00:01:12.748 --> 00:01:23.411]  But unlike Glenn Beck, we're going to tell you who's really behind radical Islam and why it's being used as a weapon against people of every colour and creed.
[00:01:23.471 --> 00:01:24.752]  We're also going to explain
[00:01:25.712 --> 00:01:33.358]  Why Ron Paul should feel honoured to have been kicked out of the Young Americans for Freedom organisation.
[00:01:34.198 --> 00:01:37.361]  We've also got the move towards global currency heating up.
[00:01:38.041 --> 00:01:40.283]  The global revolution that's sweeping the planet.
[00:01:40.683 --> 00:01:43.325]  It's all coming up in today's show.
[00:01:43.485 --> 00:01:44.746]  But first to Egypt.
[00:01:45.286 --> 00:01:53.114]  Where the military has taken control of the country, of course, after President Hosni Mubarak's resignation on Friday.
[00:01:53.875 --> 00:02:02.284]  Reports out of the Jerusalem Post now suggest that Mubarak is in a coma, having collapsed following his speech on Friday.
[00:02:03.265 --> 00:02:06.988]  That's yet to be confirmed, but strange reports coming out about that.
[00:02:07.549 --> 00:02:07.989]  And of course,
[00:02:09.113 --> 00:02:20.217]  Today the military has announced that it has suspended the Egyptian constitution, is banning strikes, and it's telling the Egyptian protesters to leave Tahrir Square.
[00:02:21.958 --> 00:02:24.599]  Meet the new boss, same as the old boss.
[00:02:25.495 --> 00:02:39.664]  And of course, as we've explained in depth on the Alex Jones Show, the global elite have several pawns on standby, ready to assume power and hijack the people's revolution that has unfolded there in Egypt.
[00:02:39.824 --> 00:02:47.069]  Of course, ElBaradei, chief amongst them, they have several others waiting to sweep in and hijack the revolution.
[00:02:49.421 --> 00:02:53.527]  Egypt's new military regime to effectively outlaw strikes.
[00:02:53.887 --> 00:02:55.069]  This is out of Reuters.
[00:02:55.710 --> 00:02:56.210]  Cairo.
[00:02:56.531 --> 00:03:03.600]  Egypt's new military rulers will issue a warning on Monday against anyone who creates, quote, chaos and disorder.
[00:03:03.820 --> 00:03:04.181]  An army
[00:03:04.241 --> 00:03:20.045]  The source said the higher military council will also ban meetings by labor unions or professional syndicates effectively forbidding strikes and tell all Egyptians to get back to work after the unrest that toppled Hosni Mubarak.
[00:03:20.065 --> 00:03:29.088]  So the higher military council is on the one hand saying that it will allow protests and yet on the other telling all the protesters to go home.
[00:03:31.351 --> 00:03:42.282]  So we've got a situation whereby, you know, they've turfed out the 30-year dictator Mubarek and now they've basically got a military dictatorship in his place.
[00:03:42.622 --> 00:03:55.075]  Obviously they say it's gonna be temporary, we're talking about six months until the election, but they're gonna have a raft of New World Order approved candidates to take Mubarek's place.
[00:03:56.431 --> 00:04:14.102]  Now that's not to belittle the legitimate grievances of the Egyptian people, which we've explained at length here on the Alex Jones Show, and it's not to downplay the victory that they indeed have had in getting rid of Mubarak, the 30-year unelected dictator.
[00:04:16.004 --> 00:04:19.026]  The fact is Egyptians were living on $2 a day.
[00:04:19.186 --> 00:04:22.068]  They were spending 40% of their income on food.
[00:04:23.008 --> 00:04:30.973]  Food prices skyrocketed and that was one of the straws that broke the camel's back as well, of course, as soaring unemployment.
[00:04:32.174 --> 00:04:49.223]  So to say that this was a completely staged and contrived colour revolution from the very beginning is a kind of disservice to the more nuanced reality of the situation which we will explore in further detail after the break on the Alex Jones Show.
[00:04:49.243 --> 00:04:50.263]  So stay tuned.
