[00:00:00.419 --> 00:00:01.339]  We've got it.
[00:00:01.339 --> 00:00:07.542]  This transmission is coming to you.
[00:00:07.542 --> 00:00:11.944]  Waging war on corruption.
[00:00:11.944 --> 00:00:17.626]  It's Alex Jones, coming to you live from the front lines of the Infowar.
[00:00:20.838 --> 00:00:22.999]  We are live, ladies and gentlemen.
[00:00:22.999 --> 00:00:25.420]  Thank you so much for joining us.
[00:00:25.420 --> 00:00:28.902]  It is Sunday, the 28th day of August, 2011.
[00:00:49.960 --> 00:00:55.004]  And we're now just, what, four days away from the premiere of InfoWars.
[00:00:55.004 --> 00:00:58.506]  Nightly News, a completely new media operation.
[00:00:58.506 --> 00:01:11.236]  Folks know that I'm dedicated, my crew is dedicated, so that's certainly bellying up to the InfoWars warfare bar to sign on to produce five TV shows a week.
[00:01:11.236 --> 00:01:18.021]  You've seen some of the special reports, a lot of production value, a ton of research, hard-hitting.
[00:01:18.581 --> 00:01:32.248]  And if you want to see a sample of what the nightly news is going to be like, go to InfoWars.com and you can see an expanded special report up there on the site that breaks all of that down.
[00:01:32.248 --> 00:01:37.870]  It's also posted on PrisonPlanet.tv.
[00:01:37.870 --> 00:01:46.955]  Now, obviously, thank God, Hurricane Irene was not as bad as many had hyped.
[00:01:48.425 --> 00:01:52.494]  And Obama grandstanded as our savior at the command center.
[00:01:53.695 --> 00:01:56.196]  We're going to be going over that report.
[00:01:56.196 --> 00:02:05.759]  Irene leaves few scars in New York City, but from flooding, there is a reported 10 deaths in other states.
[00:02:05.759 --> 00:02:11.341]  So certainly a serious issue, but thank God that it did weaken before it made landfall.
[00:02:11.341 --> 00:02:14.862]  And now the only main problem is flooding and some wind damage.
[00:02:14.862 --> 00:02:18.303]  At least 10 dead and 2 million without power.
[00:02:18.303 --> 00:02:19.423]  That's being reported on.
[00:02:19.423 --> 00:02:20.324]  And as
[00:02:22.369 --> 00:02:28.854]  Ron Paul said yesterday, his statement on Irene, there's no need to call out FEMA.
[00:02:28.854 --> 00:02:35.900]  All FEMA does is destroy the coordination of the local governments that know what they're doing, and in the case of Hurricane Katrina, block
[00:02:37.295 --> 00:02:38.116]  We're good to go.
[00:03:01.306 --> 00:03:05.927]  Even though he said years ago we'd already be underwater on all the major coastlines.
[00:03:05.927 --> 00:03:07.388]  Doesn't matter.
[00:03:07.388 --> 00:03:08.588]  Al Gore is very arrogant.
[00:03:08.588 --> 00:03:14.530]  Same guy that told you NAFTA and GATT was going to be absolutely wonderful and like mother's milk to this country.
[00:03:14.530 --> 00:03:15.930]  And here's a report coming up.
[00:03:15.930 --> 00:03:16.431]  Gore!
[00:03:16.431 --> 00:03:20.532]  Global warming skeptics are this generation's racist.
[00:03:20.532 --> 00:03:25.513]  And in Europe they're calling to arrest people for climate change denial.
[00:03:25.513 --> 00:03:27.474]  Acquitting it to the Holocaust.
[00:03:28.935 --> 00:03:35.301]  And here's a New York Times article, seeing Irene as a harbinger of a change in climate.
[00:03:35.301 --> 00:03:40.726]  New York gets hit by hurricanes every five or six years.
