[00:00:00.129 --> 00:00:00.689]  We've got it.
[00:00:00.729 --> 00:00:07.173]  This transmission is coming to you.
[00:00:07.253 --> 00:00:09.354]  Waging war on corruption.
[00:00:11.655 --> 00:00:21.120]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[00:00:22.400 --> 00:00:24.581]  Well, I was not raptured.
[00:00:24.741 --> 00:00:25.742]  You were not raptured.
[00:00:25.962 --> 00:00:27.203]  My crew was not raptured.
[00:00:28.914 --> 00:00:32.696]  Even though much of my career is about Christians, I guess that means we weren't Christian.
[00:00:33.216 --> 00:00:34.057]  We're devils.
[00:00:35.138 --> 00:00:49.606]  Of course, the head of the group that, as previously, back in 94, said it was the end of the world, the Christian Radio Network Family Stations, he wasn't raptured either.
[00:00:50.689 --> 00:00:52.410]  But the end of the world has now begun.
[00:00:52.430 --> 00:00:54.951]  It's the end of the world as we know it.
[00:00:54.991 --> 00:00:57.192]  We're going to be breaking some of that down.
[00:00:57.812 --> 00:01:00.934]  Meanwhile, folks aren't ever worried about real threats.
[00:01:00.954 --> 00:01:04.355]  They're not worried about things that actually will affect them and their family.
[00:01:06.536 --> 00:01:08.418]  A lot of the Muslim groups think it's the end of the world.
[00:01:08.438 --> 00:01:10.379]  A lot of Christian groups are constantly thinking that.
[00:01:11.000 --> 00:01:17.045]  A lot of the secular folks who are secular believe a misinterpreted Mayan prediction.
[00:01:17.926 --> 00:01:22.330]  The report I got was the Mayans got tired of carving those stone calendars.
[00:01:22.850 --> 00:01:24.212]  I just ripped off Jaron's joke.
[00:01:26.454 --> 00:01:27.615]  But I didn't rip it off.
[00:01:29.620 --> 00:01:31.741]  Oh my gosh, there is so much news here.
[00:01:32.261 --> 00:01:33.262]  This happens more and more.
[00:01:33.642 --> 00:01:34.662]  I read news all weekend.
[00:01:34.702 --> 00:01:35.203]  I get in.
[00:01:35.623 --> 00:01:41.305]  The guys print all the news off InfoWars, Prison Planet, DrudgeReport.com, countless other sites.
[00:01:41.365 --> 00:01:43.627]  I get in here and I'm just like, how am I ever going to cover this?
[00:01:44.207 --> 00:01:46.028]  There is so much news and information here.
[00:01:46.668 --> 00:01:50.630]  First off, I told you last week that this has been done many times by other presidents.
[00:01:51.510 --> 00:01:52.951]  We need to go back to the 1967 maps of Israel.
[00:01:55.919 --> 00:01:56.699]  With Palestine.
[00:01:56.739 --> 00:02:02.182]  And then now Obama has come out and said, well, those 67 lines aren't the new 67 lines.
[00:02:02.222 --> 00:02:02.743]  I'm not kidding.
[00:02:02.763 --> 00:02:03.583]  That's the new statement.
[00:02:04.223 --> 00:02:05.024]  We knew that was coming.
[00:02:05.084 --> 00:02:07.205]  It's all just form over substance.
[00:02:08.425 --> 00:02:11.107]  Just like Obama went back on every campaign promise he made.
[00:02:12.469 --> 00:02:19.832]  Or it's admitted that Iraq didn't have WMDs, but still upwards of half of so-called conservatives think Saddam was found with nuclear weapons.
[00:02:21.653 --> 00:02:23.674]  This is all designed for the weak-minded.
[00:02:24.334 --> 00:02:30.236]  As Joseph Goebbels said, the Nazi propaganda minister, good propaganda has to be targeted at the lowest common denominator.
[00:02:30.736 --> 00:02:31.937]  Our belief is the opposite.
[00:02:32.257 --> 00:02:38.900]  We want to give people wide spectrum analysis of the truth in a historical, geopolitical, psychological,
[00:02:41.118 --> 00:02:52.781]  That's my view from anthropology, sociology, because we know that the folks out there that don't know the three branches of government and don't know which end is up and don't care are never going to be in the fight.
[00:02:53.521 --> 00:02:56.982]  We know in the Revolutionary War here, 3% started it, 5% won it.
[00:02:57.502 --> 00:03:00.123]  And it's been similar in every other case in society.
[00:03:00.663 --> 00:03:07.665]  Evil people come and take over, small minority, good minority defeats them or is defeated by them, or vice versa.
[00:03:08.717 --> 00:03:09.357]  That's history.
[00:03:09.497 --> 00:03:13.659]  So we're not targeting the dumbed-down masses here.
[00:03:14.019 --> 00:03:20.381]  They'll wake up later down the road when they don't have enough money to have cable TV and watch their favorite sporting events.
[00:03:20.461 --> 00:03:23.362]  So we have a lot of news and information here.
[00:03:24.262 --> 00:03:28.126]  Also, AP reports gold-silver coins to be legal currency in Utah.
[00:03:28.646 --> 00:03:37.734]  This is why the government went after Bernard von Notaus for legally putting out his own silver coins that openly talked bad about the U.S.
[00:03:37.754 --> 00:03:40.897]  government private Federal Reserve issued currency.
[00:03:42.402 --> 00:03:44.604]  But more and more state governments are moving to do this.
[00:03:45.345 --> 00:03:48.127]  Meanwhile, pile of debt would stretch beyond stratosphere.
[00:03:48.488 --> 00:03:54.693]  Back in Ronald Reagan's day in 81, it would stack 60 plus miles in the air.
[00:03:56.219 --> 00:03:57.100]  Sixty-seven miles.
[00:03:57.240 --> 00:04:00.182]  Today, it would reach more than 900 miles tall.
[00:04:00.843 --> 00:04:01.683]  That's out of Reuters.
[00:04:02.284 --> 00:04:04.265]  Also, Blagojevich trial to resume.
[00:04:04.285 --> 00:04:07.848]  I'm sorry, what Blagojevich did is child's play.
[00:04:07.888 --> 00:04:09.009]  And I say throw him in prison.
[00:04:10.170 --> 00:04:11.431]  They've got these audio recordings.
[00:04:11.451 --> 00:04:12.552]  They won't play all of them, though.
[00:04:12.572 --> 00:04:13.792]  Only select clips for the juries.
[00:04:14.073 --> 00:04:16.675]  He's been found not guilty once, so they're going to go back again.
[00:04:16.695 --> 00:04:23.160]  Because in America, you're supposed to be tried for the same crime over and over again until found guilty.
[00:04:23.919 --> 00:04:24.279]  You're lying.
[00:04:24.339 --> 00:04:24.820]  No, you're not.
[00:04:24.920 --> 00:04:25.381]  That's right.
[00:04:25.401 --> 00:04:28.764]  You're innocent until proven guilty, not guilty until proven innocent.
[00:04:29.628 --> 00:04:33.150]  The cops all over the country pull over old ladies and take the cash out of their purse.
[00:04:34.171 --> 00:04:35.651]  And you're not supposed to have double jeopardy.
[00:04:35.711 --> 00:04:40.634]  But, hey, who needs that stinking Constitution and Bill of Rights?
[00:04:40.994 --> 00:04:42.175]  Got more news on it.
[00:04:42.195 --> 00:04:45.097]  The 20 million Americans overcharged by AT&T for data usage.
[00:04:45.597 --> 00:04:46.678]  This has been happening to me.
