[00:00:27.048 --> 00:00:31.950]  Welcome ladies and gentlemen to this Wednesday evening edition of the InfoWars Nightly News.
[00:00:32.050 --> 00:00:35.232]  Today is October 19th, 2011.
[00:00:35.412 --> 00:00:42.955]  I'm Aaron Dyk sitting in until Alex returns tomorrow on both the radio and Nightly News broadcast.
[00:00:43.315 --> 00:00:47.217]  Coming up later in the program we have InfoWars contributor Patrick Henningsen.
[00:00:47.617 --> 00:01:01.507]  He'll discuss the move under the Obama administration to put troops in Uganda and other parts of Africa under the larger AFRICOM plan, as well as the stoking of war in Syria and Iran.
[00:01:02.067 --> 00:01:08.732]  But first in the news, Occupy Wall Street continues to draw attention, this time for calls for global governance.
[00:01:09.132 --> 00:01:12.575]  A group of prominent leftists, including Noam Chomsky and Naomi Klein,
[00:01:13.295 --> 00:01:19.320]  Uh, say we shouldn't rein in groups like the IMF and World Trade Organization, or the G8, G20.
[00:01:19.420 --> 00:01:22.622]  Instead, we should institute democracy, so-called.
[00:01:23.223 --> 00:01:28.687]  And there are calls for global governance that are interchangeable with global democracy.
[00:01:29.167 --> 00:01:39.275]  And they've issued a text that's been supported by the United Nations group UNFA, UNPA, which seeks the establishment of a United Nations Parliamentary Assembly.
[00:01:39.295 --> 00:01:39.976]  We have a clip now.
[00:01:41.986 --> 00:01:44.167]  United for global democracy.
[00:01:44.187 --> 00:01:44.527]  October 15, 2011.
[00:01:44.587 --> 00:01:46.708]  United in our diversity.
[00:01:46.728 --> 00:01:48.289]  United for global change.
[00:02:01.615 --> 00:02:03.777]  We demand global democracy!
[00:02:03.977 --> 00:02:09.401]  Global governance by the people, for the people!
[00:02:09.921 --> 00:02:16.026]  Inspired by our sisters and brothers in Tunisia!
[00:02:16.326 --> 00:02:17.487]  In Egypt!
[00:02:17.647 --> 00:02:18.628]  In Libya!
[00:02:18.748 --> 00:02:19.588]  In Nigeria!
[00:02:23.631 --> 00:02:26.354]  We too call for a regime change.
[00:02:26.414 --> 00:02:29.236]  Global regime change.
[00:02:29.296 --> 00:02:31.137]  Today we demand replacing the G8.
[00:02:50.353 --> 00:02:54.326]  With the whole of humanity!
[00:03:02.012 --> 00:03:03.172]  And so there you have it.
[00:03:03.272 --> 00:03:10.194]  While the Occupy crowd remains very diverse, including many in the fetters, you have these moves for global governance.
[00:03:10.774 --> 00:03:22.297]  They're comparing it to Mubarak and Egypt and other aspects of the Arab Spring, just as people like Al Gore called for an American version of the Arab Spring just prior to the beginning of Occupy Wall Street.
[00:03:22.777 --> 00:03:33.524]  Then at the same time, as Obama and other Democrats trying to co-opt this movement, we have reports that State Department agitator is now advising the Occupy movement.
[00:03:33.684 --> 00:03:41.490]  Ahmed Mar helped lead the Egypt's Arab Spring that resulted in a military dictatorship, calling that movement successful.
[00:03:41.590 --> 00:03:45.572]  Now, he is helping to steer the Occupy Wall Street crowd.
[00:03:45.632 --> 00:03:50.696]  The report is in from Paul Joseph Watson today, but it's very alarming.
[00:03:51.036 --> 00:03:52.297]  And we have some of those quotes now.
[00:03:52.837 --> 00:03:55.060]  Years before the Egyptian revolution, the U.S.
[00:03:55.080 --> 00:04:03.949]  was quietly preparing for a global army of youth cannon fodder to fuel region-wide conflagrations throughout the world, both politically and literally.
[00:04:04.390 --> 00:04:07.754]  Mars April 6 organization had been in New York City for the U.S.
[00:04:07.794 --> 00:04:11.297]  State Department's first alliance for the Youth Movement Summit in 2008.
[00:04:12.819 --> 00:04:18.703]  His group then traveled to Serbia to train under the Canvas organization, which was also U.S.
[00:04:18.763 --> 00:04:22.365]  funded, before returning to Egypt in 2010 with the U.S.
[00:04:22.445 --> 00:04:30.390]  International Crisis Group, which is Soros-led, and its operative, Mohamed ElBaradei, would spend the next year building up for the Arab Spring.
[00:04:30.770 --> 00:04:40.116]  As part of his role in leading the revolt against Mubarak, Maher fraternized with the likes of Zbigniew Brzezinski and George Soros through their involvement in the ICG.
[00:04:40.536 --> 00:04:42.197]  That's a quote from Tony Cartolucci,
[00:04:42.697 --> 00:04:43.117]  I don't know.
[00:05:03.266 --> 00:05:11.949]  Egypt's Arab Spring has not led to democracy, but to another cruel dictatorship under which the military is killing minorities and imprisoning dissidents.
[00:05:12.469 --> 00:05:14.670]  Egyptians must take to the streets once again.
[00:05:14.710 --> 00:05:17.351]  That's Kareem Amir from the Daily Beast.
[00:05:17.931 --> 00:05:20.792]  But he's right, it is a total military dictatorship.
[00:05:21.372 --> 00:05:24.814]  They're supposed to be temporary, only to facilitate elections.
[00:05:25.234 --> 00:05:26.394]  Now they don't want to step down.
[00:05:26.415 --> 00:05:28.696]  I have this article today from the London Guardian.
[00:05:29.096 --> 00:05:39.861]  Jailed Egyptian blogger on hunger strike says he's ready to die and says he'd rather commit suicide than be tried by a military junta for criticizing the army in a blog.
[00:05:40.681 --> 00:05:44.702]  So that's what happens in Egypt, and that's what they call democracy, I guess.
[00:05:45.102 --> 00:05:56.886]  Let's try instead to steer that anger against what's happening economically into recapturing sound money, into fighting back the Federal Reserve and other related issues.
[00:05:57.446 --> 00:06:00.567]  Now, we have a poll we discussed briefly last night.
[00:06:00.587 --> 00:06:02.207]  We're going to cover it more in depth tonight.
[00:06:02.567 --> 00:06:05.048]  It was on Washington's blog, and they have a great analysis.
[00:06:05.388 --> 00:06:08.108]  Who is to blame, Washington or Wall Street?
[00:06:08.488 --> 00:06:10.429]  And this captures the whole sentiment behind it.
[00:06:10.789 --> 00:06:17.390]  They found that many of the liberals blame Wall Street, while conservatives tended to blame Washington.
[00:06:17.410 --> 00:06:21.671]  Of course, there's anger on both sides of that aisle, the false left-right paradigm.
[00:06:22.411 --> 00:06:24.292]  Now, let's see those numbers from that poll.
[00:06:25.655 --> 00:06:28.477]  Opinion research reported in The Hill.
[00:06:28.838 --> 00:06:36.464]  Now overall they found of likely voters about 56% tended to blame Washington while only a third tended to blame Wall Street.
[00:06:36.484 --> 00:06:39.866]  11% were not sure and then there's a gender breakdown as well.
[00:06:40.247 --> 00:06:47.933]  But as the Washington blog rightly points out, it's a crony capitalism issue and obviously both Wall Street and Washington are to blame.
[00:06:48.453 --> 00:06:52.635]  People on Wall Street were guilty of committing fraud with housing and the rest of it.
[00:06:52.955 --> 00:06:56.977]  But also the regulators, the government regulators, were also guilty of fraud.
[00:06:56.997 --> 00:06:58.497]  They're all part of this epidemic.
