[00:00:00.029 --> 00:00:00.569]  We've got it.
[00:00:00.609 --> 00:00:07.033]  This transmission is coming to you.
[00:00:07.133 --> 00:00:09.194]  Waging war on corruption.
[00:00:09.214 --> 00:00:11.195]  Alright, here I go.
[00:00:11.515 --> 00:00:20.400]  It's Alex Jones, coming to you live from the front lines of the Infowar.
[00:00:20.440 --> 00:00:22.841]  We are live.
[00:00:23.422 --> 00:00:25.223]  It is the last day of July, 2011.
[00:00:29.028 --> 00:00:29.528]  Next stop, 2012.
[00:00:29.669 --> 00:00:36.675]  And we're going to be live here as we are every Sunday, 4 to 6 p.m.
[00:00:36.715 --> 00:00:37.956]  Central, 5 to 7 p.m.
[00:00:38.056 --> 00:00:39.317]  Eastern, 3 to 5 p.m.
[00:00:39.357 --> 00:00:40.338]  Mountain, 2 to 4 p.m.
[00:00:41.238 --> 00:00:41.759]  Pacific.
[00:00:42.940 --> 00:00:53.409]  And we have incredibly intense and important news and information that we're going to be covering today, obviously.
[00:00:57.762 --> 00:01:03.745]  And so I hope that you will stay with us through the two hours of the show today.
[00:01:03.765 --> 00:01:18.952]  I hope that you will take notes on the information that we are going to cover, because the different developments in our society are of the utmost importance, obviously.
[00:01:21.864 --> 00:01:33.331]  And as I do so many Sundays, when I tend to be more reflective, I'm going to attempt to not go into a bunch of ranting and raving today, but actually get into all of the news.
[00:01:35.453 --> 00:01:46.500]  Obviously, when we come back from break, we're going to get into the whole debt ceiling false debate that gets everybody to obsess on the credit rating.
[00:01:47.924 --> 00:01:57.999]  and on raising the debt and going into more debt instead of asking why are we in this debt and where is most of the money actually owed and will the debt ceiling
[00:01:59.289 --> 00:02:02.671]  Or even making these paltry cuts the Republicans are calling for.
[00:02:03.092 --> 00:02:03.632]  Fix things.
[00:02:04.272 --> 00:02:05.213]  And the answer is no.
[00:02:05.233 --> 00:02:07.575]  So we're going to be going over all of that.
[00:02:07.635 --> 00:02:08.475]  We have the headlines here.
[00:02:08.515 --> 00:02:13.999]  The top Senator Republicans with the Democrats are very close to a deal.
[00:02:14.599 --> 00:02:20.623]  On default, White House, GOP discuss potential debt limit pact with 48 hours left to go.
[00:02:20.944 --> 00:02:26.727]  But don't worry, the private rating agencies, S&P, Moody's and others are saying it doesn't matter.
[00:02:26.907 --> 00:02:28.849]  Either debt plan will make you lose
[00:02:29.629 --> 00:02:40.297]  Your AAA rating and that's out of the Hill newspaper there in DC with the inside scoop from Capitol Hill and I want to talk about what a loss of AAA rating is going to mean.
[00:02:40.978 --> 00:02:57.470]  Because it's a foregone conclusion that the debt has been defaulted on the minute we signed on to that 1.5 quadrillion in derivatives and so we'll discuss either way no matter what happens where this country is headed until we get out of the private Federal Reserve's control.
[00:02:59.261 --> 00:03:05.425]  I've got a lot of news also on the economy that we're going to be going over today.
[00:03:07.286 --> 00:03:10.708]  Obviously, we're going to get into the latest on Fast and Furious.
[00:03:11.909 --> 00:03:13.410]  We're going to have a video report.
[00:03:13.910 --> 00:03:18.233]  It's going to be up on InfoWars.com and PrisonPlanet.com by the end of the show today.
[00:03:18.253 --> 00:03:26.699]  I may even premiere that special report that we worked on Friday, Saturday, and Aaron's up here on Sunday completing it right now.
[00:03:28.920 --> 00:03:38.302]  Very powerful report, video report to accompany this text report by Paul Joseph Watson and Aaron Dykes.
[00:03:39.302 --> 00:03:44.663]  Exclusive ATF intimidates gun owners with home visits.
[00:03:46.064 --> 00:03:51.485]  And we're going to be going over this report obviously here on the show today.
[00:03:53.011 --> 00:03:55.193]  And we have another report here from Infowars.com.
[00:03:55.253 --> 00:04:05.121]  Gun grabbers in Congress exploit fast and furious and introduce a flotilla of new victim disarmament, anti-Second Amendment, anti-freedom moves.
[00:04:06.482 --> 00:04:09.825]  So that's just some of what we're going to be going over in that area.
[00:04:10.936 --> 00:04:19.985]  And we are going to continue looking at some other news items dealing with how our young people are being basically implanted into the matrix.
[00:04:20.566 --> 00:04:28.674]  Facebook and Twitter are creating a vain generation of self-obsessed people with childlike need for Facebook.
[00:04:29.375 --> 00:04:31.376]  You know, feedback, uh, type garbage.
[00:04:31.516 --> 00:04:32.717]  Warren's top scientist.
[00:04:33.177 --> 00:04:35.239]  And that goes together with this French news agency.
[00:04:35.739 --> 00:04:38.160]  Xbox addict dies from blood clot.
