[00:00:08.539 --> 00:00:16.465]  Skull and Bones, the Order at Yale, 15 of them selected, out of every junior class.
[00:00:17.766 --> 00:00:18.387]  They paid.
[00:00:18.747 --> 00:00:24.432]  Wall Street financed Hitler, financed Stalin, creating communism, which is what they did.
[00:00:24.632 --> 00:00:28.174]  That's all very bad, and Skull and Bones is all involved in that, with the Order.
[00:00:28.515 --> 00:00:34.880]  They concerned the build-up of the three types of socialism, Bolshevik socialism in Russia,
[00:00:36.681 --> 00:00:37.342]  We're good to go.
[00:00:54.099 --> 00:01:10.107]  It also was involved in changing the American education system from a classical, academic, brain-oriented thinking, destroying that, and imposing an animal training method, which Skull and Bones were deeply involved in, and I think I would just say THE.
[00:01:11.227 --> 00:01:12.827]  Motivation and reward are crucial factors in learning.
[00:01:39.480 --> 00:01:46.606]  A motivated animal will learn any response which occurs and is promptly followed by a reduction in the strength of the drop.
[00:01:58.903 --> 00:02:01.384]  My father and grandfather were members of the order.
[00:02:01.884 --> 00:02:08.507]  Skull and Bones was put together by William Russell in 1830, a secret society at Yale University.
[00:02:09.807 --> 00:02:14.309]  And the connections with Germany are pretty extensive.
[00:02:14.729 --> 00:02:21.652]  You know, the Illuminati, I think there's got to be, I think there's a lot of research out there that I haven't even read that is there.
[00:02:22.233 --> 00:02:24.373]  That does connect with the Illuminati.
[00:02:24.413 --> 00:02:43.017]  And the Illuminati, of course, was Bavarian Marxist society based on destroying the family, destroying the church, which at that time was Catholicism, destroying religion, destroying national entities, boundaries, no more.
[00:02:43.177 --> 00:02:51.358]  I have, you know, the Proofs of Conspiracy by Robeson, an original copy of that, and it says right in there, you know, where
[00:02:52.398 --> 00:02:56.360]  The order, it's interesting the order, right?
[00:02:56.720 --> 00:03:05.064]  The goal was to, just as I said, down with the family, down with the royalty.
[00:03:05.244 --> 00:03:08.606]  At that time governments were royalty and they were religious.
[00:03:08.646 --> 00:03:10.527]  That was Western European, right?
[00:03:12.507 --> 00:03:13.228]  Down with
[00:03:15.365 --> 00:03:19.387]  Nationalism, get rid of countries, drop borders, drop borders!
[00:03:19.427 --> 00:03:21.868]  I mean, and people think that that's new?
[00:03:21.888 --> 00:03:28.091]  The Illuminati Order, this is really, this is skull and bones, see?
[00:03:28.731 --> 00:03:39.036]  The Illuminati Order documents show that Raphael in the Illuminati is identified as the same Professor Karl Casimir Wundt.
[00:03:39.056 --> 00:03:41.357]  This is fascinating.
[00:03:41.738 --> 00:03:55.490]  Kirchenrath Karl Casimir Wundt, the one we're talking about, was professor at Heidelberg University in the history and geography of Baden, this town, and pastor of the church at Weiblingen, a small neighborhood town.
[00:03:56.110 --> 00:04:01.595]  So, Wundt was connected with the Illuminati, his grandfather.
[00:04:02.298 --> 00:04:24.893]  Well, this is the background of Wilhelm Maximilian Wundt, who really trained the American educators in the behavioral psychology, stimulus response training, type of skinner, opera conditioning, bells, whistles, all that stuff, which does not teach, it trains for the workforce.
[00:04:24.953 --> 00:04:32.078]  Now, this was, the Order at Yale was directly connected
[00:04:33.328 --> 00:04:34.229]  With Wilhelm Wundt.
[00:04:34.269 --> 00:04:39.392]  They sent educators over there to study under Wundt.
[00:04:39.572 --> 00:04:41.213]  Stanley Hall was the first one to go.
[00:04:42.214 --> 00:04:43.875]  This is so important, this stuff here.
[00:04:46.357 --> 00:04:48.378]  The Hegelian influence on Hall.
[00:04:50.760 --> 00:04:52.261]  Between 1870 and 1882, a span of 12 months, Hall, an American,
[00:04:56.721 --> 00:04:59.264]  There's a lot of information on him here too, but I won't go into it.
[00:05:00.265 --> 00:05:01.787]  He was connected with Skull and Bones.
[00:05:02.147 --> 00:05:03.168]  Priority going over.
[00:05:03.188 --> 00:05:04.750]  They probably sent him over.
[00:05:05.371 --> 00:05:06.913]  Spent six years in Germany.
[00:05:08.800 --> 00:05:32.579]  And he says, I do not know of any other, this is Hall talking, any other American student of these subjects, philosophy and psychology, who came into even the slight personal contact it was my fortune to enjoy with Hartman and Fechner, they were psychologists over there as well, nor of any psychologist who had the experience of attempting experimental work with Helmholtz.
[00:05:32.740 --> 00:05:36.102]  And I think I was the first American pupil of Wundt.
[00:05:37.003 --> 00:05:38.505]  Now, Wundt is the one we're dealing with.
[00:05:38.725 --> 00:05:41.888]  Wilhelm Wundt from Germany.
[00:05:44.230 --> 00:05:45.732]  He had the first laboratory.
[00:05:45.772 --> 00:05:54.721]  People think that American psychology and all was... The psychologists studied under Pavlov.
[00:05:54.741 --> 00:05:55.962]  That Pavlov was the first?
[00:05:56.062 --> 00:05:56.422]  No!
[00:05:57.003 --> 00:06:00.647]  Pavlov, interestingly enough, studied under Wilhelm Wundt.
