[00:00:07.870 --> 00:00:11.974]  Waging war on corruption.
[00:00:12.274 --> 00:00:17.859]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[00:00:22.239 --> 00:00:23.659]  We're live, ladies and gentlemen.
[00:00:23.739 --> 00:00:25.320]  Thank you for joining us.
[00:00:25.400 --> 00:00:27.440]  It is the 10th day of July, 2011.
[00:00:28.160 --> 00:00:34.162]  We're going to be live here for the next two hours, as we are every Sunday, 4 to 6 p.m.
[00:00:34.202 --> 00:00:34.562]  Central.
[00:00:34.602 --> 00:00:35.962]  Back weekdays, 11 a.m.
[00:00:36.002 --> 00:00:36.462]  to 2 p.m.
[00:00:36.502 --> 00:00:36.902]  Central.
[00:00:37.523 --> 00:00:42.504]  As well, Central because we are right here, coming to you from Central Texas.
[00:00:43.612 --> 00:00:45.033]  The Great Lone Star State.
[00:00:45.053 --> 00:00:56.200]  I want to thank everybody across the United States, North America, all the ships at sea and people listening in the other continents around the world and other sovereign nations battling the globalists for joining us today.
[00:00:57.081 --> 00:01:07.048]  A lot of people, and we have a huge broadcast lined up for you that I'll get to in a minute, a lot of people have marveled that we've started making more PrisonPlanet.tv video specials.
[00:01:07.728 --> 00:01:16.920]  I've started uploading 5, 6, 7, 8, 9, 10 special video reports a day to the YouTube channel and soon that'll be going to PrisonPlanet.tv.
[00:01:16.960 --> 00:01:18.361]  I'll be putting the reports there first.
[00:01:19.242 --> 00:01:20.724]  People are marveling that we're only...
[00:01:21.784 --> 00:01:23.144]  Increasing our output.
[00:01:23.885 --> 00:01:29.286]  Well, that's because the globalists are coming in like a flood against free humanity.
[00:01:29.886 --> 00:01:33.147]  And I realize that we are, like it or not, the tip of the spear.
[00:01:33.868 --> 00:01:36.768]  I never intended to have this big of an effect.
[00:01:37.449 --> 00:01:40.049]  I never intended to be reaching this many people.
[00:01:40.149 --> 00:01:41.290]  Certainly, I wanted to.
[00:01:42.590 --> 00:01:49.094]  And we are exponentially reaching tens of millions of people, many of them new, every single week.
[00:01:49.174 --> 00:01:53.317]  It is an incredible, an incredible responsibility.
[00:01:53.377 --> 00:01:58.079]  Most of these people we're reaching have never come in contact with real information.
[00:01:58.500 --> 00:02:07.005]  They've never come in contact with full spectrum analysis where things are broken down historically with facts in a very easy to understand way.
[00:02:07.865 --> 00:02:16.373]  And it is having a huge effect when people are basically shown not my opinion or my views, but what is admitted.
[00:02:16.393 --> 00:02:28.024]  And then suddenly they start making all the other connections for themselves, truly critically thinking history, the present, the future opens up to them and they are off and running.
[00:02:28.405 --> 00:02:31.227]  And that is so incredibly exciting.
[00:02:32.088 --> 00:02:37.615]  You know, they talked about Obama as if he was going to be the second coming of Abraham Lincoln.
[00:02:37.635 --> 00:02:39.197]  And I said, folks, that's very cryptic.
[00:02:39.838 --> 00:02:43.843]  The financial implosion is going to accelerate under Obama.
[00:02:44.223 --> 00:02:48.929]  The states are going to try to use 10th Amendment remedy to not go into global receivership through fraud.
[00:02:49.970 --> 00:03:03.081]  And the president is going to come in and invoke dictator powers, and the federal government is going to use as the precedent, because I've seen some of their lawyers talking about this years ago, civil war martial law rules.
[00:03:04.042 --> 00:03:05.343]  Well, guess what I have today?
[00:03:05.924 --> 00:03:15.392]  From French News Agency, Associated Press, Reuters, Washington Post, National Review,
[00:03:16.687 --> 00:03:17.648]  Guess what I have here?
[00:03:18.469 --> 00:03:25.274]  And this incredible bombshell information is just let out there like you pass gas in church.
[00:03:25.355 --> 00:03:28.237]  It's just quietly allowed.
[00:03:28.998 --> 00:03:30.059]  No fanfare.
[00:03:31.380 --> 00:03:33.742]  You just smell the stench of tyranny around you.
[00:03:35.354 --> 00:03:37.995]  And it's just, oh, no big deal.
[00:03:38.055 --> 00:03:40.255]  Obscure clause may help U.S.
[00:03:40.416 --> 00:03:42.656]  avert deficit and default.
[00:03:43.276 --> 00:03:58.601]  And there's no mention of the fact that 90-plus percent of this debt is derivative that our government has been induced to sign on to, and hence the people have, foreign banking debt that the vast majority of the bailout money went to foreign private families like the Rothschilds, the Queen of England, and others.
[00:03:58.641 --> 00:03:59.701]  That's now been made public.
