[00:00:22.537 --> 00:00:26.382]  Hey Rocky, look it's the viewers out there.
[00:00:27.022 --> 00:00:28.344]  Hey folks, Alex Jones here.
[00:00:28.484 --> 00:00:35.232]  I want to wish you a wonderful Thanksgiving with your family here in the United States and wish everybody goodwill across the planet.
[00:00:35.933 --> 00:00:42.260]  This is going to be the intro to InfoWars Nightly News this evening and then we're going to have
[00:00:43.141 --> 00:00:43.421]  I think.
[00:00:59.582 --> 00:01:00.142]  I really like him.
[00:01:00.903 --> 00:01:02.183]  He doesn't like being held up like that.
[00:01:02.223 --> 00:01:04.304]  He likes laying prone here.
[00:01:04.744 --> 00:01:09.286]  Rob, you want to give him a video shot here of Rocky?
[00:01:09.326 --> 00:01:11.067]  Now this is where Rocky really likes to be.
[00:01:11.087 --> 00:01:14.688]  He's absolutely happy and lavishing himself.
[00:01:15.429 --> 00:01:18.710]  No seriously, it's little sweet creatures that are important in this world.
[00:01:19.250 --> 00:01:21.191]  Especially not just our dogs, but our children.
[00:01:21.806 --> 00:01:34.030]  And it's their future that we're fighting for and it's up to us that are aware of what's happening in the world and those of us that are men to stand up for human society against tyranny.
[00:01:34.390 --> 00:01:37.471]  It's up to us to protect little ones like Rocky.
[00:01:37.911 --> 00:01:42.953]  And so without further ado, I will now hand Rocky to Rob Jacobson.
[00:01:42.973 --> 00:01:47.574]  I can tell it's a very spoiled animal, likes me by the way, as I feed it treats here at the office.
[00:01:48.744 --> 00:01:52.306]  That dog, like, you'll see a little shadow dart by here at the office, and it's Rocky.
[00:01:52.326 --> 00:01:55.247]  All right, so it's InfoWars Nightly News.
[00:01:55.447 --> 00:02:00.509]  It is November 24th, 2011, and here is the Charlotte Dissertment Interview.
[00:02:00.869 --> 00:02:02.069]  This is the first hour of it.
[00:02:02.089 --> 00:02:05.691]  Aaron's got a few other hours, I think seven hours total.
[00:02:06.551 --> 00:02:10.933]  He edited eight hours down to one hour, and there's going to be another part two, part three coming out.
[00:02:11.773 --> 00:02:14.734]  But this is really the ruling class here in America.
[00:02:14.795 --> 00:02:15.955]  They're very cold-blooded people.
[00:02:16.544 --> 00:02:26.552]  They've scientifically studied how humans operate, and it's a group of psychopaths that developed modern psychology as a way to really end our species as we know it.
[00:02:27.132 --> 00:02:29.694]  This is the ultimate revolution against the species itself.
[00:02:30.334 --> 00:02:31.795]  These people are truly wicked.
[00:02:32.376 --> 00:02:35.578]  So, here is Charlotte Isserby, skull and bones, blown wide open.
[00:02:35.899 --> 00:02:36.859]  Have a great Thanksgiving.
[00:02:37.180 --> 00:02:38.961]  Thanks for joining us on Thanksgiving evening.
[00:02:50.945 --> 00:02:56.488]  Skull and Bones, the Order at Yale, 15 of them selected.
[00:02:56.508 --> 00:02:58.849]  How did I ever join your class?
[00:03:00.170 --> 00:03:00.770]  They paid.
[00:03:01.150 --> 00:03:06.813]  Wall Street financed Hitler, financed Stalin, creating communism, which is what they did.
[00:03:07.013 --> 00:03:10.575]  That's all very bad, and Skull and Bones is all involved in that, with the Order.
[00:03:10.915 --> 00:03:17.278]  They concerned the build-up of the three types of socialism, Bolshevik socialism in Russia,
[00:03:19.079 --> 00:03:24.361]  What we might call Welfare Socialism in the United States and Hitlerian or National Socialism.
[00:03:24.961 --> 00:03:35.684]  And each book examines the financing and the contributions made by Wall Street by international bankers to the development of that specific form of Socialism.
[00:03:36.488 --> 00:03:52.636]  It also was involved in changing the American education system from a classical academic, brain-oriented thinking, destroying that, and imposing an animal training method, which Skull and Bones were deeply involved in, and I think I would just say, THE method.
[00:03:53.616 --> 00:03:55.236]  Motivation and reward are crucial factors in learning.
[00:04:21.869 --> 00:04:29.070]  A motivated animal will learn any response which occurs and is promptly followed by a reduction in the strength of the draw.
[00:04:41.292 --> 00:04:43.793]  My father and grandfather were members of the order.
[00:04:44.273 --> 00:04:47.893]  Skull and Bones was put together by William Russell in 1830.
[00:04:48.253 --> 00:04:50.854]  A secret society at Yale University.
[00:04:52.208 --> 00:04:56.713]  And the connections with Germany are pretty extensive.
