[00:00:00.240 --> 00:00:07.345]  We've got it.
[00:00:07.345 --> 00:00:11.728]  Waging war on corruption.
[00:00:11.728 --> 00:00:17.311]  It's Alex Jones coming to you live from the front lines of the Infowar.
[00:00:20.043 --> 00:00:24.365]  Alright folks, we are live.
[00:00:24.365 --> 00:00:29.488]  Thank you so much for joining us on this Sunday edition.
[00:00:29.488 --> 00:00:32.829]  It is the 9th day of October 2011.
[00:00:35.533 --> 00:00:54.854]  And I am energized, despite the fact I'm physically tired, up Friday in Dallas for an in-the-Fed protest, actually going after the true problem in this country, the money laundering globalist insiders that control the issuance of currency and credit, and they're setting up this undemocratic world government.
[00:00:55.615 --> 00:00:58.697]  Amazing turnout up there, I'd say 400 people.
[00:00:58.697 --> 00:01:03.201]  About 300 or more showed up in the Fed in Houston.
[00:01:03.201 --> 00:01:11.247]  And even though it was in the rain, probably about 120 down in San Antonio today, even though it was raining cats and dogs down there.
[00:01:11.247 --> 00:01:16.491]  I guess symbolic God trying to wash away the filth of the private Federal Reserve and it was
[00:01:17.071 --> 00:01:26.075]  It was interesting that the police came out about an hour and a half into it and said, the Federal Reserve has called and complained and asked that you get off their private property.
[00:01:26.075 --> 00:01:27.655]  And I said, officers, please say that on tape.
[00:01:27.655 --> 00:01:28.316]  This is federal.
[00:01:28.316 --> 00:01:35.919]  I said, they said, no, it's, uh, it's, uh, you know, the police say on tape, this Federal Reserve, uh, is not federal.
[00:01:35.919 --> 00:01:36.899]  And they said, no, it's not.
[00:01:36.899 --> 00:01:38.240]  It's a private.
[00:01:38.240 --> 00:01:40.021]  And they're asking to get off their private property.
[00:01:40.021 --> 00:01:43.162]  We said, of course, you know, we want to, uh,
[00:01:44.426 --> 00:01:52.530]  Let the Mafia have this organization that looks like a government building and has all these fake federal seals on it and calls itself the Federal Reserve.
[00:01:52.530 --> 00:01:54.911]  And we'll get off their property and go to the sidewalk.
[00:01:54.911 --> 00:01:58.173]  And the police were smiling and laughing with us.
