[00:00:06.533 --> 00:00:08.594]  Waging war on corruption.
[00:00:10.915 --> 00:00:16.098]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[00:00:16.138 --> 00:00:16.599]  We're live!
[00:00:17.219 --> 00:00:20.421]  It is Sunday, the 19th day of June, 2011.
[00:00:20.581 --> 00:00:23.422]  The quickening is definitely here.
[00:00:33.999 --> 00:00:37.741]  And we have an extremely important broadcast lined up for you today.
[00:00:39.082 --> 00:00:50.208]  Undoubtedly, during the first hour, we won't have any time to take calls, but I do look forward to taking your calls in the second hour.
[00:00:51.529 --> 00:00:52.449]  We knew this was coming.
[00:00:52.489 --> 00:01:00.754]  We now have the EU and UN sanctions on the way to begin the pretext of the invasion.
[00:01:02.933 --> 00:01:05.195]  of Syria now, not just Libya.
[00:01:05.755 --> 00:01:10.078]  And we have the confirmed reports from inside Fort Hood and other major bases that U.S.
[00:01:10.098 --> 00:01:16.462]  military is going to be sending in heavy armor in late September, early October.
[00:01:17.583 --> 00:01:19.625]  And I've likened this to World War III.
[00:01:21.345 --> 00:01:31.069]  Now, after I released that video Friday, the special report I did, I realized I needed to shoot another video explaining to people, the general public, what World War III means.
[00:01:32.029 --> 00:01:39.572]  Because we have a pop culture idea of, if we go to war with the Russians, that's World War III and the end of the world.
[00:01:39.632 --> 00:01:45.635]  And I don't know what World War III will look like, but I know that World War IV will be fought with sticks and stones.
[00:01:47.295 --> 00:01:50.076]  But I'm not talking about a thermonuclear World War III.
[00:01:50.116 --> 00:01:51.897]  I'm talking about a third world war.
[00:01:52.697 --> 00:01:57.019]  And you can look up different encyclopedia, Britannica, Wikipedia, other definitions.
[00:01:58.559 --> 00:02:08.343]  But when you look them up, it's a multi-region war with more than three countries involved that is prolonged with high numbers of dead.
[00:02:09.907 --> 00:02:31.457]  And if you don't call the last nine years of Afghanistan, Iraq, Pakistan, Yemen, all these other countries, if you don't call that a multi-region war with high numbers of dead people and a lot of different countries involved, if you don't call it World War III, what do you call it?
[00:02:32.284 --> 00:02:40.047]  And it just so happens that I was going from memory, but I wanted to make sure I was right, so I did a lot of research Friday night and Saturday to make sure my video was accurate.
[00:02:40.067 --> 00:02:45.129]  And it turns out it was completely accurate, except for one issue.
[00:02:45.529 --> 00:02:48.470]  The Pentagon calls the Cold War World War III.
[00:02:50.410 --> 00:02:51.210]  Oh yeah, that's official.
[00:02:51.230 --> 00:02:52.050]  We're going to be going over that.
[00:02:53.131 --> 00:02:58.852]  And so I guess you'd call this World War 4, but for a popular understanding, if I said World War 4, folks wouldn't get it.
[00:02:59.112 --> 00:03:07.534]  And I even have George W. Bush, ABC News, and other reports here, saying Bush likens war on terror to World War 3.
[00:03:08.354 --> 00:03:08.874]  That's what it is.
[00:03:08.914 --> 00:03:11.995]  It was a pretext for World War 3, or World War 4.
[00:03:12.095 --> 00:03:13.675]  It's a proxy war.
[00:03:15.779 --> 00:03:21.201]  It's a world war via proxies, as we predicted would happen and would be expanded in the Obama deception.
[00:03:21.221 --> 00:03:30.944]  So we're going to break down exactly what the Globalist, what the Bilderberg Group plans to have come out of this today.
[00:03:31.184 --> 00:03:32.405]  And it's extremely important.
[00:03:32.745 --> 00:03:34.385]  Now, I'm not going to get to that first, though.
[00:03:35.366 --> 00:03:36.366]  Not going to get to that first.
[00:03:37.526 --> 00:03:39.227]  I want to get into
[00:03:40.728 --> 00:03:43.570]  The TSA and the fight against total federalization.
[00:03:43.610 --> 00:03:46.512]  That's really what this TSA situation is really all about.
[00:03:46.532 --> 00:03:48.174]  It's much bigger than just airports.
[00:03:49.334 --> 00:03:55.039]  And the fact that state legislatures in Texas had their genitals groped so hard that they were racked by it.
[00:03:56.360 --> 00:03:58.381]  They were groveling in pain.
[00:03:58.842 --> 00:04:00.903]  They were told, you have now been punished.
[00:04:01.624 --> 00:04:04.446]  And there's many cases confirming, even when they're caught on tape, when the
[00:04:08.291 --> 00:04:10.212]  Federal goons tell you you're being punished.
[00:04:10.652 --> 00:04:12.533]  That's why when I go through, they get uppity.
[00:04:13.093 --> 00:04:15.274]  I start explaining, I know your boss is stage 9-11.
[00:04:15.734 --> 00:04:20.716]  And there's not the pleasure in it, so they don't usually abuse me, because I take the pleasure away.
[00:04:20.736 --> 00:04:23.717]  I'm ready to be abused.
[00:04:23.757 --> 00:04:24.318]  I don't care.
[00:04:24.478 --> 00:04:25.018]  I'm good.
[00:04:25.718 --> 00:04:26.939]  I'm constitutional.
[00:04:27.099 --> 00:04:29.040]  I'm historically informed.
[00:04:29.440 --> 00:04:30.140]  I'm for liberty.
[00:04:30.300 --> 00:04:30.940]  I'm with the spirit of 1776.
[00:04:32.561 --> 00:04:33.621]  And I don't care what you do to me.
[00:04:35.062 --> 00:04:37.203]  I crossed over that river a long time ago.
[00:04:39.923 --> 00:04:43.326]  As far as I'm concerned, you know, the coins have already been given to Charon.
[00:04:44.807 --> 00:04:50.052]  Okay, we're gonna come right back on the other side of this break and get into all these huge developments.
[00:04:50.572 --> 00:04:52.134]  And I have a correction to make as well.
[00:04:52.734 --> 00:04:53.115]  Stay with us.
[00:04:58.700 --> 00:05:04.084]  When you're out on the road, the last place you want to be is on the road.
[00:05:05.364 --> 00:05:10.128]  But if the unfortunate happens, you'll be glad you were wearing diamond gussets.
[00:05:10.508 --> 00:05:17.292]  There's a place down in Tennessee, where they make blue diamond gusset jeans.
[00:05:19.234 --> 00:05:21.515]  They sew pride in every stitch.
[00:05:23.296 --> 00:05:25.258]  Guarantee you'll love the way they fit.
[00:05:27.731 --> 00:05:39.254]  We turn jeans inside out.
[00:05:39.534 --> 00:05:41.034]  Diamond Gusset Jeans.
[00:05:41.314 --> 00:05:43.875]  Made in the USA with unparalleled quality.
[00:05:44.195 --> 00:05:50.436]  Our Defender Motorcycle Jeans combine Gusset comfort with Kevlar protection, so you can ride all day with confidence.
[00:05:50.816 --> 00:05:53.037]  Order yours at gusset.com.
[00:05:53.517 --> 00:05:54.937]  Diamond Gusset Jeans.
[00:05:55.097 --> 00:05:55.538]  Got it.
[00:05:55.878 --> 00:05:56.758]  Others don't.
[00:05:59.096 --> 00:06:04.150]  The Genesis Communications Radio Network proudly presents The Alex Jones Show.
[00:06:04.512 --> 00:06:06.818]  Because there's a war on for your mind.
[00:06:15.151 --> 00:06:23.656]  Thank you for joining us on this Father's Day live worldwide transmission against tyranny and defense of liberty.
[00:06:24.677 --> 00:06:26.258]  I'm Alex Jones, your host.
[00:06:26.298 --> 00:06:27.919]  We're here every Sunday 4 to 6 p.m.
[00:06:27.979 --> 00:06:29.039]  Central, 5 to 7 p.m.
[00:06:29.119 --> 00:06:30.100]  Eastern, 2 to 4 p.m.
[00:06:30.120 --> 00:06:32.481]  Pacific, 3 to 5 p.m.
