[00:00:00.422 --> 00:00:01.002]  We've got it.
[00:00:01.002 --> 00:00:07.525]  This transmission is coming to you.
[00:00:07.525 --> 00:00:11.886]  Waging war on corruption.
[00:00:11.886 --> 00:00:21.590]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[00:00:21.590 --> 00:00:23.091]  We are go!
[00:00:23.091 --> 00:00:24.831]  Lift off!
[00:00:24.831 --> 00:00:26.452]  Houston, this is Cape Canaveral.
[00:00:30.504 --> 00:00:33.566]  It is the 20th day of March 2011.
[00:00:33.566 --> 00:00:46.256]  We're going to be live here for the next two hours and I have a lengthy list here of key points that I want to go over today.
[00:00:46.256 --> 00:00:52.161]  Obviously, when we launch the full transmission in the next segment, I'm going to be getting into the latest
[00:00:53.852 --> 00:01:01.055]  unfolding NATO-UN bombardment, including 120-plus cruise missiles fired from U.S.
[00:01:01.055 --> 00:01:07.837]  vessels into Libya, mainly around Tripoli, softening them up for the ground invasion.
[00:01:07.837 --> 00:01:15.740]  They have two giant Marine Corps amphibious aircraft carriers off the coast of Tripoli.
[00:01:15.740 --> 00:01:19.121]  You notice now, an air war means a bombardment.
[00:01:20.140 --> 00:01:27.708]  Or the ground cover, the supposed no-fly zone means bombardment.
[00:01:28.992 --> 00:01:43.982]  And Muammar Gaddafi, who's been big buddies with Obama, big buddies with Tony Blair, big buddies with the current Prime Minister of England, hanging out with Herman Van Rompuy of the EU.
[00:01:43.982 --> 00:01:50.726]  The weapons systems have been sold to him by England and by the United States and France.
[00:01:50.726 --> 00:01:55.729]  Their CIA, MI6, SAS-backed forces have been defeated
[00:01:56.838 --> 00:02:01.762]  Across Libya, the final big city to take was Benghazi of 700,000.
[00:02:01.762 --> 00:02:09.008]  And as soon as that happened, you really see the evidence that this was a globalist-backed destabilization program.
[00:02:09.008 --> 00:02:17.035]  They began openly flooding weapons in via Saudi Arabia into Egypt on the eastern side of Libya.
[00:02:18.817 --> 00:02:19.658]  This is incredible.
[00:02:19.658 --> 00:02:24.061]  This is amazing hypocrisy, and we're gonna be breaking it all down.
[00:02:24.061 --> 00:02:30.066]  Also, the latest on the radiation cloud that began reaching the United States two days ago on Friday.
[00:02:30.066 --> 00:02:32.288]  Since then, almost no news in the U.S.
[00:02:32.288 --> 00:02:34.190]  about radiation detectors.
