[00:00:04.892 --> 00:00:06.193]  Big Brother.
[00:00:06.193 --> 00:00:07.975]  Mainstream media.
[00:00:07.975 --> 00:00:09.736]  Government cover-ups.
[00:00:09.736 --> 00:00:11.317]  You want answers?
[00:00:11.317 --> 00:00:12.858]  Well, so does he.
[00:00:12.858 --> 00:00:17.061]  He's Alex Jones on the GCN Radio Network.
[00:00:17.061 --> 00:00:21.164]  And now, live from Austin, Texas, Alex Jones.
[00:00:31.744 --> 00:00:40.827]  It is Wednesday, the 31st day of August 2011, and we are going to be here live for the next three hours.
[00:00:40.827 --> 00:00:50.851]  Lieutenant Colonel Anthony Schaefer will be joining us to give us his breakdown on what he thinks is happening in Libya and Syria coming up in about 30 minutes from now.
[00:00:51.491 --> 00:00:58.516]  And then the one, the only, Congressman Ron Paul will be joining us coming up at the bottom of the next hour.
[00:00:58.516 --> 00:01:06.321]  That could be fluid with all the things going on in Congress, but he's scheduled coming up in T-minus one and a half hours from now.
[00:01:07.964 --> 00:01:17.714]  We're also going to be opening the phones up during the entire third hour of the broadcast today and off and on in the first two hours.
[00:01:17.714 --> 00:01:22.798]  Obviously, we have a huge amount of news and information to cover here.
[00:01:22.798 --> 00:01:28.304]  I think the most important thing I'm going to probably get into today, well, really two big issues.
[00:01:32.671 --> 00:01:34.892]  Well, maybe three issues.
[00:01:34.892 --> 00:01:36.612]  I was sitting here before I went live.
[00:01:36.612 --> 00:01:38.273]  I've been up since 5 a.m.
[00:01:38.273 --> 00:01:45.775]  getting ready for this radio show today, trying to grasp what's unfolding.
[00:01:45.775 --> 00:01:51.257]  The Congressional Black Caucus has come out and said Tea Partiers are racist that want to lynch black people.
[00:01:51.257 --> 00:01:52.177]  That's an actual quote.
[00:01:53.504 --> 00:02:01.046]  Invoking racial division and race war and branding the Tea Party and the ideas of the Tea Party as racist.
[00:02:01.046 --> 00:02:03.047]  So, absolute poison pill.
[00:02:03.047 --> 00:02:10.209]  It's like Al Gore saying, if you don't support paying carbon taxes to him, you're a racist.
[00:02:10.209 --> 00:02:15.031]  That it's akin to supporting racism to not support paying carbon taxes.
[00:02:16.494 --> 00:02:18.855]  Al Gore, Barack Obama, Lord Rothschild, and others.
[00:02:18.855 --> 00:02:21.916]  So it's more divide and conquer.
[00:02:21.916 --> 00:02:25.677]  See, that's one reason we can't have more immigrants come to this country.
[00:02:25.677 --> 00:02:27.457]  I mean, they're here, they're coming.
[00:02:27.457 --> 00:02:33.038]  The most open country in the world is because when they get here, they're not taught about the American dream.
[00:02:33.038 --> 00:02:41.101]  They're taught about division and balkanization by the government and the dinosaur corporate whore media so that they can then play us off against each other.
[00:02:41.101 --> 00:02:42.021]  That's the issue.
[00:02:43.393 --> 00:02:47.475]  That's the problem all over the country in Arizona, Texas, California.
[00:02:47.475 --> 00:02:55.478]  School children, in most cases who are Hispanic, cannot wear, in one case in San Francisco, an old Navy shirt that has an American flag on it.
[00:02:55.478 --> 00:03:01.181]  Old glory absolutely is seen by the illegal aliens as an enemy.
[00:03:01.181 --> 00:03:04.442]  And I've asked Hispanics to call in on the show and I've said, is this not true?
[00:03:04.442 --> 00:03:09.484]  They've called in and said, no, there's a large portion of people from Mexico that don't even want to see the American flag.
[00:03:09.484 --> 00:03:10.865]  But I'm supposed to go, oh, great.
[00:03:11.645 --> 00:03:21.494]  Let's just adopt all the policies of Mexico and that narco-terrorist state, and let's bring in more people who see the American flag and go into convulsions.
[00:03:21.494 --> 00:03:28.360]  Now, again, that's not most Hispanic Americans, incredibly smart, hard-working, patriotic people.
[00:03:28.360 --> 00:03:32.884]  But that's the real world of what's taught in Mexican schools, what's taught in U.S.
[00:03:32.884 --> 00:03:35.266]  universities, what I was taught at Anderson High School.
[00:03:36.741 --> 00:03:43.443]  By my art class and my history class teacher, who by the way were as white as the driven snow.
[00:03:43.443 --> 00:03:46.464]  This is all part of this culture of everybody fighting with each other.
[00:03:46.464 --> 00:03:54.867]  So Tea Party says let's cut taxes, cut government, let's restore the Constitution, Bill of Rights, the real Tea Party under Ron Paul.
[00:03:54.867 --> 00:03:58.868]  And I've watched them for almost four years on MSNBC say it's racist.
[00:03:59.528 --> 00:04:00.990]  And then you don't like government-run health care.
[00:04:00.990 --> 00:04:02.112]  You're racist.
[00:04:02.112 --> 00:04:06.197]  And they just invoke this stuff because, ladies and gentlemen, it works.
[00:04:06.197 --> 00:04:10.883]  To people that are kind of halfway listening, oh man, that guy was talking about getting rid of the Federal Reserve.
[00:04:10.883 --> 00:04:13.126]  That's code for wanting to lynch black people.
[00:04:14.375 --> 00:04:23.382]  It doesn't make any sense when you're conscious and paying attention, but when you're just kind of halfway listening, this is what the social engineers are counting on.
[00:04:23.382 --> 00:04:25.204]  We have that news.
[00:04:25.204 --> 00:04:27.926]  Also, top NASA climate scientist arrested at the White House.
[00:04:27.926 --> 00:04:31.148]  He's the same guy that endorses a book calling for a post-industrial...
[00:04:32.364 --> 00:04:35.625]  United States, the head of the Goddard Space Center.
[00:04:35.625 --> 00:04:42.407]  The big news, you want to actually save children and women and talk about Hispanics.
[00:04:42.407 --> 00:04:47.248]  There's a major eugenics operation that's being launched against Mexicans.
[00:04:47.248 --> 00:04:49.888]  I'm going to tell you about that when we come back.
[00:04:49.888 --> 00:04:54.710]  If you actually want to save people, period, you better listen.
[00:04:54.710 --> 00:04:56.350]  When we come back, stay with us.
[00:05:00.114 --> 00:05:04.659]  This is Alex Jones with five good reasons you should consider buying a solar power generator.
[00:05:04.659 --> 00:05:05.580]  Number one.
