[00:00:04.967 --> 00:00:05.607]  Big Brother.
[00:00:06.267 --> 00:00:07.307]  Mainstream media.
[00:00:08.047 --> 00:00:09.188]  Government cover-ups.
[00:00:09.808 --> 00:00:10.648]  You want answers?
[00:00:11.388 --> 00:00:12.348]  Well, so does he.
[00:00:12.929 --> 00:00:16.570]  He's Alex Jones on the GCN Radio Network.
[00:00:17.130 --> 00:00:21.231]  And now, live from Austin, Texas, Alex Jones.
[00:00:24.754 --> 00:00:25.895]  We're good to go.
[00:00:25.915 --> 00:00:26.376]  I think?
[00:00:41.056 --> 00:00:50.702]  Military source who's given us a lot of really good information over the years that integrates him with other information we're getting from other sources will be popping in for about 10-15 minutes.
[00:00:51.343 --> 00:00:56.125]  At the bottom of the hour, Colonel Six, he's been a caller to the show and made a lot of predictions here that have come true.
[00:00:56.145 --> 00:01:03.110]  He's going to be popping in with the latest on the supposed group of SEAL Team Six people being killed a few days ago.
[00:01:04.180 --> 00:01:06.701]  And all of the suspicious circumstances surrounding that.
[00:01:06.761 --> 00:01:10.822]  Another reported helicopter crash today over in Afghanistan.
[00:01:11.743 --> 00:01:18.985]  Webster Griffin Tarpley will be joining us to break down the S&P downgrade of the U.S.
[00:01:19.025 --> 00:01:27.969]  Treasuries and the credit rating of the United States that's now triggering downgrades, of course, at the state level and local level, as we told you it would.
[00:01:28.029 --> 00:01:29.069]  We've been positioned...
[00:01:30.109 --> 00:01:32.869]  For decades into total bankruptcy.
[00:01:32.889 --> 00:01:38.590]  The Federal Reserve first used us as a base of operations to give them military and political muscle globally.
[00:01:39.011 --> 00:01:41.871]  Now they're killing the golden goose because they're done with us.
[00:01:42.791 --> 00:01:47.492]  It's a scorched earth policy, bringing us deeper into financial tyranny.
[00:01:47.512 --> 00:01:59.234]  And then we have Nomi Prince, who, of course, herself was a high-level banker in her own right.
[00:02:00.720 --> 00:02:06.621]  And she's going to be joining us to go over the latest developments in the economy.
