[00:00:43.157 --> 00:00:44.478]  We're good.
[00:01:09.292 --> 00:01:37.138]  I'm invincible You might say despicable Punishment's reciprocal But look at me, number one I'm unbeatable My mind is untreatable
[00:01:56.919 --> 00:02:16.265]  Watch the authorities come undone We'll definitely stand up back at one Flirting death just for fun Public enemy number one Born a fugitive father-son Another heist of a bank is done And the trouble is done
[00:02:25.487 --> 00:02:30.795]  There's no time to stay With the enemies I've made
[00:02:36.027 --> 00:02:40.128]  All right, folks, that is the new hit single, Public Enemy No.
[00:02:40.128 --> 00:02:40.549]  1.
[00:02:40.549 --> 00:02:42.969]  The new album is 13.
[00:02:42.969 --> 00:02:46.150]  Of course, it's Megadeth, Dave Mustaine.
[00:02:46.150 --> 00:02:53.552]  And when we come back in the next segment, we're going to play part of We The People that is extremely powerful with its message of liberty and freedom.
[00:02:53.552 --> 00:02:54.592]  Dave Mustaine joins us.
[00:02:54.592 --> 00:02:57.673]  We're about to go to break, but let's go ahead and bring Dave up right now.
[00:02:57.673 --> 00:02:59.133]  Dave, thank you for joining us.
[00:02:59.133 --> 00:03:00.234]  You're welcome.
[00:03:00.234 --> 00:03:01.854]  Well, there's all your listeners.
[00:03:03.846 --> 00:03:04.266]  Absolutely.
[00:03:04.266 --> 00:03:05.387]  Good morning to all of them.
[00:03:05.387 --> 00:03:07.827]  I'm sorry I woke you up yesterday when I called you.
[00:03:07.827 --> 00:03:08.848]  Oh, that's alright.
[00:03:08.848 --> 00:03:10.148]  Gotta sleep sometimes.
[00:03:10.148 --> 00:03:12.049]  You know, I had missed Jimmy Kimmel live.
[00:03:12.049 --> 00:03:17.811]  I don't think I've ever seen you dress up as a Halloween character, much less Frankenstein.
[00:03:17.811 --> 00:03:18.831]  You know, it's funny.
[00:03:18.831 --> 00:03:30.936]  I was telling the guys over at Kimmel that when I was 18, I was hanging out with the wrong kind of people and actually had gotten arrested that night, dressed up like Eddie from
[00:03:32.040 --> 00:03:33.581]  Iron Maiden.
[00:03:33.581 --> 00:03:38.003]  But fortunately that was, you know, it was just one of those young and dumb things and they let me go.
[00:03:38.003 --> 00:03:41.725]  They just wanted to make sure I wasn't some wacko dressed up like Eddie.
[00:03:41.725 --> 00:03:43.186]  They'd never seen anything like that before.
[00:03:43.186 --> 00:03:47.729]  Yeah, pretty scary, especially when... What's the prop of the hatchet in the album?
[00:03:47.729 --> 00:03:49.089]  Oh, the hatchet part!
[00:03:49.089 --> 00:03:54.633]  Yeah, it was on the album cover of Killers, the very first one when Eddie was... That was the first Iron Maiden record I'd heard.
[00:03:54.633 --> 00:03:57.074]  Yeah, that's a scary album cover.
[00:03:57.074 --> 00:04:00.376]  He's got blood all over him with the hatchet and he's got a leering smile.
[00:04:00.376 --> 00:04:00.596]  Yeah.
[00:04:04.193 --> 00:04:04.773]  Well, wow!
[00:04:04.773 --> 00:04:07.394]  The new album has raced up to the very top of the charts.
[00:04:07.394 --> 00:04:08.175]  Congratulations!
[00:04:08.175 --> 00:04:10.256]  It only came out, what, yesterday?
[00:04:10.256 --> 00:04:12.397]  You know, I'm so excited about everything that's happening.
[00:04:12.397 --> 00:04:14.158]  We've got such a great campaign right now.
[00:04:14.158 --> 00:04:24.484]  The folks at Roadrunner and the folks with my management and all of our representatives with our agency and everything have just really kicked this one out of the park.
[00:04:25.632 --> 00:04:31.323]  Paying attention to what my goals are, what I want to do and what I have left to do on my bucket list.
[00:04:31.323 --> 00:04:38.156]  Who would have thought just a month and a half ago I would be standing on a stage in Yankee Stadium?
