[00:00:05.458 --> 00:00:09.640]  Big Brother, Mainstream Media, Government Cover-Ups.
[00:00:10.281 --> 00:00:11.101]  You want answers?
[00:00:11.882 --> 00:00:12.782]  Well, so does he.
[00:00:13.423 --> 00:00:17.005]  He's Alex Jones on the GCN Radio Network.
[00:00:17.605 --> 00:00:21.708]  And now, live from Austin, Texas, Alex Jones.
[00:00:32.859 --> 00:00:37.983]  Welcome, ladies and gentlemen, to this Wednesday, October 19, 2011 transmission.
[00:00:38.003 --> 00:00:43.367]  I'm Aaron Dyke, sitting in for Alex Jones, but he will join us in the next segment.
[00:00:43.787 --> 00:00:51.292]  Also coming up on the program, Paul Joseph Watson to discuss his article, State Department Agitator Advising Occupy Movement.
[00:00:51.993 --> 00:00:57.117]  Someone who helped lead the Egypt-Arab Spring, which has now spiraled out into dictatorship.
[00:00:57.857 --> 00:01:05.965]  Uh, we will also be speaking with Webster Tarpley, an expert on foreign policy and all the rest of it, as well as Alan Watt.
[00:01:06.285 --> 00:01:08.227]  That's all coming up later in the program.
[00:01:08.728 --> 00:01:12.151]  Lots of economic news, including holy bailout.
[00:01:12.411 --> 00:01:14.614]  Federal Reserve now backstopping 75 trillion
[00:01:16.315 --> 00:01:44.599]  Trillion with a T of Bank of America's derivatives trades they were allowed to put them in a investment arm that is protected by the FDIC Which would force the FDIC to protect those derivative investments should the bank fail also exposing them to the Fed discount window and apparently JP Morgan has also got about 79 trillion with a T of derivatives protected by the FDIC and Federal Reserve and
[00:01:44.839 --> 00:01:46.000]  That is still developing.
[00:01:46.441 --> 00:01:50.204]  US hawks behind Iraq war rally for strikes against Iran.
[00:01:50.244 --> 00:02:02.877]  That's from Global Research reporting on how William Crystal and other neocons who helped bring about the Iraq war in 2003 are pressuring Obama to strike Iran after the phony fake plot.
[00:02:03.417 --> 00:02:04.038]  We're good to go.
[00:02:27.638 --> 00:02:28.579]  They are being pressured out.
[00:02:28.619 --> 00:02:40.103]  According to an email sent to Infowars.com, Brookfield Properties recently posted an ad on New York Craigslist calling for able-bodied men to evict the Occupy Wall Street demonstrators from Zuccotti Park on Friday.
[00:02:40.643 --> 00:02:46.365]  Brookfield Properties is the company that owns Zuccotti Park where the Occupy Wall Street is encamped in Manhattan.
[00:02:46.886 --> 00:02:50.607]  And they'll arrest you even for trying to close down bank accounts as we've seen in videos.
[00:02:51.007 --> 00:02:55.249]  We also have the new Stuxnet worm targeting companies in Europe
[00:02:55.829 --> 00:02:58.511]  The son of Stuxnet says another article.
[00:02:58.571 --> 00:03:00.993]  Researchers warn of impending cyber attack.
[00:03:01.413 --> 00:03:07.837]  The US and Israel admittedly behind the Stuxnet worm that attacked Iran.
[00:03:07.857 --> 00:03:16.664]  And now experts suspect the Dooku worm is from the same source that targeted Iran's nuclear facilities, widely said to have been US and Israel.
[00:03:17.915 --> 00:03:26.321]  We also have the judge who ruled that no food rights exist, that you do not have an inherent right to produce or consume the foods of your choice.
[00:03:26.821 --> 00:03:31.884]  That judge from Wisconsin has now quit and is working for a Monsanto law firm.
[00:03:31.964 --> 00:03:32.525]  Go figure.
[00:03:32.945 --> 00:03:41.611]  That would be former judge Patrick J. Fielder, who now works for actually Brenelson LLP, who defended Monsanto against a patent infringement case.
[00:03:43.012 --> 00:03:57.058]  Also, the New York Times has sued the federal government for refusing to reveal its secret interpretation of the Patriot Act, even though it's public law, supposedly, that we're supposed to be serving under.
[00:03:57.539 --> 00:04:09.004]  The law is said to be classified, and the request to reveal the interpretation being used to kill American citizens overseas and all the rest of it will not be revealed, despite lawsuits.
[00:04:10.024 --> 00:04:14.947]  The family of Alaki's son hits out at the U.S.
[00:04:15.047 --> 00:04:23.193]  in fury over the fate of the son, the teenager killed in Yemen during the drone attack where his father was also killed.
[00:04:26.525 --> 00:04:28.387]  All that and more coming up in just a minute.
[00:04:28.487 --> 00:04:31.250]  Alex Jones on the other side to break down the latest news.
[00:04:31.711 --> 00:04:36.936]  Stay with us, there's plenty more on the program and we'll hit it on the other side of this break.
[00:04:37.376 --> 00:04:41.341]  Stay tuned, InfoWars.com and tonight, the InfoWars Nightly News!
[00:05:01.826 --> 00:05:03.308]  Hi folks, this is Alex Jones.
[00:05:03.528 --> 00:05:08.553]  I'm looking for people that have the wisdom to spot savings, opportunity, and recognize risk.
[00:05:08.833 --> 00:05:10.194]  Saving means to make money.
[00:05:10.375 --> 00:05:19.163]  The Cal Bend Pure Soap Company can save you thousands of dollars and give you good old-fashioned real soaps that are triple concentrated and twice as good as what you're using now.
[00:05:19.884 --> 00:05:26.989]  Soaps made from vegetable and coconut oils that contain no useless dyes, perfumes, deodorants, or antibacterials.
[00:05:27.430 --> 00:05:35.035]  Your risk is the hundreds of hazardous toxic detergents that give you rashes, itching sores, and deteriorating clothing called lint.
[00:05:35.436 --> 00:05:40.359]  If you want something better, if you want something you've never had before, you have to do something you've never done before.
[00:05:40.659 --> 00:05:42.821]  Getting a free catalog is easy by calling 800-340-7091.
[00:05:45.583 --> 00:05:48.506]  Or see Calvin on the web at FiveStarSoap.com.
[00:05:48.807 --> 00:05:51.109]  Take charge of your health now by calling 800-340-7091.
[00:05:51.149 --> 00:05:53.292]  Or see Calvin on the web at FiveStarSoap.com.
[00:06:00.282 --> 00:06:04.525]  This is Alex Jones with 5 good reasons you should consider buying a solar power generator.
[00:06:04.845 --> 00:06:05.446]  Number 1.
[00:06:05.746 --> 00:06:08.908]  New climate legislation could easily double or triple your electric bill.
[00:06:09.169 --> 00:06:09.729]  Number 2.
[00:06:10.029 --> 00:06:14.593]  Our new energy czar wants to control how much power your electric company allows you to have.
[00:06:14.933 --> 00:06:15.373]  It's true.
[00:06:15.673 --> 00:06:20.237]  Total government control of electricity in the name of smart grid technology is coming.
[00:06:20.537 --> 00:06:21.077]  Number 3.
[00:06:21.378 --> 00:06:24.660]  In some areas of the country, the power grid is dangerously overloaded.
[00:06:24.960 --> 00:06:28.663]  And now, new socialist legislation is only compounding the problem.
[00:06:28.843 --> 00:06:29.404]  Number 4.
[00:06:29.644 --> 00:06:32.026]  Dangerous weather is always a threat to local grids.
[00:06:32.407 --> 00:06:35.810]  Every year, thousands of families lose their power from weather-related outages.
[00:06:36.091 --> 00:06:36.311]  Number 5.
