[00:00:05.390 --> 00:00:09.572]  Big Brother, Mainstream Media, Government Cover-Ups.
[00:00:10.232 --> 00:00:11.033]  You want answers?
[00:00:11.813 --> 00:00:12.714]  Well, so does he.
[00:00:13.374 --> 00:00:16.996]  He's Alex Jones on the GCN Radio Network.
[00:00:17.556 --> 00:00:21.618]  And now, live from Austin, Texas, Alex Jones.
[00:00:39.909 --> 00:00:41.890]  Thank you for joining us, my friends.
[00:00:41.991 --> 00:00:46.274]  It is Wednesday, the 18th day of May 2011.
[00:00:46.434 --> 00:00:50.697]  We're going to be live here for at least the next three hours today.
[00:00:50.717 --> 00:00:55.800]  Dr. Chris Busby is going to be joining us in the last 30 minutes of the third hour.
[00:00:56.861 --> 00:01:05.413]  He, of course, months ago here, just a few weeks into the disaster, said this is already bigger than Chernobyl, and they've had at least partial meltdowns.
[00:01:05.453 --> 00:01:12.043]  That's all since been confirmed, and now this disaster is admittedly much worse than
[00:01:13.226 --> 00:01:17.488]  What happened in the mid-1980s, 1986 at Chernobyl.
[00:01:18.429 --> 00:01:28.954]  And it's not even really in the newspapers anymore, and there's no discussion about Japanese children not drinking milk from Japan, or not catching fish from the sea.
[00:01:30.034 --> 00:01:32.536]  Our government isn't testing any of the food coming from Japan.
[00:01:33.556 --> 00:01:41.102]  They're not testing air travelers that are coming over here after they first tested them just a week into it and found they were coming in with radiation all over them.
[00:01:42.243 --> 00:01:43.184]  It's just incredible.
[00:01:43.464 --> 00:01:50.609]  It's this new globalist policy of, well it's like 20 years ago they started having the troops use depleted uranium.
[00:01:51.150 --> 00:02:01.138]  Before that they wouldn't let troops use it because whether it's a .308 round or a round fired from an Abrams tank cannon
[00:02:02.532 --> 00:02:21.724]  It ignites in the barrel and when you open the breech, some of it comes out on you and it also fires out the front of the vehicle and then basically puts a patina of dust on the Bradley fighting vehicle, the Warrior fighting vehicle, the Abrams, the Abrams M1A, the .50 Cal on top of a Humvee.
[00:02:23.340 --> 00:02:26.522]  They're using them at proving grounds at every major military base now.
[00:02:26.542 --> 00:02:27.763]  There's just zero controls.
[00:02:28.184 --> 00:02:33.067]  Before, it was locked up in case of just absolute nuclear war with the Russians.
[00:02:33.087 --> 00:02:39.312]  10 to 1 superiority, heavy armor rolling across into Germany.
[00:02:40.427 --> 00:02:40.787]  I don't know.
[00:02:56.789 --> 00:02:58.510]  That's the same thing now with the radiation.
[00:02:59.251 --> 00:03:10.437]  What was it, a month ago, the EPA just waved a magic wand and put the public comment period up, as if they care what we say, that they were going to raise what they say is the safe levels.
[00:03:10.998 --> 00:03:13.159]  And I really haven't covered Fukushima enough.
[00:03:14.940 --> 00:03:24.726]  It is such a big deal, and it goes to the underlying issue of the philosophy of the culture we're living in.
[00:03:25.746 --> 00:03:28.769]  There's a full breakneck move to build more reactors in the U.S.
[00:03:29.569 --> 00:03:35.254]  There's a full breakneck move to let Tokyo Electric build reactors in Texas.
[00:03:35.294 --> 00:03:36.755]  First they were saying it was going to be canceled.
[00:03:36.775 --> 00:03:37.376]  Now it's not.
[00:03:38.937 --> 00:03:45.542]  There's 36 level 4 bio-weapons labs under BioShield, under Bush, and now Obama's continuing it.
[00:03:46.203 --> 00:03:52.168]  And they go to existing facilities like the University of Texas at Galveston in a hurricane
