[00:00:05.031 --> 00:00:06.332]  Big Brother.
[00:00:06.332 --> 00:00:08.093]  Mainstream media.
[00:00:08.093 --> 00:00:09.854]  Government cover-ups.
[00:00:09.854 --> 00:00:11.434]  You want answers?
[00:00:11.434 --> 00:00:12.975]  Well, so does he.
[00:00:12.975 --> 00:00:17.178]  He's Alex Jones on the GCN Radio Network.
[00:00:17.178 --> 00:00:26.683]  And now, live from Austin, Texas, Alex Jones.
[00:00:26.683 --> 00:00:30.305]  Cobra is now in control of America!
[00:00:31.497 --> 00:00:40.222]  Anyone criticizing the illustrious great federal government will be permanently detained.
[00:00:40.222 --> 00:00:43.604]  Forced inoculations are the order of the day.
[00:00:43.604 --> 00:00:44.765]  Go Cobra!
[00:00:46.906 --> 00:00:48.407]  We are live, ladies and gentlemen.
[00:00:48.407 --> 00:00:57.494]  Thank you so much for joining us on this Friday edition worldwide broadcast.
[00:00:57.494 --> 00:01:04.379]  It's like our government is run by some cartoon or comic book bad guys.
[00:01:04.379 --> 00:01:07.461]  Now, it's one thing for the crooks up in D.C.
[00:01:07.461 --> 00:01:11.864]  to pass a law saying they can secretly arrest citizens and put the army on the streets.
[00:01:12.901 --> 00:01:17.864]  And do all of this, it's another thing to actually implement it.
[00:01:17.864 --> 00:01:28.471]  Now they have implemented a lot of it and that's the problem, but now it's going to really start to wake people up as they see regular army, TSA, you name it, on the streets.
[00:01:28.471 --> 00:01:34.856]  And now when you drive up to Marines with sidearms wanting to do a sobriety checkpoint, you say, isn't this against the law?
[00:01:34.856 --> 00:01:36.217]  They'll be like, get out of the car!
[00:01:37.267 --> 00:01:39.129]  We're doing this for your safety!
[00:01:39.129 --> 00:01:39.609]  No, you're not.
[00:01:39.609 --> 00:01:48.077]  You're doing this as a PSYOP rollout to suppress the population during the controlled collapse of this nation.
[00:01:48.077 --> 00:01:56.004]  The traitors have publicly seized the government, just like a hijacker seizes an aircraft.
[00:01:56.004 --> 00:02:04.111]  And if you can't see that, the military people, the police and others, you're going to be just like the Germans who went along with Hitler's orders.
[00:02:05.845 --> 00:02:14.366]  Or the Soviets, the communists who went along with the orders of Stalin.
[00:02:14.366 --> 00:02:17.047]  And undoubtedly we're a very immoral, demonic country.
[00:02:17.047 --> 00:02:18.007]  No one can deny that.
[00:02:18.007 --> 00:02:23.528]  Fed a steady diet of debauchery and murder and mayhem.
[00:02:23.528 --> 00:02:28.749]  And a lot of people think it's cute and fun and they give people nice little cover stories for what they're doing.
[00:02:28.749 --> 00:02:34.470]  But if you scratch one micron beneath the surface
