[00:00:00.209 --> 00:00:00.749]  We've got it.
[00:00:00.789 --> 00:00:07.231]  This transmission is coming to you.
[00:00:07.311 --> 00:00:09.391]  Waging war on corruption.
[00:00:11.692 --> 00:00:17.294]  It's Alex Jones coming to you live from the front lines of the InfoWar.
[00:00:20.875 --> 00:00:24.095]  Hello, my friends.
[00:00:24.195 --> 00:00:26.516]  It is Sunday, the 17th day of July, 2011.
[00:00:26.616 --> 00:00:32.958]  We're going to be live here on this Sunday transmission, as we are every Sunday, 4 to 6 p.m.
[00:00:33.218 --> 00:00:33.658]  live.
[00:00:33.738 --> 00:00:35.078]  Thank you for joining us.
[00:00:35.118 --> 00:00:37.259]  We, of course, return weekdays 11 a.m.
[00:00:37.319 --> 00:00:38.159]  to 2 p.m.
[00:00:38.219 --> 00:00:39.319]  Central as well.
[00:00:39.339 --> 00:00:40.600]  That's 12 noon to 3 p.m.
[00:00:41.120 --> 00:00:41.460]  Eastern.
[00:00:42.500 --> 00:00:45.221]  I just returned from Los Angeles.
[00:00:46.583 --> 00:00:50.248]  And, uh, it wasn't really a secret why I went out there, but I hadn't really told anybody.
[00:00:50.269 --> 00:00:53.112]  But I was invited to Jesse Ventura's, uh...
[00:00:54.485 --> 00:01:02.209]  Private 60th birthday that also coincides with his good friend Harry Dean Stanton, the legendary actor's 85th birthday.
[00:01:02.229 --> 00:01:05.011]  And it was quite an event.
[00:01:05.031 --> 00:01:19.318]  Got to meet a lot of great people and also get some inside baseball from Jesse Ventura on his federal court case against the TSA that is coming up to decide if he has standing and if the lawsuit can go forward in federal court next Friday.
[00:01:19.378 --> 00:01:22.460]  And he said he would come on our show even though he's not scheduled for media.
[00:01:23.404 --> 00:01:23.745]  I don't think so.
[00:01:33.735 --> 00:01:54.130]  Press conference that nobody is going to want to miss he said I it's gonna be what was the exact word he used he said it was gonna be pretty extreme it was gonna be something that people were gonna be shocked by what he had to say and he pretty much told me what he was gonna say and I said well can I put that on record and he said yeah
[00:01:55.011 --> 00:01:57.894]  But I'm not doing any interviews right now at my 60th birthday party.
[00:01:58.134 --> 00:01:59.376]  Because I was like, well, that's good stuff.
[00:01:59.396 --> 00:02:00.637]  Let me pull the iPhone out and get one.
[00:02:00.657 --> 00:02:01.738]  He's like, no, Alex.
[00:02:02.199 --> 00:02:03.420]  Plus, the music's too loud.
[00:02:03.921 --> 00:02:10.688]  I got to see Ventura sing, Harry Dean Stanton doing jazz, rock and roll, country.
[00:02:13.672 --> 00:02:16.195]  Stuff that sounded like 100-year-old Spanish songs.
[00:02:16.996 --> 00:02:18.157]  That guy's quite the musician.
[00:02:18.197 --> 00:02:26.646]  I know he's played with Bob Dylan on his tour and stuff, but really blown away by getting to go to that and meet all those great people.
[00:02:27.146 --> 00:02:30.650]  It was also wild to pull up at the private party
[00:02:31.891 --> 00:02:36.873]  And to have TMZ out there and they run up and know who I am and are asking me questions, it was pretty ridiculous.
[00:02:37.773 --> 00:02:41.054]  And to meet a lot of famous actors and to know that they were listeners of the show as well.
[00:02:41.594 --> 00:02:50.678]  I tell you, we have got to do, not a good job, we already do a good job, but we've got to do an even better job with the amount of people that are watching and listening to this show.
[00:02:51.478 --> 00:02:53.298]  It just was dumbfounding.
[00:02:53.619 --> 00:02:59.861]  Rob Doo went me to ride shotgun and watch my back and just do some other reports when we went down to RT.
[00:03:01.121 --> 00:03:01.862]  to their L.A.
[00:03:01.982 --> 00:03:04.263]  office and did a 16-minute piece with them.
[00:03:04.283 --> 00:03:07.966]  And we also went out to the Rand Corporation, filed some reports.
[00:03:07.986 --> 00:03:09.787]  We killed multiple birds with one stone.
[00:03:10.547 --> 00:03:12.549]  But Dew himself was pretty blown away by it.
[00:03:13.129 --> 00:03:16.992]  We'd go in restaurants, hot dog places, walk down the street.
[00:03:19.293 --> 00:03:21.474]  All the bouncers at the private club.
[00:03:21.494 --> 00:03:23.396]  It was one of those private clubs that doesn't even have a name.
[00:03:23.416 --> 00:03:26.077]  It's got like one of those doors you duck in.
[00:03:26.097 --> 00:03:28.379]  And they were listeners.
[00:03:31.533 --> 00:03:44.604]  It's just, those are radar pings, or sonar pings, that just everywhere I go now, it gets more and more and more people coming up, and that signifies the fact that we are reaching huge amounts of people.
[00:03:44.644 --> 00:03:49.168]  I met quite a few famous actors, and I'd say, hey, I admire your work, and I'm gonna admire your work, Alex, like the show.
[00:03:49.188 --> 00:03:50.930]  Now let's talk about the government.
[00:03:51.610 --> 00:03:55.092]  And also I ran into Sean Stone has been a guest, Oliver Stone's son.
[00:03:55.592 --> 00:03:58.894]  He's going to be part of the third season of Conspiracy Theory.
[00:03:58.934 --> 00:04:02.937]  It is coming back for a third season.
[00:04:02.957 --> 00:04:06.079]  I'm going to be changing it up a bit because Jesse won't fly.
[00:04:06.579 --> 00:04:11.522]  He'll basically sit at a command-based war room judging what he thinks is real and what isn't.
[00:04:11.542 --> 00:04:12.423]  And Sean Stone and
[00:04:13.563 --> 00:04:17.747]  Tyrell Ventura will travel around as the reporters and they want me to be involved as well.
[00:04:18.327 --> 00:04:22.871]  But I tell you, Oliver Stone's son is a big guy.
[00:04:22.891 --> 00:04:30.036]  I mean, you meet him in person, he's a big guy and has a lot of presence.
[00:04:30.096 --> 00:04:32.578]  So it'll be interesting seeing him with a television show.
[00:04:32.598 --> 00:04:33.559]  I know he's made a lot of films.
[00:04:34.160 --> 00:04:36.021]  All right, that's enough of the pleasantries.
[00:04:36.081 --> 00:04:38.323]  I'll tell you more of what Ventura said coming up.
[00:04:38.343 --> 00:04:40.365]  We got all the huge world news.
[00:04:40.845 --> 00:04:44.487]  We got the head of News Corp holdings in England arrested.
[00:04:44.868 --> 00:04:49.051]  The police chief of London stepping down over the News Corp hacking.
[00:04:49.491 --> 00:04:50.952]  A bunch of other news.
[00:04:51.692 --> 00:04:53.373]  Geopolitically, the economy.
[00:04:53.934 --> 00:04:55.955]  Whistleblowers being arrested and sentenced.
[00:04:56.596 --> 00:04:58.357]  The front yard gardener in more trouble.
[00:04:59.485 --> 00:05:00.986]  Hello, this is Steve Schenk.
[00:05:01.146 --> 00:05:02.668]  What does freedom mean to you?
[00:05:02.988 --> 00:05:07.172]  eFoodsDirect is celebrating freedom with the Freedom Food Giveaway.
[00:05:07.332 --> 00:05:11.195]  Each week in July, they are giving away a one-year food supply.
[00:05:11.395 --> 00:05:17.601]  Just go to eFoodsDirect.com slash Alex and register to win a one-year food supply
[00:05:18.021 --> 00:05:19.663]  With a 25-year shelf life.
[00:05:19.923 --> 00:05:25.127]  At efoodsdirect.com slash Alex, look for the new Patriot Pack.
[00:05:25.708 --> 00:05:30.933]  A $149 12-day supply of food, plus accessories, that is free with a purchase of $235 or more.
[00:05:30.953 --> 00:05:34.636]  Call 800-409-5633, or on the web, efoodsdirect.com slash Alex, and register to win a free 1-year supply of food.
[00:05:34.676 --> 00:05:37.178]  Then listen to Alex Jones to announce the weekly winners.
[00:05:45.505 --> 00:05:51.929]  Also, the first 50 to register each day win a $50 subscription to the Voice of Reason e-newsletter.
[00:05:52.129 --> 00:05:57.792]  Go to efoodsdirect.com slash alex or call 800-409-5633.
[00:05:57.852 --> 00:06:04.995]  The Genesis Communications Radio Network proudly presents the Alex Jones Show.
[00:06:05.336 --> 00:06:07.637]  Because there's a war on for your mind.
[00:06:12.927 --> 00:06:15.410]  All right, my friends, we are live.
[00:06:15.430 --> 00:06:22.797]  It is the 17th day of July, 2011, on this live Sunday broadcast.
[00:06:22.817 --> 00:06:26.962]  We're going to be here for the next two hours, as we are every Sunday, 4 to 6 p.m.
[00:06:27.002 --> 00:06:28.663]  Central, back weekdays.
[00:06:28.723 --> 00:06:30.805]  I'm only here six days a week, 11 a.m.
[00:06:30.825 --> 00:06:31.346]  to 2 p.m.
[00:06:31.386 --> 00:06:32.627]  Central Standard Time.
