[00:00:00.269 --> 00:00:00.830]  We've got it.
[00:00:00.830 --> 00:00:07.376]  This transmission is coming to you.
[00:00:07.376 --> 00:00:11.760]  Waging war on corruption.
[00:00:11.760 --> 00:00:17.345]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[00:00:20.660 --> 00:00:23.622]  We are live, my friends.
[00:00:23.622 --> 00:00:26.803]  Thank you so much for joining us.
[00:00:26.803 --> 00:00:31.745]  It is Sunday, the 24th day of July, 2011.
[00:00:43.985 --> 00:00:56.409]  I am going to attempt to be calm today and look over every facet and angle of the incredibly devastating attack in Oslo, Norway.
[00:00:56.409 --> 00:00:58.850]  I'm not talking about the seven dead.
[00:00:58.850 --> 00:01:11.294]  Of course, that's bad enough with the car bomb, but the 93 dead and scores of others injured in this nightmarish attack reportedly carried out by Anders Breivik.
[00:01:14.287 --> 00:01:19.096]  I am hoping and praying right now that as bad as this is, that this is a lone nut.
[00:01:22.446 --> 00:01:34.031]  Unfortunately, all the evidence points towards it being a provocateur event in the mold of countless other confirmed provocateur events that we've seen.
[00:01:34.031 --> 00:01:50.198]  A doctor of history, also an economist, Webster Tarpley, has published an article that's just gone up at InfoWars.com, where he concurs in his own analysis with our research that this is a false flag terror attack.
[00:01:53.148 --> 00:01:58.952]  We also have an eyewitness who was actually blown back by the bomb going off.
[00:01:58.952 --> 00:02:04.275]  He'd have left 20 seconds earlier from work walking down the street towards the car bomb.
[00:02:04.275 --> 00:02:06.977]  He would have been killed or seriously injured by it.
[00:02:06.977 --> 00:02:08.098]  He's going to be joining us.
[00:02:08.098 --> 00:02:13.561]  I'm sure I'm going to butcher this name, but we talked to him some Friday, Robert Jeppestal.
[00:02:14.982 --> 00:02:21.007]  Who lives and works in Oslo and contacted us and we called him back at his Oslo phone number Friday.
[00:02:21.007 --> 00:02:29.534]  And now he'll have a lot more for us on the developments coming up in about 30 minutes from now.
[00:02:29.534 --> 00:02:33.177]  And then Dr. Webster Griffin-Tarpley, of course, will be joining us coming up in the second hour.
[00:02:33.177 --> 00:02:42.985]  We will also intersperse your phone calls later in the hour and into the second hour when I open the phones up specifically on this issue.
[00:02:45.714 --> 00:02:51.099]  Now, how do you sit here and explain to someone how your gut knows that something's an inside job?
[00:02:51.099 --> 00:02:53.561]  I mean, there's data that goes into that.
[00:02:53.561 --> 00:03:01.428]  But it's thousands of pieces of data and research and history and understanding and timing.
[00:03:01.428 --> 00:03:05.512]  How do you tell people about things that most folks are not aware of?
[00:03:06.286 --> 00:03:11.089]  And that most people subconsciously find very frightening, and you should.
[00:03:11.089 --> 00:03:26.938]  If megacorporations running governments are staging terror attacks and framing patsies and creating elaborate backstories or provocateuring psychopaths, as we know they've been caught doing in the past, then we're in a lot of trouble.
[00:03:28.442 --> 00:03:33.726]  We're gonna come back from break and get into the body of this information on this very important Sunday broadcast.
[00:03:33.726 --> 00:03:38.330]  But here's another example of people not being able to deal with reality.
[00:03:38.330 --> 00:03:44.676]  Jaron came in here right before I went live and said, here's a Daily Mail article, it's also in the BBC.
[00:03:44.676 --> 00:03:53.843]  In England, they've created 150, or done 150 different studies crossing humans and animals right out of the island of Dr. Maru.
[00:03:57.625 --> 00:04:15.611]  Now, I remember 15 years ago, this being in scientific publications, I remember 10 years ago it being in the Washington Post, or nine years ago, that in Costa Rica, they actually have brought the human clones to term.
[00:04:15.611 --> 00:04:21.653]  They've got humanses down there, a lot of other things, and it was in the news, buried in that particular article.
[00:04:22.757 --> 00:04:22.957]  I think?
[00:04:40.016 --> 00:04:42.859]  Uh, so does this headline.
[00:04:42.859 --> 00:04:45.642]  150 human-animal hybrids grown in UK labs.
[00:04:45.642 --> 00:04:49.026]  Embryos have been produced secretly for the past three years.
[00:04:49.026 --> 00:04:50.568]  Uh, try at least 15.
[00:04:50.568 --> 00:04:53.551]  See, we're not in Kansas anymore.
[00:04:53.551 --> 00:04:54.712]  It's 2011.
[00:04:54.712 --> 00:04:55.573]  Buck Rogers.
[00:04:55.573 --> 00:04:56.074]  We'll be right back.
[00:04:58.968 --> 00:05:03.531]  This is Alex Jones with 5 good reasons you should consider buying a solar power generator.
[00:05:03.531 --> 00:05:04.432]  Number 1.
[00:05:04.432 --> 00:05:07.855]  New climate legislation could easily double or triple your electric bill.
[00:05:07.855 --> 00:05:08.715]  Number 2.
[00:05:08.715 --> 00:05:13.619]  Our new energy czar wants to control how much power your electric company allows you to have.
[00:05:13.619 --> 00:05:14.359]  It's true.
[00:05:14.359 --> 00:05:19.223]  Total government control of electricity in the name of smart grid technology is coming.
[00:05:19.223 --> 00:05:20.064]  Number 3.
[00:05:20.064 --> 00:05:23.646]  In some areas of the country, the power grid is dangerously overloaded.
[00:05:23.646 --> 00:05:27.349]  And now, new socialist legislation is only compounding the problem.
[00:05:27.549 --> 00:05:28.330]  Number 4.
[00:05:28.330 --> 00:05:31.093]  Dangerous weather is always a threat to local grids.
[00:05:31.093 --> 00:05:34.777]  Every year, thousands of families lose their power from weather-related outages.
[00:05:34.777 --> 00:05:35.577]  Number 5.
[00:05:35.577 --> 00:05:39.722]  A solar power generator provides powerful backup, insurance, and peace of mind.
[00:05:39.722 --> 00:05:44.487]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[00:05:44.767 --> 00:05:48.930]  You can get more information at www.mysolarbackup.com.
[00:05:48.930 --> 00:05:50.732]  That's mysolarbackup.com.
[00:05:50.732 --> 00:05:52.973]  Remember, the government doesn't own the sun.
[00:05:52.973 --> 00:05:55.595]  So go to mysolarbackup.com or call 1-877-327-0365.
[00:05:55.595 --> 00:06:05.343]  The Genesis Communications Radio Network proudly presents The Alex Jones Show.
[00:06:05.343 --> 00:06:07.604]  Because there's a war on for your mind.
[00:06:16.621 --> 00:06:17.042]  Yeah.
[00:06:24.967 --> 00:06:26.708]  We are live, my friends.
[00:06:26.708 --> 00:06:30.229]  Again, thank you so much for joining us.
[00:06:30.229 --> 00:06:33.891]  It is Sunday, the 24th day of July, 2011.
[00:06:33.891 --> 00:06:36.872]  I'm your host, Alex Jones.
[00:06:36.872 --> 00:06:45.695]  We're going to be live here for the next two hours with the abbreviated Sunday special edition special news coverage.
[00:06:45.695 --> 00:06:46.076]  Of course,
[00:06:47.296 --> 00:06:49.537]  I'm also live Monday through Friday, 11 a.m.
[00:06:49.537 --> 00:06:52.239]  until 2 p.m.
[00:06:52.239 --> 00:06:58.963]  weekdays, but we always come in and engage in a special news reportage every Sunday, 4 to 6 p.m.
[00:06:58.963 --> 00:07:02.966]  Central, because other radio hosts rest on their laurels.
[00:07:02.966 --> 00:07:10.751]  I am a complete workaholic, totally and completely obsessed with reality and information and geopolitical developments.
[00:07:11.491 --> 00:07:13.815]  And science and technology.
[00:07:13.815 --> 00:07:17.881]  And so if I was at home, I would be working right now and researching.
[00:07:17.881 --> 00:07:22.088]  So why not just come in on Sundays for two hours as well?
[00:07:22.088 --> 00:07:23.350]  Again, thank you for joining us.
[00:07:24.523 --> 00:07:31.049]  Obviously we're going to be covering the Anders Breivik story.
