[00:00:01.478 --> 00:00:01.700]  Yeah.
[00:00:20.740 --> 00:00:25.362]  It is August 8th, 2011 on this Monday edition.
[00:00:25.862 --> 00:00:37.008]  This is a InfoWars special report and viewers at PrisonPlanet.tv should note that starting Thursday, September 1st and just about two and a half weeks from now we're going to have
[00:00:37.968 --> 00:00:42.030]  A nightly news program for 30 minutes at 7 p.m.
[00:00:42.090 --> 00:00:43.471]  Monday through Friday.
[00:00:43.971 --> 00:00:51.695]  You can follow showtimes and listings for the information at PrisonPlanet.tv and InfoWars.com.
[00:00:52.055 --> 00:00:54.416]  We'll also be doing these special reports.
[00:00:55.216 --> 00:01:04.060]  In some cases, they'll be 10 minutes, an hour, or even two hours like we did a few weeks ago with Mike Adams, the health ranger, and of course
[00:01:05.521 --> 00:01:09.823]  Gerald Cilente just last week, Sheriff Mack and others.
[00:01:10.304 --> 00:01:18.288]  Now getting straight into the news, this was the biggest drop in the Dow since the credit crisis of the fall of 2008 and we saw a 600 point drop
[00:01:24.051 --> 00:01:37.018]  Today on supposed concerns over staring and poor's lowering the debt credit rating of the United States of America from AAA to double a plus.
[00:01:39.839 --> 00:01:50.190]  Also, the major Chinese government ratings agency has now dropped their rating for the second time in the last year and a half.
[00:01:51.011 --> 00:02:01.642]  The truth is this country has been completely bankrupted by design by the big six offshore megabanks and we are being financially conquered through this fraud.
[00:02:02.683 --> 00:02:19.636]  Continuing with looking at what happened with the stock market today, it caused gold on concerns of massive inflation and dollar devaluation to surge to another all-time high.
[00:02:20.077 --> 00:02:22.539]  In fact, it was up over $50 today than its last close to $1,718.30.
[00:02:22.579 --> 00:02:23.560]  It saw highs above $1,720
[00:02:32.026 --> 00:02:44.712]  Earlier in the day, and now, JP Morgan, which is at the very top of the Bankster Cartel food chain, has come out with some sensational news.
[00:02:45.093 --> 00:02:49.015]  They'd already predicted that by the end of 2011, you would see above $1,800 an ounce gold, but now...
[00:02:53.857 --> 00:02:54.357]  J.P.
[00:02:54.417 --> 00:03:05.846]  Morgan's top analysts are reporting that they believe gold could easily top $2,500 an ounce by the end of 2011.
[00:03:06.887 --> 00:03:14.993]  And remember, that's not because gold or silver are really going up in price, or not that oil's even going up in price, or rice for that matter.
[00:03:15.373 --> 00:03:16.334]  It is inflation.
[00:03:17.174 --> 00:03:28.642]  And when they announce that they're going to continue to devalue the dollar, continue rampant spending, and continue bailing out megabanks, that signals to the world that the dollar's days are numbered.
[00:03:28.662 --> 00:03:35.627]  And that's exactly what many of the big central banks want, is to basically expand their world government on U.S.
[00:03:35.667 --> 00:03:38.208]  dollars and then leave the United States holding the bag.
[00:03:38.549 --> 00:03:43.232]  Then the megabanks will then offer the next level of their Ponzi scheme, a new global currency.
[00:03:43.272 --> 00:03:45.654]  And the communist Chinese are calling for that.
[00:03:46.594 --> 00:03:48.056]  Basically lecturing the United States.
[00:03:48.456 --> 00:03:50.559]  Putin is calling the United States parasites.
[00:03:51.039 --> 00:03:54.784]  When the truth is, the multinational megabanks are the parasites.
[00:03:55.124 --> 00:03:56.786]  The same ones feeding on Europe.
[00:03:57.166 --> 00:04:00.810]  The same group that over a decade ago completely looted Russia.
[00:04:01.411 --> 00:04:21.023]  And so Russia is not parasitical, the Europeans are not parasitical, people in Argentina raped by the global banks are not parasitical, the American people are not parasitical, the oligarchs, the financial finance oligarchs that run our society are the real parasites, and that's the rest of the story on that front.
[00:04:21.323 --> 00:04:28.548]  But incredible news, because the kingpins wouldn't be saying this unless they intended for that to actually be the case.
[00:04:29.308 --> 00:04:39.692]  In some of the other financial news dealing with the AAA rating being lost, the Communist Chinese came out and said dollar to be discarded by world.
[00:04:40.272 --> 00:04:53.457]  And again the Chinese are teamed up with George Soros and others trying to set up their new private bank of the world where every man, woman and child will pay carbon taxes directly to the Communist Chinese and George Soros, Al Gore and others for the right to even breathe.
[00:04:53.997 --> 00:04:56.818]  A human exhaling of carbon dioxide is seen as a crime.
[00:04:57.658 --> 00:05:00.920]  Continuing, debt insurers brace for impact of U.S.
[00:05:00.960 --> 00:05:03.341]  downgrade, Reuters, AP and others reported.
[00:05:03.682 --> 00:05:04.822]  And that's the big issue.
[00:05:05.783 --> 00:05:12.967]  Every state in the United States, all 50, all of the thousands of counties, cities and towns are linked directly
[00:05:14.079 --> 00:05:17.740]  Directly to the credit and faith of the United States government.
[00:05:18.120 --> 00:05:24.903]  And so now, because of that downgrade, they're moving to take away the AAA rating of many cities, towns, and states.
[00:05:25.023 --> 00:05:37.027]  And that means that the people and the taxpayers will pay even greater interest rates to the very banking cartel that created the global crisis with the 1.5 quadrillion that they created.
[00:05:37.427 --> 00:05:42.669]  And continuing, Moody's, though, has backed the US's AAA rating as S&P cuts
[00:05:43.249 --> 00:05:47.472]  The credit rating for Fannie Mae, Freddie Mac, and others.
[00:05:47.612 --> 00:05:52.216]  So, not a good sign for the US housing market.
[00:05:52.636 --> 00:06:00.282]  Now, shifting gears into the political fallout from this.
[00:06:02.717 --> 00:06:12.635]  If you go to the Drudge Report, you will notice that it has had continual coverage up on the site today, following the
[00:06:13.999 --> 00:06:15.881]  Record plunge in the last three years.
[00:06:16.761 --> 00:06:30.752]  And if you go down to the right-hand corner, the news giant linked to our report, that is a breakdown of a series of polls conducted by the prestigious polling agency Rasmussen.
[00:06:31.432 --> 00:06:31.913]  Pollster.
[00:06:32.013 --> 00:06:34.795]  Americans are pre-revolutionary.
[00:06:35.375 --> 00:06:37.177]  And it goes through the fact that
[00:06:40.376 --> 00:06:40.936]  The U.S.
[00:06:40.976 --> 00:06:49.501]  Congress has the lowest approval rating in its history, and that just 17% of Americans believe that the U.S.
[00:06:49.561 --> 00:07:00.527]  government has the consent of the governed at an all-time low, especially with the new super Congress now controlling the House and Senate, 12 members, with Obama as the 13th.
