[00:00:21.587 --> 00:00:25.028]  Welcome, my friends, to another edition of InfoWars Nightly News.
[00:00:25.688 --> 00:00:32.950]  I'm Alex Jones, and here we are, the day after Christmas, December 26, 2011, on this Monday edition.
[00:00:33.751 --> 00:00:37.852]  Now, because it is a quasi-holiday, we're going to do something a little bit different tonight.
[00:00:38.432 --> 00:00:40.453]  We're going to look back at Ron Paul.
[00:00:40.693 --> 00:00:44.294]  There are literally hundreds of clips on YouTube and Google Video.
[00:00:45.474 --> 00:00:47.795]  of Ron Paul on the Morton Downey Jr.
[00:00:47.855 --> 00:01:06.519]  show, of Ron Paul right here in Austin, Texas, on a local AXS TV show that ran for decades that my friend Tommy Pallotta, who went on to work in Hollywood, actually worked on, where Ron Paul was running for president in 88, talking about government CIA drug dealing, government-sponsored terror, and other
[00:01:07.299 --> 00:01:07.619]  Issues.
[00:01:08.240 --> 00:01:10.862]  And I like some of the clips from Morton Downey Jr.
[00:01:10.882 --> 00:01:18.447]  because you get to see Ron Paul, when he's being attacked, jump up and get angry and show you that he was the same guy then who he is today.
[00:01:18.467 --> 00:01:25.692]  A veteran, a person who supports the Bill of Rights and Constitution, a medical doctor,
[00:01:26.252 --> 00:01:37.356]  Somebody who was known as Dr. No in Congress, who never had co-sponsors, never had support, going back when he was first in Congress for one term in the 80s, called Dr. No, then kicked out of Congress and came back in the mid-90s.
[00:01:38.317 --> 00:01:45.339]  Ron Paul is a testament to telling the truth unwaveringly and having a huge response because of his dedication.
[00:01:46.140 --> 00:01:47.300]  He's 76 years old now.
[00:01:50.296 --> 00:01:53.257]  He's the only person who isn't a total globalist.
[00:01:53.297 --> 00:01:54.638]  In fact, he's not a globalist at all.
[00:01:55.098 --> 00:01:57.279]  You look at Newt Gingrich, you look at Mitt Romney, they're a joke.
[00:01:57.919 --> 00:02:08.804]  So here are some excerpts of an interview here in Austin, and of course on other shows that he appeared on, because he's the same guy he was 20 years ago, 25 years ago, 30 years ago.
[00:02:11.005 --> 00:02:19.967]  And I think it's important to get this video that you're about to see out to everybody so they can really get an idea of who Ron Paul is.
[00:02:20.627 --> 00:02:26.008]  And seeing him when he was a younger man is just amazing, and then to see where he's come today.
[00:02:26.028 --> 00:02:36.410]  And it just makes me think about how, if I have the privilege and bless them to be alive in 25, 30 years, who knows what battles we'll be in together over that period of time.
[00:02:36.450 --> 00:02:37.890]  We may actually defeat these clublists.
[00:02:38.450 --> 00:02:46.614]  If people don't listen to the bought-off Christian churches that tell them it's the end of the world and go ahead and give in to tyranny because that's the way it is, people actually wake up and do the right thing.
[00:02:47.335 --> 00:02:49.256]  We can certainly turn this ship around.
[00:02:49.616 --> 00:02:55.239]  Don't ever forget the parable and the story of Nineveh and their hundred-year periph.
[00:02:56.099 --> 00:03:01.282]  Here is excerpts of Ron Paul from more than 20 years ago.
[00:03:01.922 --> 00:03:05.004]  In fact, some of these clips are more than 25 years old.
[00:03:05.024 --> 00:03:05.264]  Here it is.
[00:03:22.645 --> 00:03:23.787]  Go back to the audience.
[00:03:23.827 --> 00:03:24.948]  Young man, go ahead.
[00:03:24.968 --> 00:03:25.369]  You're up.
[00:03:25.589 --> 00:03:25.929]  Okay.
[00:03:26.550 --> 00:03:31.877]  Your solutions on stopping drug trade is give up.
[00:03:31.957 --> 00:03:33.019]  Give up the war on drugs.
[00:03:33.840 --> 00:03:35.362]  I say zero tolerance.
[00:03:35.502 --> 00:03:37.144]  We use the military for aid.
[00:03:37.184 --> 00:03:38.686]  We stop it from getting into the country.
[00:03:39.107 --> 00:03:40.389]  We cut it off at a source.
[00:03:41.348 --> 00:03:44.130]  Why give up in the last fight?
[00:03:44.170 --> 00:03:58.082]  What we give up on is a tyrannical approach to solving a social and medical problem, and we endorse the idea of volunteerism and self-responsibility, family, friends, and churches to solve problems, rather than saying some monolithic government is going to make you take care of yourself and be a better person.
[00:03:58.142 --> 00:03:59.223]  It's a preposterous notion.
[00:03:59.243 --> 00:03:59.803]  It never worked.
[00:03:59.963 --> 00:04:00.904]  It never will.
[00:04:01.124 --> 00:04:02.986]  The government can't make you a better person.
[00:04:03.006 --> 00:04:04.847]  It can't make you follow good habits.
[00:04:05.107 --> 00:04:06.208]  Why don't they put you on a diet?
[00:04:06.228 --> 00:04:07.189]  You're a little overweight.
