[00:00:00.229 --> 00:00:00.930]  We've got it.
[00:00:00.930 --> 00:00:07.333]  This transmission is coming to you.
[00:00:07.333 --> 00:00:11.716]  Waging war on corruption.
[00:00:11.716 --> 00:00:17.279]  It's Alex Jones, coming to you live from the front lines of the Infowar.
[00:00:18.980 --> 00:00:21.242]  Welcome, thank you so much for joining us.
[00:00:21.242 --> 00:00:22.603]  It's hard to believe.
[00:00:22.603 --> 00:00:23.925]  It really is incredible.
[00:00:42.757 --> 00:01:05.904]  That it seems like it was just a few days ago, at least in my mind, that we saw the tragic attacks of September 11th that killed nearly 3,000 people in New York, most of them Americans, but a large cross-section of the rest of the planet being the center of cosmopolitan America.
[00:01:05.904 --> 00:01:08.925]  I knew the terror attack was coming.
[00:01:08.925 --> 00:01:09.665]  I saw the hype.
[00:01:11.144 --> 00:01:25.434]  I saw the preparation in the media, but I also was sent the law enforcement publications where they were pre-brainwashing the police and military, and I saw them roll out bin Laden as the boogeyman.
[00:01:25.434 --> 00:01:28.596]  I knew his code name in the CIA was Tim Osman.
[00:01:28.596 --> 00:01:31.057]  I knew his family built most of the major U.S.
[00:01:31.057 --> 00:01:35.760]  military bases in the Middle East and the British military bases going back more than 80 years.
[00:01:38.519 --> 00:01:43.923]  And I understood that most of the Muslim terrorist leaders are banker-financed.
[00:01:43.923 --> 00:01:52.088]  That doesn't mean that they don't have jihadis under them who actually hate America and hate the West.
[00:01:52.088 --> 00:01:56.031]  It's a very complex situation.
[00:01:56.031 --> 00:02:03.556]  And if you haven't studied spycraft, if you haven't studied cloak and dagger, if you haven't studied patsies and decoys,
[00:02:06.542 --> 00:02:15.509]  Then to hear someone say that a horrible event like 9-11 is an inside job is very upsetting.
[00:02:15.509 --> 00:02:17.690]  It's very upsetting for me to say it.
[00:02:17.690 --> 00:02:20.172]  I don't enjoy it.
[00:02:20.172 --> 00:02:23.114]  It makes me sick to my stomach.
[00:02:23.114 --> 00:02:25.696]  I have nightmares about it.
[00:02:25.696 --> 00:02:32.261]  But what makes me sicker is knowing that it was an inside job and that I
[00:02:33.581 --> 00:02:38.344]  I'm fully aware of the people that carried out the events and who they are.
[00:02:38.344 --> 00:02:42.466]  And that they're going to carry out more events if I don't expose them.
[00:02:42.466 --> 00:02:47.209]  And so that's why I bite the bullet.
[00:02:47.209 --> 00:02:50.710]  And I made a lot of sacrifices.
[00:02:50.710 --> 00:02:58.435]  To tell the truth, I was in a radio shack today getting a emergency radio because my old one broke.
[00:02:58.435 --> 00:02:59.315]  A weather radio.
[00:02:59.315 --> 00:03:02.197]  And a gentleman walked up to me.
[00:03:03.598 --> 00:03:06.341]  And he said, seemed like a friendly person.
[00:03:06.341 --> 00:03:10.246]  Had a lot of intelligence in his eyes.
[00:03:10.246 --> 00:03:16.815]  And he said, I really appreciate your work, Alex, but why are you still alive?
[00:03:16.815 --> 00:03:19.017]  And I know you're asking that question.
[00:03:19.017 --> 00:03:20.119]  Don't you think I ask it?
[00:03:24.016 --> 00:03:26.818]  And I said, look, they don't want to highlight everything I've said.
[00:03:26.818 --> 00:03:28.019]  They don't want to underline it.
[00:03:28.019 --> 00:03:30.560]  They don't want to add 100 exclamation points to the end of it.
