[00:00:02.907 --> 00:00:04.808]  Waging war on corruption.
[00:00:05.288 --> 00:00:08.170]  Alex Jones on the GCN Radio Network.
[00:00:14.694 --> 00:00:15.354]  Big Brother.
[00:00:16.015 --> 00:00:17.055]  Mainstream media.
[00:00:17.776 --> 00:00:18.997]  Government cover-ups.
[00:00:19.537 --> 00:00:20.357]  You want answers?
[00:00:21.118 --> 00:00:22.058]  Well, so does he.
[00:00:22.659 --> 00:00:26.281]  He's Alex Jones on the GCN Radio Network.
[00:00:26.861 --> 00:00:30.944]  And now, live from Austin, Texas, Alex Jones.
[00:00:35.419 --> 00:00:42.482]  Alright, as usual, we have an incredibly jam-packed transmission lined up for you today.
[00:00:43.583 --> 00:00:46.244]  It is Monday, the 28th day of November 2011.
[00:00:46.304 --> 00:00:48.445]  We're about to enter the final month of 2011.
[00:00:48.485 --> 00:00:48.625]  Wow!
[00:00:48.645 --> 00:00:50.245]  Time has certainly gone into jump speed.
[00:00:57.247 --> 00:01:09.609]  Now we're working on getting General Hamid Gul, former head of the Pakistani ISI, and a guy who's got his finger on the pulse of Pakistan like no other, a man the Washington Post calls the true leader of Al-Qaeda,
[00:01:10.458 --> 00:01:14.241]  That's because he knows Al-Qaeda is Al-C-I-A-D-A and they don't like that.
[00:01:14.882 --> 00:01:17.945]  General Hamid Ghul, we're working on getting him on.
[00:01:18.005 --> 00:01:25.011]  It's like 10 o'clock at night over there right now and he's trying to get back in his car from national TV and there's riots all over the country in Bedlam.
[00:01:25.932 --> 00:01:27.853]  So they're calling it a revolution over there right now.
[00:01:27.893 --> 00:01:29.575]  We talked to General Ghul's son earlier.
[00:01:30.456 --> 00:01:33.498]  Peter Schiff is going to be joining us to get into MF Global.
[00:01:33.979 --> 00:01:36.981]  What's happening with the Euro that will affect all of us because
[00:01:37.682 --> 00:01:47.884]  Well, the bankers are going to hold everybody hostage and get tens of trillions in other secret bailouts that's our taxpayer money, and then the local constabulary is going to squeeze it out of us.
[00:01:48.764 --> 00:01:50.284]  They're like, but that'll wreck the economy.
[00:01:50.925 --> 00:01:51.885]  That's the plan.
[00:01:51.965 --> 00:01:57.326]  Steal all the wealth while just rendering us down to pauper slaves.
[00:01:58.986 --> 00:02:03.767]  You know, memos have come out where they tell cops all over the country, get out there and generate more revenue even if you don't like it.
[00:02:04.844 --> 00:02:07.885]  Give them tickets for tent that's too thick.
[00:02:07.925 --> 00:02:11.286]  Give them tickets for taillights out, or license plate lights.
[00:02:11.806 --> 00:02:12.306]  Search them!
[00:02:12.386 --> 00:02:12.766]  Get them!
[00:02:12.806 --> 00:02:13.446]  Imprison them!
[00:02:13.486 --> 00:02:14.126]  Get the money!
[00:02:14.466 --> 00:02:15.747]  Or the whole country will collapse!
[00:02:15.767 --> 00:02:16.727]  We gotta get the money!
[00:02:17.567 --> 00:02:20.588]  No matter how much money you raise, it's all taken offshore.
[00:02:20.908 --> 00:02:21.288]  Got it?
[00:02:21.708 --> 00:02:22.908]  But you won't believe me.
[00:02:23.129 --> 00:02:28.830]  So just squeeze, and squeeze, and squeeze, and just strangle your own mother.
