[00:00:00.569 --> 00:00:01.129]  We've got it.
[00:00:01.149 --> 00:00:07.574]  This transmission is coming to you.
[00:00:07.674 --> 00:00:09.796]  Waging war on corruption.
[00:00:12.097 --> 00:00:17.701]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[00:00:20.336 --> 00:00:21.557]  We are live, my friends.
[00:00:21.757 --> 00:00:22.857]  It is May 1st, 2011.
[00:00:22.978 --> 00:00:26.019]  Already into the fifth month of 2011.
[00:00:26.079 --> 00:00:32.123]  2012's now looming up for us, how time flies.
[00:00:50.063 --> 00:00:57.370]  Seems like just yesterday, Barack Obama was running for political office, the highest office in the land.
[00:00:57.390 --> 00:01:03.076]  And now here we are, already going into the next presidential election diversion.
[00:01:04.758 --> 00:01:12.944]  Until Ron Paul hacks into the debates and injects real issues, not diversions like the Royal Wedding.
[00:01:13.985 --> 00:01:19.890]  Obviously incredible financial news, gold surges to all-time price record.
[00:01:21.251 --> 00:01:25.594]  Canadian dollar heads for third monthly advance on interest rate outlook.
[00:01:26.274 --> 00:01:26.535]  U.S.
[00:01:26.615 --> 00:01:31.158]  Treasury, this is the big news, China has decreased its holdings of U.S.
[00:01:31.378 --> 00:01:31.659]  debt.
[00:01:32.622 --> 00:01:34.364]  Dollar treats a two-and-a-half-year low.
[00:01:37.126 --> 00:01:40.749]  That is just some of the news and information we have on the economic front.
[00:01:40.769 --> 00:01:46.494]  Mitt Romney, of course, is saying that gas prices are rising because of Obama.
[00:01:47.195 --> 00:01:47.655]  That's great.
[00:01:47.695 --> 00:01:55.542]  It's rising because of George W. Bush three years ago, then it went down, and now it's rising because of Obama, and certainly they're part of it.
[00:01:57.978 --> 00:02:00.479]  You had a symphony of 400 pieces playing.
[00:02:00.519 --> 00:02:09.183]  I guess the flute or the drum has a place, but this is a larger symphony of globalist destruction.
[00:02:09.783 --> 00:02:12.704]  And the dollar is being devalued.
[00:02:12.724 --> 00:02:17.166]  That's why oil prices, that's the main driver, that's why oil prices are going up.
[00:02:17.206 --> 00:02:20.968]  And the system knows that, but they don't want to tell the public that.
[00:02:20.988 --> 00:02:23.589]  They want to say, speculators, yes.
[00:02:24.609 --> 00:02:29.633]  Oh, OPEC, and I guess in a way now you can say OPEC, is jumping on the bandwagon.
[00:02:30.873 --> 00:02:35.717]  The Saudis leading the way to cut production, saying there's not enough demand.
[00:02:36.577 --> 00:02:43.882]  Demand at all time highs, but in the age of deception, why shouldn't they completely jump in?
[00:02:44.102 --> 00:02:53.448]  They practice deception in an open way to just set the precedent that lies are the ether in which we swim.
[00:02:54.449 --> 00:02:56.772]  So that is some of the news we'll also be breaking down.
[00:02:56.792 --> 00:03:01.057]  When we come back from break, I'm just going to launch into it all.
[00:03:01.097 --> 00:03:02.259]  We have the economic news.
[00:03:02.359 --> 00:03:06.404]  I have my comments on the disgusting royal wedding.
[00:03:07.225 --> 00:03:09.668]  We also have the latest in Libya.
[00:03:09.688 --> 00:03:13.533]  The Libyan disabled children's school hit in NATO's strike.
[00:03:15.049 --> 00:03:23.433]  Meanwhile, Al-Qaeda forces are celebrating that Qaddafi's son and a bunch of his family were killed when they missile attacked the home that he was in at the time.
[00:03:23.853 --> 00:03:25.654]  And they admit it was an attempted assassination.
[00:03:25.674 --> 00:03:29.355]  Of course, just a month ago they were saying, we'll never try to assassinate Qaddafi.
[00:03:29.735 --> 00:03:32.697]  Qaddafi, you don't worry your little head about a thing.
[00:03:32.857 --> 00:03:34.598]  Al-Qaeda are the new good guys.
[00:03:34.978 --> 00:03:35.858]  We've got to get behind them.
[00:03:36.578 --> 00:03:39.520]  The media tells us there in eastern Libya.
[00:03:40.558 --> 00:03:41.458]  And now U.S.
[00:03:41.498 --> 00:03:50.462]  intelligence is having to admit, NBC and others, that no, Qaddafi wasn't handing out truckloads of Viagra to rape women.
[00:03:51.223 --> 00:03:52.683]  That'd be a bad PR move, wouldn't it?
[00:03:53.164 --> 00:03:55.925]  But see, it's just like the fake throwing babies out of incubators.
[00:03:55.965 --> 00:04:05.269]  Later, totally admitted, written up in a New York-based PR firm, they said, say that they were throwing babies out of incubators and stomping them!
[00:04:06.325 --> 00:04:09.889]  But then meanwhile, more documents get released from the U.S.
[00:04:09.969 --> 00:04:13.993]  Army and Marine Corps, where they go into towns and kill everybody.
[00:04:14.473 --> 00:04:16.575]  And our media is like, well yeah, that's what good guys do.
[00:04:16.856 --> 00:04:20.900]  We go door-to-door, we line up little kids, women and children, and we shoot them.
[00:04:22.677 --> 00:04:23.597]  And that's how we win.
[00:04:23.637 --> 00:04:24.478]  That's good guys.
[00:04:25.058 --> 00:04:27.919]  But then, oh, the bad guy threw the baby out of the incubator.
[00:04:28.140 --> 00:04:31.041]  It's not true, but isn't it fun to get angry?
[00:04:31.061 --> 00:04:36.323]  He's got a big handlebar mustache, and he's got kind of brown skin, and some oil we want.
[00:04:36.343 --> 00:04:38.725]  Of course, we don't get the oil.
[00:04:38.745 --> 00:04:42.206]  The globalists do, and then we actually pay more, because now they have a monopoly.
[00:04:42.666 --> 00:04:43.307]  That's like Trump.
[00:04:44.347 --> 00:04:49.109]  Let's take all the Iraqi oil for ourselves, like you're going to get any of it, like I'm going to get any of it.
[00:04:49.990 --> 00:04:51.070]  More on Fukushima.
[00:04:53.212 --> 00:04:54.996]  The Amish are being raided, of course.
[00:04:55.016 --> 00:04:55.778]  It's all coming up.
[00:04:55.818 --> 00:04:56.198]  Stay with us.
[00:04:59.468 --> 00:05:02.930]  Diamond Gusset is proud to announce the anthem of the Patriot movement.
[00:05:03.310 --> 00:05:07.353]  They're offering a free CD, t-shirt, and bumper sticker with a qualifying purchase.
[00:05:07.593 --> 00:05:12.636]  Diamond Gusset offers great products at great prices while keeping Americans working.
[00:05:12.716 --> 00:05:17.479]  Not looking for a factory where a man can feed his family.
[00:05:18.240 --> 00:05:25.244]  Not worried about them moving south, closing the doors and shutting her down tomorrow.
[00:05:28.033 --> 00:05:32.436]  I'm looking for America.
[00:05:33.537 --> 00:05:34.978]  Wear American and be proud.
[00:05:35.178 --> 00:05:37.740]  Go to gusset.com forward slash America.
[00:05:37.780 --> 00:05:41.962]  The land of the free and the home of the brave.
[00:05:42.403 --> 00:05:46.125]  Seems like I just woke up one day and it was gone.
[00:05:53.965 --> 00:05:58.612]  Again, go to gusset.com forward slash America Today.
[00:06:00.194 --> 00:06:05.261]  The Genesis Communications Radio Network proudly presents The Alex Jones Show.
[00:06:05.601 --> 00:06:07.904]  Because there's a war on for your mind.
[00:06:23.695 --> 00:06:36.023]  Well, it's the day that the Trotskyites, the communists, the occultists, that's what it originally is, is an occultic European holiday, celebrate collectivism.
[00:06:37.063 --> 00:06:40.805]  And all of the nightmares that come with it.
[00:06:41.326 --> 00:06:44.367]  It is May Day and we are live.
[00:06:44.387 --> 00:06:45.888]  What do you say when your plane's going down?
[00:06:46.329 --> 00:06:47.830]  May Day, May Day, May Day.
[00:06:48.170 --> 00:06:50.351]  And the Republic is certainly in deep trouble.
[00:06:51.192 --> 00:06:52.812]  It is May 1st, 2011.
[00:06:53.493 --> 00:06:56.835]  And we're going to be live here for the next two hours.
[00:06:56.855 --> 00:07:02.338]  We're going to have wide open phones after I break down some of the news and information we're going to be covering.
[00:07:02.378 --> 00:07:05.220]  But here's the first thing I want to put out there.
[00:07:06.761 --> 00:07:14.983]  A lot of Americans and a lot of people in other parts of the world are waking up to globalism, waking up to the New World Order, waking up to corporate tyranny.
