[00:00:04.432 --> 00:00:05.873]  I don't have to tell you things are bad.
[00:00:06.353 --> 00:00:07.494]  Everybody knows things are bad.
[00:00:08.134 --> 00:00:08.875]  It's a depression.
[00:00:10.076 --> 00:00:13.038]  Everybody's out of work or scared of losing their job.
[00:00:14.359 --> 00:00:15.900]  The dollar buys a nickel's worth.
[00:00:16.360 --> 00:00:17.401]  Banks are going bust.
[00:00:17.461 --> 00:00:19.382]  Shopkeepers keep a gun under the counter.
[00:00:20.022 --> 00:00:21.603]  Punks are running wild in the street.
[00:00:21.643 --> 00:00:24.225]  There's nobody anywhere who seems to know what to do and there's no end to it.
[00:00:25.866 --> 00:00:28.268]  We know the air is unfit to breathe.
[00:00:28.368 --> 00:00:29.769]  Our food is unfit to eat.
[00:00:30.538 --> 00:00:39.061]  We sit watching our TVs while some local newscaster tells us that today we had 15 homicides and 63 violent crimes as if that's the way it's supposed to be.
[00:00:39.341 --> 00:00:41.401]  We know things are bad, worse than bad.
[00:00:42.001 --> 00:00:42.742]  They're crazy.
[00:00:42.982 --> 00:00:45.963]  It's like everything everywhere is going crazy so we don't go out anymore.
[00:00:46.363 --> 00:00:53.265]  We sit in the house and slowly the world we're living in is getting smaller and all we say is, please, at least leave us alone in our living rooms.
[00:00:53.305 --> 00:00:57.666]  Let me have my toaster and my TV and my steel-belted radios and I won't say anything.
[00:00:57.866 --> 00:00:58.686]  Just leave us alone.
[00:00:58.927 --> 00:01:00.247]  Well, I'm not gonna leave you alone.
[00:01:01.175 --> 00:01:02.336]  I want you to get mad!
[00:01:02.356 --> 00:01:04.437]  I don't want you to protest.
[00:01:04.537 --> 00:01:05.557]  I don't want you to riot.
[00:01:05.577 --> 00:01:08.538]  I don't want you to write to your congressmen because I wouldn't know what to tell you to write.
[00:01:08.899 --> 00:01:13.201]  I don't know what to do about the depression and the inflation and the Russians and the crime in the street.
[00:01:13.541 --> 00:01:16.062]  All I know is that first, you've got to get mad!
[00:01:16.522 --> 00:01:18.403]  You've got to say, I'm a human being!
[00:01:18.643 --> 00:01:19.844]  My life has value!
[00:01:21.464 --> 00:01:24.106]  I want you to get up now.
[00:01:24.926 --> 00:01:26.967]  I want all of you to get up out of your chairs.
[00:01:28.274 --> 00:01:38.728]  I want you to get up right now, to go to the window, open it, and stick your head out and yell, I'm tired of hell, and I'm not going to take this anymore!
[00:01:39.569 --> 00:01:40.871]  We're live, ladies and gentlemen.
