[00:00:02.849 --> 00:00:04.776]  Waging war on corruption.
[00:00:05.258 --> 00:00:08.028]  Alex Jones on the GCN Radio Network.
[00:00:14.520 --> 00:00:18.682]  Big Brother, mainstream media, government cover-ups.
[00:00:19.343 --> 00:00:20.163]  You want answers?
[00:00:20.944 --> 00:00:21.804]  Well, so does he.
[00:00:22.504 --> 00:00:26.146]  He's Alex Jones on the GCN Radio Network.
[00:00:26.687 --> 00:00:30.789]  And now, live from Austin, Texas, Alex Jones.
[00:00:30.809 --> 00:00:41.215]  22-year-old Nikki Riley, a convert to militant Islam, described as a vulnerable man who's been preyed upon and radicalized.
[00:00:41.515 --> 00:00:43.656]  He has a history of mental illness.
[00:00:44.980 --> 00:00:48.963]  Nikki Riley travelled by bus from Plymouth to Exeter yesterday morning.
[00:00:49.343 --> 00:00:52.685]  He went to the Princess Hay shopping mall in the city centre.
[00:00:53.065 --> 00:00:55.947]  It's thought he went into the toilet at the Giraffe restaurant.
[00:00:56.307 --> 00:00:58.409]  Shortly afterwards, there was an explosion.
[00:00:59.881 --> 00:01:02.543]  Riley was arrested at the scene of the blast.
[00:01:02.583 --> 00:01:07.127]  He'd suffered cuts to his eye and some burns on his face when it went off.
[00:01:07.547 --> 00:01:10.829]  He's being treated at a hospital while under police custody.
[00:01:10.889 --> 00:01:11.370]  Okay.
[00:01:11.930 --> 00:01:14.432]  Alright, let's go to Paul Watson just for three minutes.
[00:01:14.452 --> 00:01:21.317]  Then we've got Ray McGovern, scheduled top CIA analyst to go over the war, the economy, where he thinks things are going.
[00:01:22.158 --> 00:01:23.139]  You're there in England.
[00:01:23.179 --> 00:01:24.640]  I mean, it's always the same M.O.
[00:01:24.700 --> 00:01:25.601]  A mental patient
[00:01:26.041 --> 00:01:33.685]  With a firecracker with some thumbtacks on it, blows it up in his face, and now they're ninnying, running around, freaking out.
[00:01:34.246 --> 00:01:41.069]  And this happened right after they were before the European Human Rights Court about secret arrest without habeas corpus.
[00:01:41.109 --> 00:01:54.637]  And now your El Presidente is taking time out, your Prime Minister, from saying, we need martial law and we need a new world order, he's taking time out to fearmonger Paul Watson.
[00:01:57.287 --> 00:02:01.749]  Well, yeah, it's, from what I can see, it's basically Dumb and Dumber Part 2.
[00:02:02.490 --> 00:02:07.573]  You remember the, uh, terror attack on the Glasgow Airport a year ago?
[00:02:07.613 --> 00:02:08.933]  They called it a terror attack.
[00:02:08.993 --> 00:02:12.135]  It was actually two retards setting fire to a jeep.
[00:02:12.755 --> 00:02:15.177]  But it was in the news for about three weeks after.
[00:02:15.197 --> 00:02:23.681]  And, uh, presented as another reason why we should, you know, be putting a terror database for filming a bunch of flowers at a tube station.
[00:02:24.582 --> 00:02:25.102]  But, um,
[00:02:25.888 --> 00:02:36.910]  From what the eyewitnesses said about this one, which happened yesterday morning in Exeter, which is quite a small university town near the south coast of England.
[00:02:36.950 --> 00:02:38.051]  My brother used to live there.
[00:02:38.271 --> 00:02:40.031]  Down by Cornwall, isn't it?
[00:02:40.091 --> 00:02:41.511]  It's in that area.
[00:02:42.132 --> 00:02:50.813]  The eyewitnesses, and it was in a packed restaurant, but the actual bomb, if you want to call it that, was set off in a locked toilet.
[00:02:51.394 --> 00:02:53.054]  And the eyewitnesses described it as
[00:02:54.221 --> 00:02:57.463]  Didn't sound like a bomb, it sounded more like a lightbulb exploding.
[00:02:58.384 --> 00:03:09.432]  So again, it's some pathetic individual that's got a history of mental illness that's been influenced by some propaganda and being radicalized by it.
[00:03:09.732 --> 00:03:21.240]  And that's what they do, they now advertise, oh see there's deadly Al-Qaeda, it's white Al-Qaeda, remember they said armies of white Al-Qaeda, thousands trained with missiles, totally deadly force.
[00:03:21.940 --> 00:03:25.782]  And then they find them, you know, black, mentally ill street kids, mentally retarded.
[00:03:25.802 --> 00:03:29.184]  They give them a hundred grand to videotape an FBI building, bust them.
[00:03:29.445 --> 00:03:33.667]  The news says an army of crack assassins, so deadly trained, they were unstoppable.
[00:03:33.727 --> 00:03:35.488]  Then it turned out some of them can't even talk.
[00:03:36.529 --> 00:03:38.550]  And then, I mean, it's always the same M.O.
[00:03:39.090 --> 00:03:40.271]  Always the same M.O.
[00:03:41.452 --> 00:03:45.594]  Well, in Britain, they're trying to sell it on this so-called Islamo-fascism.
[00:03:45.614 --> 00:03:51.478]  They actually, they had a bust in Burnley, which is a northern town not too far away from where I live.
[00:03:52.091 --> 00:04:10.600]  And it was a Neo-Nazi, and he basically had a huge cache of rocket launchers and grenades, and it was in the local newspaper once, and it didn't even make, you know, BBC, whereas this is all over BBC at the moment, so they pick which ones they're going to propagandise about very carefully.
[00:04:11.540 --> 00:04:17.883]  This is not getting as much traction as Dumb and Dumber did setting fire to a jeep at Glasgow Airport, but it's certainly
[00:04:18.656 --> 00:04:21.819]  It's more in the news today than it was yesterday.
[00:04:21.859 --> 00:04:35.130]  Yeah, you would have thought giant alien spacecraft landed at the airport with tanks rolling by and Blair freaking out and panicking and the media saying, will Britannia hold fast against the burning jeep?
[00:04:36.271 --> 00:04:38.233]  I mean, it's ridiculous.
[00:04:39.333 --> 00:04:40.174]  It was crazy.
[00:04:40.454 --> 00:04:44.178]  Well, I mean, then you look at the real bombings, the London bombings,
[00:04:45.433 --> 00:04:53.196]  The bombers were completely coddled by MI5 and they didn't display the behavior of suicide bombers, which is what they were.
[00:04:53.756 --> 00:04:55.777]  He runs PrisonPlanet.com.
[00:04:55.797 --> 00:04:56.777]  We're out of time, Paul.
[00:04:56.837 --> 00:04:58.298]  Thank you so much for popping in.
[00:04:58.778 --> 00:04:59.758]  Alright, thanks, Alex.
[00:04:59.858 --> 00:05:00.258]  Thank you.
[00:05:00.318 --> 00:05:00.999]  We'll be right back.
[00:05:02.219 --> 00:05:04.000]  It's ridiculous.
[00:05:11.619 --> 00:05:12.440]  It was crazy.
