[00:00:00.550 --> 00:00:02.313]  Government cover-ups.
[00:00:02.313 --> 00:00:03.895]  You want answers?
[00:00:03.895 --> 00:00:04.817]  Well, so does he.
[00:00:04.817 --> 00:00:09.645]  He's Alex Jones on the GCN Radio Network.
[00:00:09.645 --> 00:00:13.691]  And now, live from Austin, Texas, Alex Jones.
[00:00:15.663 --> 00:00:17.724]  Welcome, ladies and gentlemen, welcome!
[00:00:17.724 --> 00:00:20.325]  It is Thursday, June 5th, 2008.
[00:00:20.325 --> 00:00:24.187]  I am not Alex Jones, I am Jason Bermas, and I'll be sitting in for the rest of the week.
[00:00:24.187 --> 00:00:27.189]  I was here with you yesterday with a ton of Bilderberg stuff.
[00:00:27.189 --> 00:00:29.410]  Huge breaking news from Bilderberg.
[00:00:29.410 --> 00:00:30.470]  Um, Alex is out there.
[00:00:30.470 --> 00:00:32.831]  There's a story posted over at InfoWars.com.
[00:00:32.831 --> 00:00:34.912]  He was on Coast to Coast AM last night.
[00:00:34.912 --> 00:00:37.794]  Uh, and after this short segment, we'll play that for you.
[00:00:37.794 --> 00:00:40.455]  Alex should be joining us in about a half an hour.
[00:00:40.455 --> 00:00:42.456]  But they had some kind of a fire drill last night.
[00:00:42.456 --> 00:00:43.776]  They kicked everybody out.
[00:00:43.776 --> 00:00:44.797]  Probably did another sweep.
[00:00:45.797 --> 00:00:48.398]  And, uh, just huge news from Bilderberg.
[00:00:48.398 --> 00:00:56.400]  Also, we got this email today, which I thought was, uh, pretty hilarious, if true, and I think it is true.
[00:00:56.400 --> 00:01:06.422]  The DOJ placed an order for 125 iPods with Bilderberg 2008 engraved on the backs, shipping to Chantilly, Virginia.
[00:01:06.422 --> 00:01:08.523]  They're gonna be late, so they are freaking out.
[00:01:08.523 --> 00:01:09.663]  I just thought it was kind of funny.
[00:01:09.663 --> 00:01:14.084]  Well, I think it's not that funny that the Department of Justice
[00:01:15.237 --> 00:01:18.959]  is purchasing iPods for the elite.
[00:01:18.959 --> 00:01:20.800]  And they're engraving it for their little club.
[00:01:20.800 --> 00:01:22.821]  But of course, Bilderberg doesn't even exist.
[00:01:22.821 --> 00:01:28.245]  Alex must be at some fake meeting right now or making it up because Bilderberg doesn't exist!
[00:01:28.245 --> 00:01:32.527]  There is no shadowy group of elitists that actually run the country.
[00:01:32.527 --> 00:01:34.168]  Right?
[00:01:34.168 --> 00:01:37.890]  Well, that's not what the Washington... Was it Washington Times?
[00:01:37.890 --> 00:01:44.294]  No, I think it was Washington Post actually did that huge article just a couple weeks ago where they were going through Rath Corp's
[00:01:45.091 --> 00:01:46.091]  We're good to go.
[00:02:14.434 --> 00:02:14.794]  We're good to go.
[00:02:37.495 --> 00:02:39.336]  Mike Jackman then says, well, what about your husband?
[00:02:39.336 --> 00:02:43.058]  Your husband went to Bilderberg and she kind of nods and she's just like, I can't help you.
[00:02:43.058 --> 00:02:44.818]  I don't know what this meeting is.
[00:02:44.818 --> 00:02:55.703]  Well, yesterday on the show, we played the clip of Clinton actually talking about Bilderberg group and how indeed he did go to Bilderberg group and how indeed they do set policy there.
[00:02:55.703 --> 00:03:01.766]  And, uh, he said something about how he wasn't able to set any policy for NAFTA that had already, those decisions had already been made before he got there.
[00:03:02.216 --> 00:03:07.078]  He was just there to sit down with some Europeans to talk about Russia and what was going to happen there.
[00:03:07.078 --> 00:03:23.465]  Well, this is all about globalization, and that's why I've got to bring up the fact that Kevin Rudd, who I believe is the president of Australia, is now calling for an Asia-Pacific Union similar to the European Union.
[00:03:23.465 --> 00:03:26.786]  And he wants this done by 2020.
[00:03:26.786 --> 00:03:29.808]  And he has appointed veteran diplomat Richard Wolcott
[00:03:31.235 --> 00:03:31.595]  We're good to go.
[00:04:01.360 --> 00:04:08.206]  A global governing body, a new world order, if you will, that is outside of the UN.
[00:04:08.206 --> 00:04:10.467]  It will be given vast powers.
[00:04:10.467 --> 00:04:15.191]  I mean, the UN has nothing compared to what they want to give it.
[00:04:15.191 --> 00:04:17.753]  And our Constitution and Bill of Rights are done.
[00:04:17.753 --> 00:04:19.455]  Sovereignty is gone.
[00:04:19.455 --> 00:04:24.759]  And we're gonna have to... We're just gonna have to live under this great new tyrannical rule.
[00:04:24.759 --> 00:04:26.040]  I can't wait.
[00:04:26.040 --> 00:04:27.281]  Sounds like a great time to me.
[00:04:27.981 --> 00:04:31.943]  So on the other side we're going to play Alex Jones calling into Coast to Coast AM last night.
[00:04:31.943 --> 00:04:37.647]  We're going to have Alex coming on hopefully in about 20 minutes and we're going to be taking your calls throughout the day.
[00:04:37.647 --> 00:04:40.008]  This is the Alex Jones Show, InfoWars.com.
[00:04:53.354 --> 00:05:06.479]  Now from the makers of Loose Change, the most downloaded film in internet history, comes the long-awaited release of Loose Change Final Cut, an entirely new two-hour film that completely destroys the official fable forever.
[00:05:06.479 --> 00:05:10.320]  Loose Change Final Cut hopes to be a catalyst for a new independent investigation.
[00:05:10.660 --> 00:05:17.542]  In which family members receive answers to their questions and the true perpetrators of this horrendous crime are brought to justice.
[00:05:17.542 --> 00:05:20.962]  Loose Change Final Cut is the ultimate 9-11 expose.
[00:05:20.962 --> 00:05:28.844]  From hijackers being trained at US military bases to bombs in the buildings, Loose Change Final Cut is the one 9-11 film everyone must see.
[00:05:28.844 --> 00:05:36.026]  Secure your copy of Loose Change Final Cut today at InfoWars.com or PrisonPlanet.com while you're visiting the online video store.
[00:05:36.306 --> 00:05:44.496]  Be sure to check out the huge discounts on films like Endgame, Blueprint for Global Enslavement, America, Freedom to Fascism, and hundreds of other titles.
[00:05:44.496 --> 00:05:47.120]  We're in a no-holds-bar information war.
[00:05:47.120 --> 00:05:52.446]  Truth is our weapon, and PrisonPlanet.com has the tools you need to take the fight back to Big Brother.
[00:05:53.186 --> 00:05:55.007]  Hi, this is Brother Michael Dimon.
[00:05:55.007 --> 00:06:00.989]  You can now get the most important package ever on what has happened to the Catholic Church in the last 50 years.
[00:06:00.989 --> 00:06:09.432]  Find out how this massive crisis concerning the Catholic Church happened, what happened, and how the Bible predicted it would take place in the last days.
[00:06:09.432 --> 00:06:13.033]  The package contains 6 DVDs that contain 10 different programs.
[00:06:13.393 --> 00:06:17.316]  Two books that combined over a thousand pages and other information.
[00:06:17.316 --> 00:06:20.658]  Order now at our website, MostHolyFamilyMonastery.com.
[00:06:20.658 --> 00:06:24.881]  That's MostHolyFamilyMonastery.com.
[00:06:24.881 --> 00:06:29.104]  The last word monastery spelled M-O-N-A-S-T-E-R-Y.
[00:06:29.104 --> 00:06:29.584]  Or call us at 1-800-275-1126.
[00:06:29.584 --> 00:06:29.805]  That's 1-800-275-1126.
[00:06:29.805 --> 00:06:32.246]  Or mail in your order to us at 4425 Schneider Road, Fillmore, New York, 14735.
[00:06:43.294 --> 00:06:47.018]  The total cost for this massive package of information is only $10.
[00:06:47.018 --> 00:06:48.640]  $15 for UPS ground or $30 outside the U.S.
[00:06:52.796 --> 00:06:56.557]  Hi, this is Alex Jones, and I want to talk to you about the high price of gasoline.
[00:06:56.557 --> 00:07:01.279]  It's no secret that gasoline quality is poor, even though we're paying record prices at the pump.
[00:07:01.279 --> 00:07:06.581]  I have run across a company called SFR, who has developed two products that improve gas mileage.
[00:07:06.581 --> 00:07:17.805]  Instead of paying a mechanic as much as $300 to clean your injection system, Protecta Complete Fuel System Treatment cleans to 95% of new engine condition, improving mileage in only one tank full.
[00:07:17.805 --> 00:07:20.146]  Protecta Engine Treatment not only reduces friction,
[00:07:20.566 --> 00:07:22.608]  But it extends the life of your engine.
[00:07:22.608 --> 00:07:23.528]  Let's face it.
[00:07:23.528 --> 00:07:26.351]  With the high price of gasoline, it's time to take action.
[00:07:26.351 --> 00:07:34.377]  Purchase a protective fuel system treatment for only $9.95 and receive a free engine treatment which is a $12.95 value free.
[00:07:34.377 --> 00:07:36.679]  Call 888-USE-SFR1.
[00:07:36.679 --> 00:07:39.802]  That number again is 888-USE-SFR1.
[00:07:39.802 --> 00:07:43.865]  Or check them out online at oilcompanysecret.com.
[00:07:43.865 --> 00:07:46.047]  That's oilcompanysecret.com.
[00:07:46.047 --> 00:07:48.409]  Satisfaction is guaranteed or your money back.
[00:07:48.869 --> 00:07:50.490]  And it's safe for all cars.
[00:07:50.490 --> 00:07:52.872]  Act now.
[00:07:52.872 --> 00:07:58.275]  The Genesis Communications Radio Network proudly presents the Alex Jones Show.
[00:07:58.275 --> 00:08:08.562]  Because there's a war on for your mind.
[00:08:08.562 --> 00:08:10.103]  All right, ladies and gentlemen, we are back.
[00:08:10.103 --> 00:08:11.484]  This is the Alex Jones Show.
[00:08:11.484 --> 00:08:13.065]  I am Jason Burmess subbing in.
[00:08:13.065 --> 00:08:16.748]  You can check my stuff out over at loosechange911.com.
[00:08:16.748 --> 00:08:17.528]  I run a little blog.
[00:08:17.528 --> 00:08:17.969]  That's where we
[00:08:18.962 --> 00:08:20.023]  He's known as the Bilderberg Group.
[00:08:39.497 --> 00:08:42.959]  It's scheduled to begin tomorrow in Washington, D.C.
[00:08:42.959 --> 00:08:52.525]  Alex Jones broke the story on Infowars.com and PrisonPlanet.com, his websites, and Coast to Coast last night, and he's out there now with an update.
[00:08:52.525 --> 00:08:53.145]  Hello, Alex.
[00:08:53.145 --> 00:08:54.166]  What happened today?
[00:08:54.166 --> 00:08:58.748]  George, for the last five minutes, I've been in an incredible emergency, just waiting for you to come to me.
[00:08:58.748 --> 00:09:02.190]  George, we're sitting here in the room.
[00:09:02.190 --> 00:09:07.013]  As the phone rings with your producer, Tom Downhouse, to put me on, the fire alarm goes off.
[00:09:07.526 --> 00:09:07.906]  Oh my gosh.
[00:09:07.906 --> 00:09:09.988]  So everybody is exiting the building.
[00:09:09.988 --> 00:09:11.128]  I know this is a setup.
[00:09:11.128 --> 00:09:13.730]  They timed it exactly when this happened.
[00:09:13.730 --> 00:09:14.991]  We were in the restaurant tonight.
[00:09:14.991 --> 00:09:16.532]  These huge cops come in.
[00:09:16.532 --> 00:09:18.033]  FBI.
[00:09:18.033 --> 00:09:19.493]  About 45, 55 years old.
[00:09:19.493 --> 00:09:20.634]  They're sitting there.
[00:09:20.634 --> 00:09:23.136]  There's a couple of them, but one of them, I said, that's a cop.
[00:09:23.136 --> 00:09:25.617]  And then he starts saying, hey, you're not planning anything violent.
[00:09:25.617 --> 00:09:28.099]  And I'm like, what are you talking about?
[00:09:28.099 --> 00:09:29.900]  We've got other people coming up and doing this.
[00:09:29.900 --> 00:09:31.861]  There's agents, spies everywhere.
[00:09:31.861 --> 00:09:33.242]  We're inside here right now.
[00:09:35.490 --> 00:09:37.111]  It got huge all over the web.
[00:09:37.111 --> 00:09:42.213]  My report last night, you know I never come on with this type of... happening live.
[00:09:42.213 --> 00:09:43.173]  This is happening live.
[00:09:43.173 --> 00:09:43.613]  Open the door.
[00:09:43.613 --> 00:09:45.094]  I want to hear the fire alarm.
