[00:00:00.009 --> 00:00:01.630]  We're good to go.
[00:00:31.483 --> 00:00:39.369]  I talked some about this yesterday on the broadcast, but I didn't spend as much time on it as I wanted to.
[00:00:39.369 --> 00:00:57.463]  So early in this first hour today, I want to spend some time on this Wednesday edition, the 16th day of April 2008, on a cover story in the local paper here in Austin, Texas, headlined, Everything Must Go.
[00:00:59.289 --> 00:01:03.871]  And it shows a picture of the Constitution being ripped in half and burned.
[00:01:03.871 --> 00:01:09.193]  And it says, you can look behind the Constitution as it's being removed as the evil terrorist.
[00:01:09.193 --> 00:01:11.875]  It says, how to fight terrorism.
[00:01:11.875 --> 00:01:18.958]  So the image is, as they burn away the Constitution, that helps them fight terrorism.
[00:01:18.958 --> 00:01:20.678]  And it says, everything must go.
[00:01:20.678 --> 00:01:26.321]  And they go on to say, and it's a positive article, endorsing getting rid of the Bill of Rights Constitution,
[00:01:27.874 --> 00:01:37.976]  And handing full control over to global corporations, and that the people will be represented through non-governmental organizations that themselves are funded by the corporations.
[00:01:37.976 --> 00:01:44.858]  This is a manifesto of open, complete tyranny.
[00:01:44.858 --> 00:01:55.400]  But if you read the Council on Foreign Relations documents, or you see what the CIA is up to, I mean, they always wrap themselves in the flags, but these people hate this country.
[00:01:56.252 --> 00:01:59.474]  And they hate sovereignty.
[00:01:59.474 --> 00:02:06.097]  And they love using this nation as their bulldog to go out and attack innocent, defenseless countries.
[00:02:06.097 --> 00:02:10.879]  But this is a Bilderberg Group CFR member who we've covered before.
[00:02:10.879 --> 00:02:15.541]  And he, in the past, has headed up the LBJ School of Public Affairs.
[00:02:15.541 --> 00:02:22.004]  He's a big law professor as well at another university.
[00:02:22.004 --> 00:02:23.885]  And I just, I'm just so sick of these people.
[00:02:25.652 --> 00:02:31.013]  I mean, they are criminals, they are traitors, they are treasonous, and I mean those words.
[00:02:31.013 --> 00:02:42.775]  When you are calling for the government to abolish the Bill of Rights Constitution and for there to be no liberty or freedom, you are a treasonous piece of trash.
[00:02:42.775 --> 00:02:52.277]  I mean, you can, as a citizen, you can call for this to be Nazi Germany if you want, or you can call for this to be Mexico if you want.
[00:02:52.277 --> 00:02:54.297]  Though those are distasteful things,
[00:02:55.493 --> 00:03:10.200]  Still, you have a right to do it, but when you are in governmental and quasi-governmental positions, and you preach this type of sedition, I just want these people to get out of this country.
[00:03:10.200 --> 00:03:10.760]  But they won't.
[00:03:10.760 --> 00:03:19.725]  They're parasites, they're in control, and they put out one brand of propaganda for the general public, and then they put another brand of propaganda for the intellectuals, but this is a
[00:03:21.724 --> 00:03:32.752]  Throwing down on the gauntlet, a slapping in the face, a punching us in the face repeatedly, with extreme pleasure.
[00:03:32.752 --> 00:03:37.536]  And I, for one, have just had enough of it.
[00:03:37.536 --> 00:03:44.761]  I, for one, just am... Frankly, I feel weak.
[00:03:44.761 --> 00:03:47.903]  I feel pathetic.
[00:03:47.903 --> 00:03:49.965]  I feel like I'm living in a nightmare.
[00:03:51.206 --> 00:03:53.787]  I mean, I know that I have power, personally.
[00:03:53.787 --> 00:03:56.368]  I know all of us have the spirit of the universe in us.
[00:03:56.368 --> 00:03:59.728]  I know we're wonderful, beautiful creatures.
[00:03:59.728 --> 00:04:04.230]  But at the same time, that makes it even more frustrating because I know we could turn things around.
[00:04:04.230 --> 00:04:06.691]  We could take things back from these people.
[00:04:06.691 --> 00:04:08.351]  But so many individuals that make $100,000, $200,000, $300,000, $400,000 a year,
[00:04:12.697 --> 00:04:21.881]  Millions of Americans, they think they're part of the system, and they've learned how to kiss hind end, and serve the system, and they don't really know what they're serving.
[00:04:21.881 --> 00:04:27.223]  Most of them are nice people, but they empower this beast.
[00:04:27.223 --> 00:04:34.626]  A beast that's carrying out eugenics against them and their families at point-blank range.
[00:04:34.626 --> 00:04:40.129]  So, we'll break this down, we'll get into a bunch of financial news, serious developments there.
[00:04:41.840 --> 00:04:46.421]  We will, uh, get into a bunch of other world news.
[00:04:46.421 --> 00:04:48.382]  Stay with us, we'll be right back.
[00:04:48.382 --> 00:04:49.362]  Israel's saying the U.S.
[00:04:49.362 --> 00:04:52.823]  is getting ready to attack Iran.
[00:04:52.823 --> 00:04:54.243]  It is a big idea.
[00:04:54.243 --> 00:04:57.064]  A new world order.
[00:04:57.064 --> 00:05:01.965]  In the near future, Earth is dominated by a powerful world government.
[00:05:01.965 --> 00:05:04.785]  It's known as the Bilderberg Group.
[00:05:04.785 --> 00:05:06.946]  Could their objective be world domination?
[00:05:07.588 --> 00:05:10.753]  For thousands of years, their dark order grew.
[00:05:10.753 --> 00:05:18.084]  Now, as they hail the birth of the New World Order, their great dream of exterminating 80% of humanity is at hand.
[00:05:21.104 --> 00:05:26.548]  For the first time in history, the elite's plan for world government is blown wide open.
[00:05:26.548 --> 00:05:30.430]  You will learn the secret that drives the entire New World Order agenda.
[00:05:30.430 --> 00:05:32.992]  Build America is making great progress toward a world government.
[00:05:32.992 --> 00:05:34.153]  Most people have no idea.
[00:05:34.153 --> 00:05:34.953]  They're not after money.
[00:05:34.953 --> 00:05:36.214]  They have all the money they need.
[00:05:36.214 --> 00:05:37.195]  They're after power.
[00:05:37.195 --> 00:05:38.356]  That's what they're after these years.
[00:05:38.356 --> 00:05:47.061]  Order Endgame on DVD at PrisonPlanet.com or InfoWars.com or watch it online right now at PrisonPlanet.tv.
[00:05:47.061 --> 00:05:49.883]  Endgame, blueprint for global enslavement.
[00:05:49.883 --> 00:05:50.964]  You have been warned.
[00:05:51.984 --> 00:05:56.506]  Are you fed up with all the side effects of chemicals in your shampoos and detergents?
[00:05:56.506 --> 00:06:01.608]  Even fragrances can signal some 4,000 separate ingredients, most of which are synthetic.
[00:06:01.608 --> 00:06:03.108]  Hi folks, Alex Jones here.
[00:06:03.108 --> 00:06:06.730]  Why not go back to basics and be safe with Calbin Pure Soaps?
[00:06:06.730 --> 00:06:12.132]  They're all natural and you'll save some 85% the money you're spending for your cleaning products now.
[00:06:12.132 --> 00:06:17.914]  Marty Schachter founded Calbin Soap Company in 1947 and provided products for health institutions.
[00:06:18.254 --> 00:06:20.755]  Now, Calvin Soaps are available to you and me.
