[00:00:00.209 --> 00:00:02.770]  A killer hurricane is on the move.
[00:00:02.770 --> 00:00:11.034]  Hurricane Gustav, after leaving 71 dead in the Caribbean, is expected to cross over Cuba today, after plowing through the Cayman Islands.
[00:00:11.034 --> 00:00:15.756]  As Hurricane Gustav nears, many in New Orleans aren't waiting around to be told to leave.
[00:00:15.756 --> 00:00:20.518]  Correspondent Warren Levinson is in New Orleans, where memories of Katrina are still vivid.
[00:00:20.718 --> 00:00:26.040]  The buses are coming starting Saturday for New Orleans residents who don't have their own transportation out of the city.
[00:00:26.040 --> 00:00:32.563]  Emergency Preparedness Director Jerry Sneed figures they'll move 30,000 of the city's 310 to 340,000 residents.
[00:00:32.563 --> 00:00:36.165]  We don't want anybody left here except the first responders.
[00:00:36.165 --> 00:00:39.306]  It could strengthen to a Category 3 storm and hit the U.S.
[00:00:39.306 --> 00:00:40.827]  Gulf Coast early next week.
[00:00:40.827 --> 00:00:44.848]  A full-scale evacuation of New Orleans could come as early as Sunday.
[00:00:44.848 --> 00:00:46.029]  Warren Levinson, New Orleans.
[00:00:46.350 --> 00:00:48.959]  You're listening to IRN USA Radio News.
[00:00:52.739 --> 00:00:53.680]  Psoriasis.
[00:00:53.680 --> 00:00:59.004]  The itching, flaking, and irritation is painful, but the emotional suffering can be even more devastating.
[00:00:59.004 --> 00:01:00.164]  My body was so sore.
[00:01:00.164 --> 00:01:01.365]  My mind was so worn out.
[00:01:01.365 --> 00:01:02.646]  I could not sleep at night.
[00:01:02.646 --> 00:01:03.687]  I felt self-conscious.
[00:01:03.687 --> 00:01:05.168]  Nobody knows what that flaking is.
[00:01:05.168 --> 00:01:06.229]  And people say, ew.
[00:01:06.229 --> 00:01:07.610]  It just made me feel like you're dirty.
[00:01:07.610 --> 00:01:08.691]  I don't want people knowing I have this.
[00:01:08.691 --> 00:01:09.171]  It's embarrassing.
[00:01:09.171 --> 00:01:10.612]  Of course I felt self-conscious.
[00:01:10.612 --> 00:01:12.013]  Not very attractive to look at.
[00:01:12.013 --> 00:01:17.477]  The solution is new and improved SkinZinc Advanced, the number one OTC treatment for psoriasis.
[00:01:17.677 --> 00:01:19.758]  SkinZinc turned out to be the perfect answer.
[00:01:19.758 --> 00:01:21.720]  SkinZinc has changed my life.
[00:01:21.720 --> 00:01:24.301]  The third day, I saw that my psoriasis was disappearing.
[00:01:24.301 --> 00:01:27.383]  In one week, I noticed that the rashes on my arms were going away.
[00:01:27.383 --> 00:01:29.445]  My elbows are completely cleared up.
[00:01:29.445 --> 00:01:30.365]  You have to try it.
[00:01:30.365 --> 00:01:32.387]  SkinZinc will make your psoriasis go away.
[00:01:32.387 --> 00:01:34.308]  I think we're a SkinZinc family for life.
[00:01:47.657 --> 00:01:48.698]  Now, get relief.
[00:01:48.698 --> 00:01:49.198]  1-800-626-5198.
[00:01:49.198 --> 00:01:59.508]  Republican John McCain has selected first-term Alaska Governor Sarah Palin as his vice presidential running mate.
[00:01:59.508 --> 00:02:01.690]  Correspondent Ed Donahue has our report.
[00:02:01.690 --> 00:02:08.256]  John McCain says Sarah Palin's experience in shaking up the status quo is exactly what is needed in Washington today.
[00:02:08.396 --> 00:02:11.797]  She's not from these parts, and she's not from Washington.
