[00:00:01.677 --> 00:00:04.308]  Yeah.
[00:00:12.737 --> 00:00:25.942]  Okay, Larry Pratt and Aaron Zellman this hour will be joining us to talk about the sustained attack on the most basic of rights, the right to defend yourself from the criminal rogue government, as well as the average scumbag trying to invade your home in the middle of the night.
[00:00:26.582 --> 00:00:28.823]  Our journey towards enslavement is nearing completion.
[00:00:29.303 --> 00:00:31.444]  Fourth Amendment completely overturned and abandoned.
[00:00:32.144 --> 00:00:33.365]  First Amendment annihilated.
[00:00:33.385 --> 00:00:36.966]  They're moving forward against every one of the most basic rights.
[00:00:38.168 --> 00:00:45.212]  Here in the final days of the old republic, will we be able to have it rise again like a phoenix from the ashes?
[00:00:45.993 --> 00:00:50.015]  Or will the new technocracy of dehumanization reign supreme?
[00:00:50.775 --> 00:00:53.417]  Loaded phone lines to talk to Larry Pratt coming up in the next segment.
[00:00:53.437 --> 00:00:55.218]  We'll get to all of you on the Second Amendment.
[00:00:55.798 --> 00:00:59.440]  Finishing up with a story out of the register out of the United Kingdom.
[00:01:00.041 --> 00:01:00.881]  I experienced this.
[00:01:01.322 --> 00:01:03.143]  We'd be quietly videotaping in London
[00:01:04.103 --> 00:01:09.748]  Interviewing people on the street and cops would walk over and say, get out of here, I'm going to arrest you, no cameras, no interviews.
[00:01:10.448 --> 00:01:12.169]  And I'd say, but is there a law?
[00:01:12.189 --> 00:01:14.571]  And they'd just say, I'm putting you in the database right now.
[00:01:15.292 --> 00:01:16.993]  And I learned it was a terrorist database.
[00:01:17.774 --> 00:01:20.656]  And they hire provocateurs, that's in the news today.
[00:01:20.716 --> 00:01:24.419]  Police dress up and go to rallies and start fights to get people arrested.
[00:01:24.979 --> 00:01:26.900]  That's all admitted, mainstream news.
[00:01:26.981 --> 00:01:29.082]  And the news kind of says, maybe that's good.
[00:01:29.122 --> 00:01:31.024]  You know, maybe that's what freedom is.
[00:01:31.644 --> 00:01:32.824]  That's kind of the whole attitude.
