[00:00:00.029 --> 00:00:02.510]  This is this weekend, but some people are still protesting.
[00:00:02.530 --> 00:00:04.651]  This is the GCN Radio Network, home to hard-hitting talk radio.
[00:00:04.691 --> 00:00:05.732]  BJ Austin, Texas, it's...
[00:00:31.972 --> 00:00:34.573]  IRN USA Radio News, I'm Jody Jordan.
[00:00:34.913 --> 00:00:37.853]  Visitors to the Florida Keys are being told it's time to leave.
[00:00:38.234 --> 00:00:42.795]  Tropical storm Faye is headed their way and could be a hurricane by the time it gets there tomorrow.
[00:00:43.255 --> 00:00:46.276]  Jack Rahm is a hurricane specialist with National Weather Service.
[00:00:46.496 --> 00:00:55.718]  It looks like conditions would start to deteriorate sometime on Monday for the southern Florida peninsula and then the worst of it being Monday night into Tuesday.
[00:00:55.758 --> 00:01:00.139]  Four deaths have been blamed on the storm as it passed Haiti and the Dominican Republic.
[00:01:00.914 --> 00:01:09.280]  And French President Nicolas Sarkozy's office says he warned Russia of serious European Union consequences if they don't respect the Georgian seafire.
[00:01:09.721 --> 00:01:10.761]  Here's David Novak.
[00:01:10.882 --> 00:01:18.227]  Russian authorities have issued conflicting reports about whether Russian troops have begun to pull out of South Ossetia.
[00:01:18.347 --> 00:01:25.092]  The town of Gori still has Russian control, though the Russian presence in the town seems to have depleted somewhat.
[00:01:25.212 --> 00:01:27.234]  This is IRN USA Radio News.
[00:01:28.681 --> 00:01:29.421]  Psoriasis.
[00:01:29.622 --> 00:01:34.824]  The itching, flaking, and irritation is painful, but the emotional suffering can be even more devastating.
[00:01:34.924 --> 00:01:36.025]  My body was so sore.
[00:01:36.105 --> 00:01:37.225]  My mind was so worn out.
[00:01:37.305 --> 00:01:38.366]  I could not sleep at night.
[00:01:38.566 --> 00:01:39.586]  I felt self-conscious.
[00:01:39.606 --> 00:01:41.067]  Nobody knows what that flaking is.
[00:01:41.127 --> 00:01:43.528]  And people say, ew, it just made me feel like you're dirty.
[00:01:43.548 --> 00:01:44.589]  I don't want people knowing I have this.
[00:01:44.609 --> 00:01:45.129]  It's embarrassing.
[00:01:45.149 --> 00:01:46.470]  Of course I felt self-conscious.
[00:01:46.530 --> 00:01:47.890]  Not very attractive to look at.
[00:01:47.930 --> 00:01:53.453]  The solution is new and improved SkinZinc Advanced, the number one OTC treatment for psoriasis.
[00:01:53.473 --> 00:01:55.654]  SkinZinc turned out to be the perfect answer.
[00:01:55.694 --> 00:01:57.496]  SkinZinc has changed my life.
[00:01:57.656 --> 00:02:00.358]  The third day, I saw that my psoriasis was disappearing.
[00:02:00.378 --> 00:02:03.241]  In one week, I noticed that the rashes on my arms were going away.
[00:02:03.321 --> 00:02:05.323]  My elbows are completely cleared up.
[00:02:05.363 --> 00:02:06.244]  You have to try it.
[00:02:06.264 --> 00:02:08.206]  SkinZinc will make your psoriasis go away.
[00:02:08.326 --> 00:02:10.308]  I think we're a SkinZinc family for life.
[00:02:10.448 --> 00:02:13.911]  Call right now for your 30-day risk-free trial of SkinZinc with Hydronaut.
[00:02:13.951 --> 00:02:14.011]  1-800-626-5198.
[00:02:14.031 --> 00:02:14.351]  That's 1-800-626-5198.
[00:02:14.431 --> 00:02:15.572]  Eliminate psoriasis symptoms fast.
[00:02:15.652 --> 00:02:15.932]  Call 1-800-626-5198.
[00:02:15.972 --> 00:02:16.152]  Call now.
[00:02:16.192 --> 00:02:16.472]  Get relief.
[00:02:16.492 --> 00:02:16.552]  1-800-626-5198.
[00:02:29.065 --> 00:02:34.310]  Eight is a lucky number in China, and it's been a good one for American swimmer Michael Phelps, too.
[00:02:34.930 --> 00:02:42.878]  Phelps helped the 400-meter medley relay team to win a world record today, collecting his record eighth gold medal of the Olympics.
[00:02:43.618 --> 00:02:46.761]  Aaron Pearsall says the whole team came up big.
[00:02:46.781 --> 00:02:48.423]  That's a beautiful thing, you know.
[00:02:49.123 --> 00:02:52.785]  I'm honored to be part of this team and of course be part of what Michael's done.
[00:02:53.806 --> 00:02:55.907]  It's a great way to end our competition here.
[00:02:55.987 --> 00:02:57.107]  One of the best that our country's ever had.
[00:02:57.248 --> 00:03:02.410]  Pope Benedict says a humanitarian corridor should be established in Georgia immediately.
[00:03:02.931 --> 00:03:09.074]  He says the dead need a decent burial, the wounded need care, and people need to be able to contact loved ones.
[00:03:09.728 --> 00:03:17.993]  And an Egyptian mother of three says the newest additions to her family are very cute, though she's only seen the seven new babies on TV.
[00:03:18.413 --> 00:03:22.436]  She says she hopes to hold the septuplets and name them soon.
[00:03:22.936 --> 00:03:27.339]  For more news and analysis, log on to irnnews.com.
[00:03:30.341 --> 00:03:33.062]  This is the sound of a popular American motorcycle.
[00:03:33.683 --> 00:03:34.863]  It's the sound of freedom.
[00:03:35.203 --> 00:03:35.984]  The open road.
[00:03:36.424 --> 00:03:37.345]  Really good times.
[00:03:38.963 --> 00:03:41.784]  And this is what it sounds like with a drunk guy in it.
[00:03:44.144 --> 00:03:45.605]  How do you like the sound of that?
[00:03:45.965 --> 00:03:48.286]  Cops are cracking down on drunk motorcycle riders.
[00:03:48.586 --> 00:03:51.786]  If you ride drunk, you will get caught and you will get arrested.
[00:03:52.167 --> 00:03:53.047]  Drunk Riding.
[00:03:53.347 --> 00:03:53.967]  Over the Limit.
[00:03:54.227 --> 00:03:54.887]  Under Arrest.
[00:03:55.127 --> 00:03:56.008]  Paid for by the U.S.
[00:03:56.048 --> 00:03:57.128]  Department of Transportation.
[00:03:58.999 --> 00:04:06.125]  Barack Obama says he supports abortion rights, but the government should do more to prevent unwanted pregnancies and help new mothers.
[00:04:06.766 --> 00:04:09.689]  John McCain says a baby's rights begin at conception.
[00:04:10.169 --> 00:04:13.412]  McCain also says he's committed to getting Osama bin Laden.
[00:04:13.572 --> 00:04:19.197]  If I have to follow him to the gates of hell, I will get Osama bin Laden and bring him justice.
[00:04:19.437 --> 00:04:22.260]  The two spoke yesterday at a California megachurch.
[00:04:23.138 --> 00:04:28.921]  Israel will free about 200 Palestinian prisoners as a goodwill gesture to the Palestinian government.
[00:04:29.482 --> 00:04:38.567]  Earlier this month, Prime Minister Ehud Olmert promised Palestinian President Macbud Abbas to free some of the 11,000 Palestinians held by Israel.
[00:04:39.187 --> 00:04:48.873]  Abbas's rival, the Hamas militant group, is demanding the release of hundreds of Palestinian prisoners in exchange for a captured Israeli soldier held in the Gaza Strip.
[00:04:50.154 --> 00:04:56.779]  I'm supportive of the steps in order to build up confidence with the Palestinians.
[00:04:57.499 --> 00:05:01.222]  Of course it depends what kind of steps, how many prisoners, what kind of prisoners there are.
[00:05:01.994 --> 00:05:04.435]  And what will be the rest of the proceedings from my team and so on.
[00:05:04.615 --> 00:05:12.219]  And Olympic veteran Dara Torres has won two silver medals in the women's 50 meter freestyle in the 400 medley relay.
