[00:00:06.774 --> 00:00:07.435]  Big Brother.
[00:00:08.095 --> 00:00:09.136]  Mainstream media.
[00:00:09.857 --> 00:00:10.997]  Government cover-ups.
[00:00:11.598 --> 00:00:12.419]  You want answers?
[00:00:13.179 --> 00:00:14.080]  Well, so does he.
[00:00:14.100 --> 00:00:18.423]  He's Alex Jones on the GCN Radio Network.
[00:00:18.944 --> 00:00:22.987]  And now, live from Austin, Texas, Alex Jones.
[00:00:24.750 --> 00:00:32.137]  Later on the document, Cam, at PrisonPlanet.tv, I'll show you this headline, G20 Shaping a New World Order.
[00:00:34.038 --> 00:00:36.641]  CNN Money, that's meetings coming up this weekend.
[00:00:36.661 --> 00:00:38.402]  A lot of your phone calls.
[00:00:39.103 --> 00:00:42.966]  Jamie, Carl, Tony, Kyle, others, your calls are coming up.
[00:00:43.006 --> 00:00:44.628]  We'll have them for about the next 20-30 minutes.
[00:00:45.008 --> 00:00:49.472]  He's on a train, and he's Attorney Phil Berg.
[00:00:49.532 --> 00:00:51.053]  He was, of course, the Deputy Attorney General.
[00:00:52.248 --> 00:01:03.260]  of a major state as well, Pennsylvania, and he is the guy with Obamacrimes.com who tried to ferret out who his daddy really was, was he a U.S.
[00:01:03.781 --> 00:01:11.650]  citizen eligible to run for president, where was he really born, and they acted very suspicious and covered all of this up.
[00:01:12.648 --> 00:01:15.010]  And they also lie and say his dad wasn't a Muslim.
[00:01:15.030 --> 00:01:17.333]  Now, it's not an issue that his dad's a Muslim.
[00:01:17.613 --> 00:01:19.254]  It's that they lie about it when it's admitted.
[00:01:19.274 --> 00:01:21.196]  They lie and say he wasn't in Muslim schools.
[00:01:21.737 --> 00:01:23.098]  They lie about everything.
[00:01:23.158 --> 00:01:24.079]  Now, this guy's a puppet.
[00:01:25.300 --> 00:01:29.945]  But he certainly couldn't pass, with what we know, a security clearance.
[00:01:30.866 --> 00:01:35.090]  So I wanted to get, but he's now the President, I wanted to get Phil Berg, who's a Democrat,
[00:01:37.311 --> 00:01:37.972]  My pleasure.
[00:01:38.092 --> 00:01:39.213]  I'm speaking to you from Washington, D.C.
