[00:00:00.009 --> 00:00:04.635]  We're good to go.
[00:00:15.350 --> 00:00:19.891]  For the rest of this fourth hour, we're going to be covering eugenics.
[00:00:20.391 --> 00:00:35.294]  Coming up in 30 minutes, how the eugenicists are using the fake environmental movement to not deal with real environmental crises and problems that the elite is actually generating, like out-of-control cross-species genetic engineering, toxic waste dumping, things of that nature.
[00:00:36.594 --> 00:00:39.315]  But how they're bringing in this global carbon tax and how that fits in.
[00:00:39.335 --> 00:00:40.515]  So for about 10 minutes,
[00:00:41.933 --> 00:00:47.335]  Coming up in a half hour, Paul's going to pop in with some new developments on that front with record cold weather.
[00:00:48.756 --> 00:01:10.645]  But I wanted to, before we get into eugenics, at the start of this live hour of video at PrisonPlanet.tv, every day during the fourth hour we go live, I wanted to draw a picture for listeners out there, a very simple crude picture that describes effectively the false left-right paradigm.
[00:01:13.945 --> 00:01:26.594]  Now, in an earlier hour, I was describing how the Republican Party props up the Democratic Party, and the Democratic Party props up the Republican Party.
[00:01:28.115 --> 00:01:37.702]  If you had one of the political parties standing on its own, standing on its own,
[00:01:38.749 --> 00:01:40.851]  When the wind came along, it would just fall over.
[00:01:41.331 --> 00:01:57.502]  When pressure, revolutionary pressure from the population, not liking what's going on, or new groups wanting the power structure, which is the main source of revolution, most of it is driven by evil, just like the elite is driven by evil.
[00:01:58.543 --> 00:02:00.665]  Very rare to have an altruistic revolution.
[00:02:04.807 --> 00:02:08.050]  By itself, a single party system will fall over.
[00:02:09.540 --> 00:02:09.860]  Okay?
[00:02:10.500 --> 00:02:21.262]  But, if you take the two party systems and you lean them up against each other, this is basically the arch.
[00:02:23.223 --> 00:02:37.346]  Their force going together keeps them together and makes it become a very strong, stable platform on which they can build their hierarchical New World Order system.
[00:02:38.706 --> 00:02:38.986]  Okay?
[00:02:40.202 --> 00:02:46.365]  So the current two-party system has been dominated and bought up and controlled by the elite that sits atop it.
[00:02:47.886 --> 00:02:53.989]  Now the elite, with a one-party system, would not be balanced on top of one party.
[00:02:54.930 --> 00:02:56.631]  They would be subject to being toppled.
[00:02:59.573 --> 00:03:02.394]  Being pushed over easily.
[00:03:03.795 --> 00:03:09.298]  But, you put the two parties up against each other, they form a royal arch.
[00:03:10.987 --> 00:03:17.831]  And now, it's very hard to separate those two, because they're leaning up against each other.
[00:03:19.591 --> 00:03:20.392]  I'm running out of paper.
[00:03:20.432 --> 00:03:21.693]  Will somebody bring me another piece of paper?
[00:03:21.713 --> 00:03:24.234]  I mean, this is really simple, but I want to explain this to people.
[00:03:25.815 --> 00:03:26.635]  Here, I've got one right here.
[00:03:26.675 --> 00:03:27.015]  It's fine.
[00:03:28.736 --> 00:03:29.537]  Check it out, folks.
[00:03:31.478 --> 00:03:35.840]  Why do you see so many leftists like, who mean well, like Rage Against the Machine,
[00:03:39.861 --> 00:03:52.507]  Tom Morello, or the guy we had on yesterday, Henry Rollins, who are right on so many issues, but then believe in leftist policies.
[00:03:52.527 --> 00:03:53.828]  We need a global carbon tax!
[00:03:55.149 --> 00:03:56.610]  But there's an elite funding that.
[00:03:57.130 --> 00:03:58.050]  No, no, no, the elite!
[00:03:58.370 --> 00:04:03.573]  The big corporations are against it, because the media advertises that big corporations and oil companies are against it.
[00:04:03.873 --> 00:04:06.875]  Henry Rollins doesn't know, doesn't have the documents,
[00:04:08.988 --> 00:04:17.472]  It doesn't understand that actually that's part of a sophisticated game that, oh, the big corporations say publicly, we don't want this, it's bad, while they actually fund it.
[00:04:18.473 --> 00:04:25.516]  They know that the public's awake to the fact that they're corrupt, so the public will be fooled and go and support the agenda.
[00:04:26.177 --> 00:04:27.938]  It's, please don't throw me in the briar patch.
[00:04:27.978 --> 00:04:30.499]  It's the old briar rabbit situation.
[00:04:34.121 --> 00:04:35.782]  So that's basically what we're dealing with here.
[00:04:36.742 --> 00:04:38.143]  And so you've got both parties
[00:04:39.443 --> 00:04:43.327]  Leaning into each other, supporting the other one.
[00:04:43.667 --> 00:04:46.270]  When we come back I'll briefly finish this and I promise we're getting into eugenics.
[00:04:47.431 --> 00:04:51.415]  It's just that the Republicans' criticism of the Democrats props them up.
[00:04:51.875 --> 00:04:54.378]  The Democratic criticism of the Republicans props them up.
[00:04:54.618 --> 00:04:56.760]  It's a very simple equation.
[00:04:59.022 --> 00:05:00.764]  I'm going to skip this break for InfoWars listeners.
[00:05:02.182 --> 00:05:06.703]  Because, you know, I got Aaron in here and he's been sitting there for 20 minutes while I took calls and went into other subjects.
[00:05:06.723 --> 00:05:16.126]  And yes, your calls are coming up too, but especially for the video viewers out there on PrisonPlanet.tv and all the members that ripped this and put it all over the web, we appreciate that.
[00:05:17.766 --> 00:05:19.947]  Members just get it live and in higher quality.
[00:05:20.887 --> 00:05:22.968]  We're very thankful to PrisonPlanet.tv members.
[00:05:23.688 --> 00:05:26.929]  Let me go ahead and just explain this as simply as I can.
[00:05:27.864 --> 00:05:29.205]  Here's the political field.
[00:05:30.045 --> 00:05:32.327]  And this is where the population resides.
[00:05:33.027 --> 00:05:38.991]  And then we supposedly, through the grassroots, come up into the political party.
[00:05:40.512 --> 00:05:40.853]  Okay?
[00:05:43.534 --> 00:05:46.897]  And then they lean on each other, as I was saying earlier, and support each other.
[00:05:46.937 --> 00:05:53.401]  If they're standing alone, the pressure of revolution or of new power structures will easily topple it and blow it over.
[00:05:53.721 --> 00:05:57.364]  But leaning together, it's not going to fall down.
[00:05:58.470 --> 00:05:58.830]  Okay?
[00:05:59.711 --> 00:06:03.772]  Now, I know that's simple, but let me give you an everyday example of this.
[00:06:03.993 --> 00:06:20.060]  As I said, the left sees all of these evil mainline Republicans who we know are liars, and who the media even exposes as being liars, they see them lying about everything else, so if the Republicans come out and say, we're against a global carbon tax, well then, by God, I'm for a global carbon tax.
[00:06:21.040 --> 00:06:26.423]  And so that's how the two sides leaning up against each other
[00:06:27.509 --> 00:06:30.372]  Give the other side support.
[00:06:31.493 --> 00:06:38.360]  And so, Democrats over here, Republicans over here, Republicans attack Barack Obama.
[00:06:39.481 --> 00:06:41.844]  And then the Democrats attack John McCain.
[00:06:42.990 --> 00:06:58.125]  And then the population who's down here is trained to see John McCain as representing them personally, as being their daddy, of where their personal power comes from, of their camp, their brand name, their brand of soda, their brand of automobile, Ford or Chevy.
[00:06:58.846 --> 00:07:01.589]  And so this is a controlled paradigm.
[00:07:02.309 --> 00:07:03.270]  And so we have
[00:07:04.400 --> 00:07:24.621]  We have Republicans attacking Democrats and that's the force against them and you have Democrats attacking Republicans and that's the force against them and really it's one unit supporting themselves and containing revolution so that the people who are down here never learned that there is a world outside of
[00:07:27.461 --> 00:07:28.681]  This controlled paradigm.
[00:07:28.961 --> 00:07:45.546]  We are locked within the left-right paradigm, and then it becomes this huge pageant, this huge distraction where we analyze every facet of the two political parties, never realizing they themselves are simply a front or puppets for a larger power structure.
[00:07:46.086 --> 00:07:47.327]  Now this is incredibly simple.
[00:07:48.089 --> 00:07:49.289]  But that's how this works.
[00:07:49.529 --> 00:07:55.191]  And then the two parties can limit the issues that are debated to this control paradigm.
[00:07:55.531 --> 00:08:04.154]  They can limit the scope of differences which, if you look at it, there's almost no difference between the two.
[00:08:04.654 --> 00:08:07.635]  Instead of getting the people to look outside the box at the wider world.
[00:08:07.995 --> 00:08:08.896]  Okay, we're going back live.
[00:08:08.936 --> 00:08:09.316]  Here we go.
[00:08:10.476 --> 00:08:13.477]  It's Alex Jones and the GCN Radio Network.
[00:08:17.296 --> 00:08:19.523]  Okay, for the rest of the hour, Aaron Dyches is with us.
[00:08:20.045 --> 00:08:21.851]  We did a four-part series
[00:08:23.251 --> 00:08:29.576]  Almost a year ago on Eugenics, the history of it, how it formed, how it started up until the modern time.
[00:08:29.816 --> 00:08:37.202]  But I thought, why not drag Aaron back in today to just give a basic overview instead of you meticulously going through all the facts, the diagrams, the documents.
[00:08:37.222 --> 00:08:38.043]  We'll cover some of those.
[00:08:38.303 --> 00:08:39.404]  They're covered in Endgame.
[00:08:39.604 --> 00:08:42.146]  There's a bibliography online for the film Endgame.
[00:08:42.546 --> 00:08:45.489]  Whatistheendgame.com or endgamethemovie.com.
[00:08:45.949 --> 00:08:50.032]  For folks out there, you can see a lot of this there on the site or get the DVD and see it.
[00:08:50.733 --> 00:08:51.494]  But Aaron,
[00:08:52.234 --> 00:09:05.386]  I wanted to go over with you today, you know, just basically your view on eugenics and the scientific dictatorship because during a break I was briefly talking about the scientific dictatorship in the first hour.
[00:09:06.343 --> 00:09:10.504]  I spent about thirty minutes on it, and you're like, I can't believe more hosts don't talk about the scientific dictatorship.
[00:09:10.544 --> 00:09:16.765]  I can't believe more people aren't aware of the scientific dictatorship, because it really is the key to everything, understanding the elite.
[00:09:17.105 --> 00:09:30.148]  So, from now until the next segment, give people a basic historical rundown, what we're dealing with, the elitist mindset, how eugenics tied in perfectly with the mindset that elites and royals already had of themselves being a different breed, like
[00:09:31.388 --> 00:09:35.831]  Going back to Plato believed, engineering, breeding the population.
[00:09:36.491 --> 00:09:43.355]  Break it down for us, just a basic overview today because this really is what governs our entire planet and it deserves more discussion.
[00:09:44.073 --> 00:09:52.515]  Well, eugenics, by definition, was the whole movement to control human breeding, according to supposedly scientifically crafted elite minds.
[00:09:53.015 --> 00:09:59.376]  And it fits in perfectly well with the way world government and control of societies in the 20th century took place, too.
[00:09:59.456 --> 00:10:03.077]  It's all about engineered society, engineered populations.
[00:10:03.637 --> 00:10:11.259]  And the whole idea is that we, the general public, cannot see above the threshold to make proper decisions, so they have to be made for us.
[00:10:11.559 --> 00:10:14.642]  And again, we see that at every level of left-to-right control paradigm.
[00:10:14.842 --> 00:10:35.920]  They're always trying to shorten the horizon, bring in the blinders, bring people into a very small, looking at the world through a straw, instead of, in a big panoramic view, limiting the data, limiting the terms to where people stay in their parties, stay in their racial groups, stay in their regional groups, and then they can play us off against each other using basic psychology.
[00:10:36.480 --> 00:10:55.111]  Yeah, that's really interesting that you put it that way, actually, because from Edward Bernays to Carol Quigley, all the way up to Ray Kurzweil in the modern day, and also Brzezinski in the 70s, they've all used the same basic metaphor of shrinking time and space throughout the 20th century being the reason we have to have this world government.
[00:10:55.131 --> 00:10:56.352]  And that's what Orwell says.
[00:10:56.392 --> 00:11:02.576]  He says we're going to destroy the language, shrink it down, limit its use, where you can't physically communicate with people.
[00:11:02.856 --> 00:11:09.441]  And due to planes, trains, automobiles, instant communication, we couldn't possibly escape, you know, world political control.
[00:11:09.481 --> 00:11:11.983]  We can't possibly escape total domination.
[00:11:12.664 --> 00:11:20.030]  And it's just disgusting because everything they've engineered has turned out to be a fraud, a hoax, or just otherwise malignant.
[00:11:20.190 --> 00:11:24.053]  I mean, everything they've scientifically engineered has only brought us down, really.
[00:11:25.014 --> 00:11:30.178]  While it may be genius in a pure research sense, it really hasn't helped human beings as a whole.
[00:11:30.546 --> 00:11:36.250]  Well, I mean, it's a religion of greediness and control and domination, taking control of the species.
[00:11:36.931 --> 00:11:48.239]  Which is fair enough to argue may be human nature, but, you know, the whole eugenics is built on... Well, they also say it's human nature for us to be evil and greedy, so we're going to fully embrace it.
[00:11:48.619 --> 00:11:50.020]  And that's why we're so strong.
[00:11:50.320 --> 00:11:50.941]  You're weak.
[00:11:50.981 --> 00:11:52.442]  You have these moral conventions.
[00:11:52.802 --> 00:11:54.143]  But it's wrong from the basis.
[00:11:54.203 --> 00:12:02.330]  I mean, if that's human nature based on evolution, then humans steering human evolution is never going to craft a better human.
[00:12:02.750 --> 00:12:05.652]  I mean, if they really wanted to improve the human race, it would be freedom.
[00:12:05.833 --> 00:12:07.034]  But that's not what they're doing.
[00:12:07.354 --> 00:12:14.680]  Because when you read into their deeper documents that they sell the lower eugenicists on making a better society, they really admit it's about dumbing down their competition.
[00:12:15.086 --> 00:12:15.687]  Yeah, certainly.
[00:12:17.110 --> 00:12:21.397]  And you can see that in the parable of Huxley's Brave New World.
[00:12:22.159 --> 00:12:23.361]  I mean, it's pretty straightforward.
[00:12:24.022 --> 00:12:24.503]  Continue!
[00:12:27.133 --> 00:12:33.658]  Yeah, I mean, going along with the engineered society, I think propaganda kind of parallels the eugenics thing as well.
[00:12:35.359 --> 00:12:43.004]  Edward Bernays talked about regimenting the public mind every bit as much as an army regiments their bodies, and that's the same thing they wanted to do.
[00:12:43.044 --> 00:12:45.406]  They wanted to regiment human breeding with eugenics.
[00:12:46.087 --> 00:12:47.608]  But it's all about society control.
[00:12:47.668 --> 00:12:49.429]  I mean, we had to look at this in the 20th century
[00:12:51.070 --> 00:12:52.351]  Panorama overview.
[00:12:52.391 --> 00:12:53.712]  And that's why the elites are in control.
[00:12:53.772 --> 00:12:55.434]  They're into engineering things.
[00:12:55.454 --> 00:12:58.837]  They're into master planning, and they're master planning your minds.
[00:12:59.177 --> 00:13:04.582]  And by you being taught to deny that, it's like a child, you know, denying that walking down the street can get him killed.
[00:13:05.002 --> 00:13:10.547]  You deny your personal power and your destiny to be involved in the direction of the planetary development.
[00:13:12.789 --> 00:13:13.550]  Yeah, I agree.
[00:13:13.570 --> 00:13:15.792]  Continue, you've got a lot of quotes and articles there.
[00:13:17.291 --> 00:13:28.017]  Well, one of the things I hadn't discovered at the time of the making of Endgame, which is when I got into reading all this stuff, I know a lot of our listeners have known about this for a long time, is what a great example H.G.
[00:13:28.057 --> 00:13:32.860]  Wells is of both the quest for world government and eugenics.
[00:13:33.480 --> 00:13:37.843]  And he was, of course, a protege of the Darwin and Galton family.
[00:13:38.443 --> 00:13:39.404]  He was trained by them.
[00:13:40.224 --> 00:13:40.484]  I think?
[00:14:02.792 --> 00:14:07.254]  In the name of crafting a utopia, it's just detrimental to human nature.
[00:14:07.274 --> 00:14:07.855]  Well, let's be clear.
[00:14:07.875 --> 00:14:08.335]  The H.G.
[00:14:08.375 --> 00:14:13.357]  Wells is actually embraced by the Zionists and many others, because they admire the model of eugenics.
[00:14:14.018 --> 00:14:17.699]  They just think they are... all these groups think they are the God-man.
[00:14:17.759 --> 00:14:25.223]  They all think, you know, the black liberation folks think they're the God-man, the Zionists think they're the God-man, the Nazis think they're the God-man, continue.
[00:14:26.001 --> 00:14:30.686]  Yeah, but it's really just domination by elites at the end of the day.
[00:14:31.606 --> 00:14:40.595]  Just as in propaganda, we're controlled by an elite at the top, now we're supposed to have science crafting us and steering human breeding.
[00:14:41.756 --> 00:14:42.457]  It's just disgusting.
[00:14:43.458 --> 00:14:45.860]  It's a separation of the species, as they write about.
[00:14:45.900 --> 00:14:48.963]  And they're also teaching us that we don't have free will, which we clearly do.
[00:14:49.843 --> 00:14:59.692]  And our quote, higher mindset or spirit, whatever you want to call it, the higher attributes of man versus the more bestial and low.
[00:15:00.713 --> 00:15:05.538]  But they tell us every day and everywhere, men's fidelity controlled by cheating genetics.
[00:15:06.926 --> 00:15:10.807]  Well, I mean, they claim gambling is genetic.
[00:15:10.867 --> 00:15:16.168]  No, it's somebody who gets into the risk-taking and who wasn't taught that was dangerous and who didn't stay away from it.
[00:15:16.408 --> 00:15:21.590]  So they tell parents, don't try to keep your kids away from gambling, or don't tell them that cheating is wrong because it will ruin your children's lives.
[00:15:22.830 --> 00:15:26.571]  No, just say it's okay and it's my genetics, so I'm going to do it.
[00:15:27.091 --> 00:15:33.355]  Yeah, well, gambling, just like all the rest of this, is playing into a controlled paradigm, which is what I'm most offended by, really.
[00:15:33.375 --> 00:15:34.356]  It's the manipulation.
[00:15:34.836 --> 00:15:40.300]  Going into a situation thinking you have free will and an equal shot when it's really rigged stakes.
[00:15:40.380 --> 00:15:41.341]  The odds are rigged.
[00:15:41.961 --> 00:15:42.902]  Yeah, we can get back to that.
[00:15:42.942 --> 00:15:45.043]  Go ahead.
[00:15:50.587 --> 00:15:51.428]  Well, yeah, I think it's a...
[00:15:53.373 --> 00:15:54.374]  It's a controlled paradigm.
[00:15:55.196 --> 00:15:56.878]  You've got hundreds of articles there you printed off.
[00:15:56.938 --> 00:16:00.022]  I mean, just your overall view on this, what you've discovered.
[00:16:00.062 --> 00:16:05.449]  We were talking behind the scenes about how real this is, how this is all the elite talks about continually.
[00:16:05.469 --> 00:16:06.571]  This is the real world.
[00:16:07.032 --> 00:16:08.614]  And the general public isn't even aware of it.
[00:16:09.360 --> 00:16:25.450]  Well, I think in the larger scheme, eugenics came through Malthus, and then later through the Darwins, and I think that was partially paralleled with the Industrial Revolution displacing the value of human labor, you know, dehumanizing humans itself.
[00:16:25.930 --> 00:16:29.032]  And I think the new revolution... And making humans a bad thing!
[00:16:29.997 --> 00:16:31.078]  Yeah, absolutely.
[00:16:31.098 --> 00:16:38.481]  I mean, you know, debasing us down to just raw material so the elites morally could feel good about what they're doing.
[00:16:39.362 --> 00:16:40.883]  I mean, these are competing ideologies.
[00:16:40.923 --> 00:16:43.884]  Why do the Darwinists seek to discredit and destroy Christianity?
[00:16:43.944 --> 00:16:45.165]  I'm not weighing in on the debate.
[00:16:45.585 --> 00:16:46.566]  I'm saying, why do they seek?
[00:16:46.606 --> 00:16:49.427]  Because they are overthrowing an existing religion.
[00:16:49.767 --> 00:16:53.009]  Why does Scientology seek to overthrow psychiatry?
[00:16:53.469 --> 00:16:56.231]  Because they are seeking to overthrow that religion.
[00:16:56.251 --> 00:16:58.132]  And it is a religion, both of them are.
[00:16:58.652 --> 00:17:02.714]  So you always have the new, in a revolutionary way, trying to overthrow the old.
[00:17:02.734 --> 00:17:13.759]  Well, I think that's true, but I think in terms of the human pyramid, just as the Industrial Revolution displaced human labor, Bertrand Russell talks about that and the impact of science on society.
[00:17:14.119 --> 00:17:20.322]  Today, with the technological revolutions and the information revolutions, it's an even greater displacement of human values.
[00:17:20.342 --> 00:17:23.464]  And they say this over and over again, they say, whereas before life was cheap,
[00:17:24.224 --> 00:17:25.025]  And blood was cheap.
[00:17:25.085 --> 00:17:26.326]  Now you're a liability.
