[00:00:00.029 --> 00:00:01.890]  In studio with us for the next 52 minutes is George Butler.
[00:00:01.910 --> 00:00:06.114]  I might even keep it a little bit longer when Peter Schiff
[00:00:22.646 --> 00:00:29.752]  One of Ron Paul's top financial advisors, market advisors, joins us in the fourth hour today.
[00:00:29.812 --> 00:00:35.156]  I will continue with calls later in this hour on The Economy at 1-800-259-9231.
[00:00:36.277 --> 00:00:40.340]  We are streaming live right now at PrisonPlanet.tv.
[00:00:40.380 --> 00:00:44.623]  That will also be archived for PrisonPlanet.tv members as it is each and every day.
[00:00:45.504 --> 00:00:52.848]  Don't forget we have the free podcast now for about a year and a half at InfoWars.com with a whole show every day to your MP3 or iPod.
[00:00:53.388 --> 00:01:00.572]  Now with over 80,000 people downloading that a day and growing, so that is also exciting.
[00:01:01.312 --> 00:01:05.356]  I wanted to go back to Ted Anderson just briefly.
[00:01:05.576 --> 00:01:10.700]  Ted, I wanted to get your comment on the financial terrorism with the Federal Reserve.
[00:01:10.920 --> 00:01:17.946]  Ted Anderson, of course, at Minus Resources, watching the metals commodity markets closely there on the inside of it.
[00:01:18.747 --> 00:01:20.108]  I mean, this was so clear.
[00:01:20.188 --> 00:01:21.389]  Terrorizing the public.
[00:01:21.429 --> 00:01:23.651]  The Congress saying, if you don't pass this, there'll be a depression.
[00:01:23.972 --> 00:01:25.813]  They say no Monday, four days ago.
[00:01:26.173 --> 00:01:26.694]  It plunges.
[00:01:27.674 --> 00:01:30.516]  $1,200,000,000 in one day, terrorizing the public.
[00:01:30.876 --> 00:01:39.300]  The President's Plunge Protection Team didn't prop it up that day, and then the public still isn't acquiescing, but the Senate passes it, the House set to pass it today or tomorrow.
[00:01:39.920 --> 00:01:41.161]  Ted Anderson, your take on that?
[00:01:41.621 --> 00:01:44.222]  Oh yeah, and it probably will pass tomorrow.
[00:01:44.262 --> 00:01:50.125]  When it does, just hold on to your hat, because there's going to be so much new currency coming into the system through that Federal Reserve System.
