[00:00:00.865 --> 00:00:02.626]  Government cover-ups.
[00:00:02.626 --> 00:00:04.206]  You want answers?
[00:00:04.206 --> 00:00:05.747]  Well, so does he.
[00:00:05.747 --> 00:00:09.948]  He's Alex Jones on the GCN Radio Network.
[00:00:09.948 --> 00:00:19.952]  And now, live from Austin, Texas, Alex Jones.
[00:00:19.952 --> 00:00:21.652]  Standby, ladies and gentlemen.
[00:00:21.652 --> 00:00:27.554]  Global transmission against tyranny now commencing.
[00:00:27.554 --> 00:00:28.955]  T-minus ten seconds.
[00:00:35.490 --> 00:00:37.611]  It is the 20th day of March 2008.
[00:00:37.611 --> 00:00:41.952]  We're going to be live here for the next three hours.
[00:00:41.952 --> 00:00:55.295]  The head financial writer for the London Guardian, the largest paper in England and Europe, will be joining us as he is now exposing the fact that this is an engineered collapse and fraud going on within the banking system.
[00:00:55.295 --> 00:00:56.415]  Then Aubrey de Grey.
[00:00:56.415 --> 00:00:58.535]  We only had him on about 30 minutes last week.
[00:00:58.535 --> 00:01:01.416]  He'll be on with us a full hour today to talk about
[00:01:02.219 --> 00:01:16.924]  The true development of life extension technologies, and how far along it really is, and how that ties into the elite, and how they wish to suppress these technologies from the public getting access to them.
[00:01:16.924 --> 00:01:29.368]  So that is coming up with Andre de Grey in the second hour, and then we will go to Tibet again, or from the border of Tibet from India, where the exiled government is, and the chairman of the head
[00:01:31.343 --> 00:01:37.188]  of the major human rights organization for the Tibetan people.
[00:01:37.188 --> 00:01:39.970]  Ugen Tenzin, who joined us on Monday.
[00:01:39.970 --> 00:01:42.812]  Big developments in Tibet.
[00:01:42.812 --> 00:01:44.573]  Very important broadcast today.
[00:01:44.573 --> 00:01:51.218]  I mean, I have maybe a show every month or two that has this much news and info, and I've got to cover it.
[00:01:51.218 --> 00:01:53.760]  It's all too incredible.
[00:01:53.760 --> 00:01:56.162]  Drinkers face drug checks.
[00:01:58.274 --> 00:02:04.259]  So see, now when you go to have a drink, it's not just thumb scan, face scan, some bars gotta take a microchip to get in.
[00:02:04.259 --> 00:02:04.920]  I'm not kidding.
[00:02:04.920 --> 00:02:06.821]  If you didn't hear about that, check into it.
[00:02:06.821 --> 00:02:10.484]  Now, all over England, they want to make you do a drug check.
[00:02:10.484 --> 00:02:15.649]  So all part of being guilty until proven innocent, we'll be breaking that down.
[00:02:15.649 --> 00:02:20.533]  Of course, they're putting two-year-olds into probation in England.
[00:02:20.533 --> 00:02:22.835]  If their parents have criminal records saying it's genetic,
[00:02:23.416 --> 00:02:30.838]  In Texas, they say they put more than two-thirds of foster kids on drugs because they are genetically deficient.
[00:02:30.838 --> 00:02:32.518]  Just out of the blue, they just say it.
[00:02:32.518 --> 00:02:37.099]  Oh, we're killing you, poisoning you because you're genetically deficient.
[00:02:37.099 --> 00:02:39.180]  We'll be going over that today.
[00:02:39.180 --> 00:02:48.822]  I have now read the White House briefing, the brief to the Supreme Court saying you have no Second Amendment right and that all of your guns can be confiscated.
[00:02:51.744 --> 00:02:59.209]  I spent hours and hours last night reading Gunners of America's brief to the Supreme Court, the Justice Department brief from the White House.
[00:02:59.209 --> 00:03:07.335]  Of course, two nights ago I read the entire 90-plus pages of their oral arguments, what the Supreme Court justices had to say.
