[00:00:00.009 --> 00:00:01.130]  We're good to go.
[00:00:18.792 --> 00:00:19.913]  It is Friday.
[00:00:19.913 --> 00:00:26.639]  Very important broadcast lined up for you today on this 16th day of May 2008.
[00:00:26.639 --> 00:00:29.842]  Live for the next four hours, Aaron Zellman.
[00:00:30.703 --> 00:00:54.405]  The head of Jews and Preservation of Firearms ownership will be joining us to talk about all of the massive gun control attacks at the state, local, federal level that are taking place and to go back to the historic example of citizens standing up to tyranny and that was the Battle of Athens that happened when a bunch of World War II vets got tired of a boss hog type police department in Tennessee and took over.
[00:00:54.405 --> 00:00:55.827]  Celica Stillo will be popping in
[00:00:57.099 --> 00:01:00.541]  Former DEA agent, former, of course, Sheriff's Deputy.
[00:01:00.541 --> 00:01:04.504]  Before that, Army sniper in Vietnam, highly decorated.
[00:01:04.504 --> 00:01:15.611]  He'll be joining us to talk about the Houston Chronicle's headline that U.S.-trained Mexican troops are attacking the U.S.
[00:01:15.611 --> 00:01:19.314]  Now, Selly told you this three years ago here on air.
[00:01:20.530 --> 00:01:25.131]  And he said federal prosecutors tell him, to his face, we're going to get you for this.
[00:01:25.131 --> 00:01:27.752]  And they did set him up and he is facing prison time.
[00:01:27.752 --> 00:01:30.833]  But we wrote articles at PrisonPlanet.com and Infowars.net.
[00:01:30.833 --> 00:01:32.353]  I looked it up last night.
[00:01:32.353 --> 00:01:39.936]  Three years ago, three years ago, Celica Stillo told you this on air.
[00:01:39.936 --> 00:01:41.376]  He told you on this show
[00:01:42.119 --> 00:01:50.842]  Four years ago, they were using Latin American death squads, tens of thousands of them in Iraq, to carry out extermination ops against Iraqis.
[00:01:50.842 --> 00:02:01.465]  The army that will take you to FEMA camps, that will break you and your family up, is going to be largely Latin American.
[00:02:01.465 --> 00:02:06.667]  Now, it's in the Houston Chronicle yesterday, I saw it last night, my mouth just hung open, that, oh yeah, the U.S.
[00:02:06.667 --> 00:02:09.308]  trained these people, but they're claiming, oh, they got away from them.
[00:02:10.034 --> 00:02:19.741]  When you hear about Bush wanting to give $146 billion to the quote, Mexican government to fight drugs and terror, that means to expand the cadres.
[00:02:19.741 --> 00:02:21.903]  So that's the hitman they use.
[00:02:21.903 --> 00:02:23.384]  And they're broken up in sectors.
[00:02:23.384 --> 00:02:30.409]  They got Mexican hit teams from Illinois, Indiana, Kansas, Missouri, Oklahoma, right down into Texas.
[00:02:30.409 --> 00:02:32.231]  That's the main operation zone.
[00:02:32.231 --> 00:02:35.113]  And Mexican troops are not just killing
[00:02:36.178 --> 00:02:39.119]  Other drug dealers that don't pay the cut into the government, into the U.S.
[00:02:39.119 --> 00:02:41.099]  government, into the CIA.
[00:02:41.099 --> 00:02:46.060]  They're now killing political dissidents, newspaper reporters, and others.
[00:02:46.060 --> 00:02:55.122]  By the way, I was driving into work and saw Nortino 1490, new Austin station, and it said the station of the race in Spanish.
[00:02:55.122 --> 00:03:02.803]  Googled that ten minutes ago when I got into the office, as I get ready at my home for the show, and it turned out there's Nortinos all over Texas.
[00:03:03.724 --> 00:03:12.547]  And, uh, went to their sub-website and it is the mission of the RAZA to dominate El Norte and take over the North.
[00:03:12.547 --> 00:03:19.048]  So, command ops under control of the globalist, uh, just mechanized forces.
[00:03:19.048 --> 00:03:28.071]  The mindless idiot public sucking their thumbs, having no idea what's going on as the plan of San Diego continues and expands its operational directives.
[00:03:29.898 --> 00:03:34.441]  You just can't explain this to the thumb-sucking yuppies that know it all, though.
[00:03:34.441 --> 00:03:38.744]  So we'll be going over that for you as well.
[00:03:38.744 --> 00:03:45.449]  The radio stations around here are named The Invader, Nortino, and Raza.
[00:03:45.449 --> 00:03:47.611]  They've got stations just called Raza.
[00:03:47.611 --> 00:03:55.076]  That's in the extra 18-minute minifilm that's on Endgame, Blueprint for Global Enslavement.
[00:03:55.076 --> 00:03:57.158]  Everyone needs to see that 18-minute film.
[00:03:58.576 --> 00:04:03.739]  Where, uh, they, you have the plan of San Diego to kill all white males 16 and older.
[00:04:03.739 --> 00:04:09.282]  And re-educate all other whites and blacks.
[00:04:09.282 --> 00:04:11.243]  And, uh, I have to read it on vans.
[00:04:11.243 --> 00:04:11.923]  I have to read.
[00:04:11.923 --> 00:04:13.004]  I have to.
[00:04:13.004 --> 00:04:15.385]  And I'm bad and evil because I don't want to die.
[00:04:15.385 --> 00:04:16.545]  And I have my son murdered.
[00:04:16.545 --> 00:04:19.487]  Uh, so, uh, this is our country.
[00:04:19.487 --> 00:04:20.467]  This is what we are.
[00:04:20.467 --> 00:04:21.288]  This is who we are.
[00:04:21.288 --> 00:04:25.210]  And if you fight back against Los Zetas, CIA commandos, it's over for you.
[00:04:26.212 --> 00:04:28.594]  They love their Latin death squads.
[00:04:28.594 --> 00:04:30.415]  God, they love them.
[00:04:30.415 --> 00:04:33.757]  They love them so much, it's just sick.
[00:04:33.757 --> 00:04:37.239]  This is us turning into a third world country.
[00:04:37.239 --> 00:04:40.582]  Our police behave just like Mexican police now.
[00:04:40.582 --> 00:04:44.324]  Guatemalan police, Nicaraguan, El Salvadoran.
[00:04:44.324 --> 00:04:47.306]  Our journey into bondage is just beginning.
[00:04:47.306 --> 00:04:48.127]  We'll be right back.
[00:04:54.335 --> 00:04:55.756]  It is a big idea.
[00:04:55.756 --> 00:04:58.578]  A New World Order.
[00:04:58.578 --> 00:05:03.080]  In the near future, Earth is dominated by a powerful world government.
[00:05:03.080 --> 00:05:06.302]  It's known as the Bilderberg Group.
[00:05:06.302 --> 00:05:09.104]  Could their objective be world domination?
[00:05:09.104 --> 00:05:12.286]  For thousands of years, their dark order grew.
[00:05:12.286 --> 00:05:19.591]  Now, as they hail the birth of the New World Order, their great dream of exterminating 80% of humanity is at hand.
[00:05:22.623 --> 00:05:28.067]  For the first time in history, the elite's plan for world government is blown wide open.
[00:05:28.067 --> 00:05:31.949]  You will learn the secret that drives the entire New World Order agenda.
[00:05:31.949 --> 00:05:34.511]  Build America is making great progress toward a world government.
[00:05:34.511 --> 00:05:35.672]  Most people have no idea.
[00:05:35.672 --> 00:05:36.452]  They're not after money.
[00:05:36.452 --> 00:05:37.733]  They have all the money they need.
[00:05:37.733 --> 00:05:38.714]  They're after power.
