[00:00:00.029 --> 00:00:01.309]  We're good.
[00:00:32.031 --> 00:00:32.791]  Get informed.
[00:00:33.211 --> 00:00:34.152]  Be responsible.
[00:00:34.452 --> 00:00:35.172]  Use protection.
[00:00:35.292 --> 00:00:37.993]  Call Planned Parenthood at 1-800-230-PLAN.
[00:00:38.973 --> 00:00:41.154]  Planned Parenthood Administration.
[00:00:41.214 --> 00:00:41.794]  This is Lisa.
[00:00:41.954 --> 00:00:42.874]  And who am I speaking with now?
[00:00:42.994 --> 00:00:43.955]  My name is Lisa Hutton.
[00:00:44.575 --> 00:00:44.955]  Lisa Hutton.
[00:00:44.995 --> 00:00:45.715]  What's your position?
[00:00:46.155 --> 00:00:47.256]  Administrative Assistant.
[00:00:47.456 --> 00:00:47.836]  Okay.
[00:00:48.696 --> 00:00:51.297]  When I underwrite abortion, does that apply to minorities too?
[00:00:52.817 --> 00:00:58.579]  If you specifically want it to underwrite an abortion for a minority person, you can target it that way.
[00:00:58.999 --> 00:01:01.060]  You can specify that that's how you want it spent.
[00:01:01.838 --> 00:01:07.465]  Okay, yeah, because there's definitely way too many black people in Ohio, so I'm just trying to do my part.
[00:01:08.626 --> 00:01:09.407]  Okay, whatever.
[00:01:09.868 --> 00:01:11.610]  Well, blacks especially need abortions, too.
[00:01:12.591 --> 00:01:13.852]  So, that's what I'm trying to do.
[00:01:15.114 --> 00:01:17.176]  Well, for whatever reason, we'll accept the money.
[00:01:17.537 --> 00:01:18.298]  Okay, great.
[00:01:23.375 --> 00:01:24.075]  On a black baby?
[00:01:24.516 --> 00:01:25.016]  Yes.
[00:01:25.076 --> 00:01:27.557]  They've been calling Planned Parenthood all over the nation.
[00:01:27.657 --> 00:01:29.398]  It's all some kind of horrible hoax.
[00:01:29.598 --> 00:01:30.158]  I don't know what.
[00:01:30.258 --> 00:01:32.059]  It's all a preposterous notion.
[00:01:32.299 --> 00:01:35.160]  We could face some challenges from, like, ACLU.
[00:01:35.320 --> 00:01:37.561]  And I want to make sure I don't leave anything out.
[00:01:37.701 --> 00:01:45.825]  I guess if you sent the money with a letter saying, specifying just exactly which groups you want, or which groups you want this money to be used for... I can't answer your question.
[00:01:45.885 --> 00:01:47.006]  It's a strange time for sure.
[00:01:47.206 --> 00:01:50.148]  I mean, I'm just in amazement.
[00:01:50.168 --> 00:01:51.930]  My name is Autumn.
[00:01:52.070 --> 00:01:53.531]  I'm the Director of Development.
[00:02:14.389 --> 00:02:18.673]  Thank you for calling Planned Parenthood of Idaho's administration and education offices.
[00:02:19.194 --> 00:02:23.318]  If you're calling to make a donation, please dial 1-3 and speak with Autumn.
[00:02:24.939 --> 00:02:26.481]  Your call is being transferred.
[00:02:27.001 --> 00:02:27.242]  Autumn.
[00:02:30.385 --> 00:02:31.586]  Good afternoon, this is Autumn.
[00:02:32.286 --> 00:02:32.827]  Hello, Autumn.
[00:02:32.847 --> 00:02:34.669]  I'm interested in making a donation today.
[00:02:35.735 --> 00:02:38.538]  What about abortions for the underprivileged minority groups?
[00:02:38.678 --> 00:02:39.418]  Oh, absolutely.
[00:02:39.458 --> 00:02:42.561]  We have, in fact, wonderful, fantastic news.
[00:02:42.601 --> 00:02:46.664]  We just received a very generous donation to our Women in Need Fund.
[00:02:47.125 --> 00:02:47.645]  Wonderful.
[00:02:47.905 --> 00:02:51.609]  I want to specify that abortion to help a minority group.
[00:02:51.729 --> 00:02:52.630]  Would that be possible?
[00:02:52.850 --> 00:02:54.371]  Like the black community, for example?
[00:02:54.771 --> 00:02:55.232]  Certainly.
[00:02:56.076 --> 00:03:02.379]  Okay, so the abortion could be, you know, I could give money specifically for a black baby.
[00:03:02.419 --> 00:03:03.840]  That would be the purpose.
[00:03:04.180 --> 00:03:05.501]  Yeah, absolutely.
[00:03:05.621 --> 00:03:17.927]  If you wanted to designate that you wanted your gift to be used to help an African American woman in need, then we would certainly make sure that that gift was earmarked specifically for that purpose.
[00:03:18.007 --> 00:03:19.948]  Great, because I really face trouble with
[00:03:20.834 --> 00:03:21.134]  Absolutely.
[00:03:21.154 --> 00:03:22.135]  Oh, always, always.
[00:03:22.195 --> 00:03:22.475]  Absolutely.
[00:03:40.966 --> 00:03:43.988]  He's trying to get into colleges and he'll be applying.
[00:03:44.588 --> 00:03:48.371]  We're just really big.
[00:03:50.332 --> 00:03:53.094]  He's really faced troubles with affirmative action.
[00:03:54.275 --> 00:03:57.397]  We're going to play the rest of this later.
[00:03:57.578 --> 00:03:59.459]  Obviously this has been out for three or four months.
[00:04:00.059 --> 00:04:03.762]  It's so old hat to me that I have blind spots.
[00:04:03.782 --> 00:04:05.423]  I have to watch my own blind spots.
[00:04:05.463 --> 00:04:06.084]  We all do.
[00:04:06.644 --> 00:04:07.945]  It's finally getting traction.
[00:04:07.985 --> 00:04:09.026]  It's finally coming out.
[00:04:09.731 --> 00:04:14.332]  They, a student group, randomly called seven different out of a list of hundreds.
[00:04:15.072 --> 00:04:18.113]  They randomly chose seven different Planned Parenthoods.
[00:04:18.153 --> 00:04:19.313]  They all said the same thing.
[00:04:19.713 --> 00:04:21.054]  Giggling, snickering.
[00:04:21.574 --> 00:04:22.834]  Oh, absolutely.
[00:04:22.854 --> 00:04:26.535]  It's all about killing Blackie.
[00:04:27.895 --> 00:04:29.555]  It's so liberal.
[00:04:30.096 --> 00:04:32.296]  It's so sweet.
[00:04:33.036 --> 00:04:36.137]  And of course, you'll never hear Barack Obama criticize it.
[00:04:37.837 --> 00:04:38.798]  No, no.
[00:04:38.858 --> 00:04:47.505]  There'll be lots of yelling and screaming about black pride, but at the end of the day, they know who they work for.
[00:04:47.525 --> 00:04:50.308]  We'll cover this and a lot more.
[00:04:50.328 --> 00:04:51.849]  Huge transmission today.
[00:04:51.909 --> 00:04:53.190]  Stay with me.
[00:04:54.231 --> 00:04:55.632]  It is a big idea.
[00:04:55.652 --> 00:04:57.754]  A new world order.
[00:04:58.474 --> 00:05:02.718]  In the near future, Earth is dominated by a powerful world government.
[00:05:03.456 --> 00:05:06.119]  It's known as the Bilderberg Group.
[00:05:06.179 --> 00:05:08.402]  Put their objective being world domination.
[00:05:08.963 --> 00:05:11.405]  For thousands of years, their dark order grew.
[00:05:12.146 --> 00:05:19.475]  Now, as they hail the birth of the New World Order, their great dream of exterminating 80% of humanity is at hand.
[00:05:22.486 --> 00:05:27.449]  For the first time in history, the elite's plan for world government is blown wide open.
[00:05:27.950 --> 00:05:31.412]  You will learn the secret that drives the entire New World Order agenda.
[00:05:31.812 --> 00:05:34.294]  Build America is making great progress toward a world government.
[00:05:34.374 --> 00:05:35.535]  Most people have no idea.
[00:05:35.555 --> 00:05:36.295]  They're not after money.
[00:05:36.315 --> 00:05:37.376]  They have all the money they need.
[00:05:37.596 --> 00:05:38.337]  They're after power.
[00:05:38.577 --> 00:05:39.417]  That's what I have to do, sir.
[00:05:39.738 --> 00:05:47.983]  Order Endgame on DVD at PrisonPlanet.com or InfoWars.com or watch it online right now at PrisonPlanet.tv.
[00:05:48.443 --> 00:05:51.225]  Endgame, blueprint for global enslavement.
