[00:00:00.549 --> 00:00:02.291]  Government cover-ups.
[00:00:02.291 --> 00:00:03.892]  You want answers?
[00:00:03.892 --> 00:00:05.433]  Well, so does he.
[00:00:05.433 --> 00:00:09.635]  He's Alex Jones on the GCN Radio Network.
[00:00:09.635 --> 00:00:13.698]  And now, live from Austin, Texas, Alex Jones.
[00:00:29.614 --> 00:00:33.296]  Well, we have a very special broadcast lined up for you today.
[00:00:33.296 --> 00:00:42.061]  Pentagon survivor April Gallup will be joining us in the fourth hour today from 2 to 3 o'clock Central Standard Time, 3 to 4 p.m.
[00:00:42.061 --> 00:00:44.703]  Eastern.
[00:00:44.703 --> 00:00:49.826]  We have Bob Chapman coming up and joining us in the third hour.
[00:00:49.826 --> 00:00:52.648]  The International Forecaster to spend an hour with us and break down
[00:00:53.976 --> 00:01:00.522]  What appears to be the beginning of what is being called the Greater Depression.
[00:01:00.522 --> 00:01:19.478]  Financial forecasters, economists are calling this the Greater Depression because of the numbers we're dealing with and the lack of sophistication of the average American investor, the fact that we are in urban settings and not in rural so that when things collapse
[00:01:20.527 --> 00:01:26.970]  It will be complete and total bedlam when the credit cards stop working, when the welfare checks stop coming.
[00:01:26.970 --> 00:01:28.190]  And that's by design.
[00:01:28.190 --> 00:01:29.331]  All of this is by design.
[00:01:29.331 --> 00:01:31.592]  We have the documents, we have the proof, we have the facts.
[00:01:31.592 --> 00:01:35.673]  We'll be going over that today.
[00:01:35.673 --> 00:01:40.315]  And yes, David Icke will be on the show in T-minus one hour.
[00:01:40.315 --> 00:01:43.957]  I may even get him on a little bit earlier, but he's coming on for one hour today.
[00:01:45.970 --> 00:01:50.452]  David Icke is a icon in the awakening movement, the truth movement, whatever you want to call it.
[00:01:50.452 --> 00:01:51.473]  Love him, hate him.
[00:01:51.473 --> 00:01:53.314]  He cannot be ignored.
[00:01:53.314 --> 00:02:07.120]  And we always enjoy a visit with him, so he'll be joining us for one hour to talk about his view on the financial collapse, which he's been predicting for over a decade, knowing that the ruling elite through the banking system have openly said they're planning to do this.
[00:02:07.120 --> 00:02:10.242]  Just like Napoleon, when Napoleon fell, what the Rothschilds did in 1815.
[00:02:10.242 --> 00:02:14.164]  And I'll be talking about that today.
[00:02:17.170 --> 00:02:25.296]  So, big show, David Icke, April Gallup, and of course, Bob Chapman, and some surprise guests we're working on today, tomorrow, maybe next week.
[00:02:25.296 --> 00:02:30.240]  Some really big guests lined up for the show in the next few weeks, that's guaranteed.
[00:02:30.240 --> 00:02:40.328]  We like to surprise you with big guests, kind of like we're surprising everybody with David Icke today, one of the more popular guests out there.
[00:02:40.328 --> 00:02:41.489]  Really serious news!
[00:02:43.121 --> 00:02:51.269]  Words cannot properly, or in an ample way, describe what we're dealing with here, and there's so many facets to all this.
[00:02:51.269 --> 00:03:01.299]  I'm going to get into the economy after the break, but later in this hour, Brigade Homeland tour starts October 1st in the U.S.
[00:03:01.299 --> 00:03:04.482]  And in this Army Times report, it's chilling.
[00:03:05.430 --> 00:03:09.011]  They say they hope the army won't have to shoot Americans.
[00:03:09.011 --> 00:03:13.073]  They say they've been touring in Iraq and that now that'll be their job here.
[00:03:13.073 --> 00:03:22.837]  And in between microwave guns and less lethal weapons that they talk about, they say, well, the military, regular army, will be out helping
[00:03:24.062 --> 00:03:25.803]  The police in auto accidents.
[00:03:25.803 --> 00:03:27.705]  See, that's how they ease it in.
[00:03:27.705 --> 00:03:33.829]  It's like, oh, the army now helps for wrecks instead of a fire truck and a police car, too.
[00:03:33.829 --> 00:03:34.470]  The U.S.
[00:03:34.470 --> 00:03:35.611]  Army's here!
[00:03:35.611 --> 00:03:39.974]  And then, oh, they're just on the streets helping with car wrecks.
[00:03:39.974 --> 00:03:43.717]  So, not a bang, but a whimper, the Republic dies.
[00:03:43.717 --> 00:03:47.920]  Just suddenly, there's stormtroopers all around, battle-hardened.
[00:03:47.920 --> 00:03:50.522]  They're rotating them out of Iraq.
[00:03:50.522 --> 00:03:52.423]  This brigade, and it's the first of many.
[00:03:52.423 --> 00:03:53.364]  It's the 3rd Infantry.
[00:03:54.747 --> 00:03:57.688]  First, B.C.T.
[00:03:57.688 --> 00:03:59.629]  An entire brigade!
[00:03:59.629 --> 00:04:20.876]  Now, and they start mentioning all the classified brigades that we covered in 1998, 1999, 2000, when we were freaking out on air going, my god, we've got the secret documents, we've got Marine Corps captains, we've got emergency managers, we've got police chiefs, there's a secret military takeover of the U.S.
[00:04:20.876 --> 00:04:21.256]  happening.
[00:04:22.648 --> 00:04:23.909]  People said, oh, really, where is it?
[00:04:23.909 --> 00:04:24.730]  Where are the FEMA camps?
[00:04:24.730 --> 00:04:25.931]  Where's the mass roundups?
[00:04:25.931 --> 00:04:30.414]  We said, no, no, it'll come after staged terror attacks and then an economic collapse.
[00:04:30.414 --> 00:04:32.115]  We laid out exactly what they're doing.
[00:04:32.115 --> 00:04:32.356]  Why?
[00:04:32.356 --> 00:04:34.777]  Because they state what they're going to do.
[00:04:34.777 --> 00:04:36.098]  They don't even veil it anymore.
[00:04:36.098 --> 00:04:39.401]  So, the United States is now being invaded by the U.S.
[00:04:39.401 --> 00:04:41.303]  military.
[00:04:41.303 --> 00:04:45.286]  I told you, it's not Afghanistan or Iraq or even Iran that are the prize.
[00:04:45.286 --> 00:04:46.787]  It's the U.S.
[00:04:46.787 --> 00:04:50.710]  The United States is under invasion by its own military.
[00:04:53.194 --> 00:04:55.316]  May I have everybody's attention, please?
[00:04:55.316 --> 00:04:57.918]  I've come with a message of information.
[00:04:57.918 --> 00:05:00.020]  9-11 was an inside job.
[00:05:00.020 --> 00:05:01.601]  Do you like being a puppet, sir?
[00:05:01.601 --> 00:05:03.283]  Do you like being a puppet for the New World Order?
