[00:00:16.224 --> 00:00:18.425]  Waging war on corruption.
[00:00:18.805 --> 00:00:24.146]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[00:00:29.307 --> 00:00:33.328]  Ladies and gentlemen, this is going to be one of the most important broadcasts we've ever engaged in.
[00:00:34.168 --> 00:00:43.910]  We are seeing true communist Chinese style, or Nazi style, police state behavior in the UK, where Tommy Robinson, frequent guest of this show,
[00:00:44.890 --> 00:00:52.575]  Has been disappeared, given a 13-month sentence in one hour, and there's a national ban on talking about it.
[00:00:53.136 --> 00:00:57.859]  And I've talked to scores of reporters and others who are afraid to even come on air.
[00:00:58.019 --> 00:01:04.244]  Fox News then talked to his lawyer who said, I can't tell you I'll be arrested.
[00:01:05.051 --> 00:01:06.832]  What was Tommy Robinson reporting on?
[00:01:07.373 --> 00:01:12.156]  Giant confirmed child kidnapping rings nationwide.
[00:01:12.817 --> 00:01:20.903]  But then, yesterday, as I saw hundreds of articles about it, late at night, by the morning time they were all disappeared, including U.S.
[00:01:21.403 --> 00:01:24.886]  news stories denoticed by the British government.
[00:01:25.486 --> 00:01:26.747]  That's why this is so huge.
[00:01:26.807 --> 00:01:28.909]  Then, Roger Stone joins us.
[00:01:31.653 --> 00:01:34.494]  To break the biggest Mueller news yet.
[00:01:34.574 --> 00:01:36.955]  He is going to break exclusive news here.
[00:01:37.735 --> 00:01:43.337]  He believes he may be arrested or grabbed anytime starting tomorrow for the next two weeks.
[00:01:43.377 --> 00:01:49.138]  But he's been told, you make up stuff about Trump, you roll on Trump, or you are going to be destroyed.
[00:01:49.599 --> 00:01:51.399]  He will be joining us in the second hour.
[00:01:51.439 --> 00:01:54.240]  There's so much more Chinese ships.
[00:01:54.680 --> 00:02:01.523]  Came into the South China Sea, the most navigated area in the world, like a giant superhighway of the ocean, and said, we own this.
[00:02:01.663 --> 00:02:02.424]  All ships out.
[00:02:02.804 --> 00:02:04.505]  You must have our authorization to come in.
[00:02:05.065 --> 00:02:05.325]  U.S.
[00:02:05.365 --> 00:02:06.046]  ships went in.
[00:02:06.086 --> 00:02:09.487]  The Chinese threatened to attack them today, but they backed down.
[00:02:09.527 --> 00:02:11.868]  But China said, we vow retaliation.
[00:02:12.389 --> 00:02:14.050]  This is unbelievable.
[00:02:14.630 --> 00:02:18.452]  So this is just an incredible time to be alive to show what the appeasement of our government's done.
[00:02:18.472 --> 00:02:21.013]  Now, here's part of a Mike Cernovich video.
[00:02:21.353 --> 00:02:22.634]  He caught this early in the morning.
[00:02:23.484 --> 00:02:24.766]  Before they deleted the articles.
[00:02:25.587 --> 00:02:35.620]  Because at first you'd click through and it'd say, de-notice or depending on the publication, Sky Television, Breitbart, you name it, it would just say, oops, an error.
[00:02:36.261 --> 00:02:37.583]  So it all disappeared.
[00:02:37.603 --> 00:02:38.704]  This is proof.
[00:02:38.804 --> 00:02:39.666]  People didn't believe me.
[00:02:40.246 --> 00:02:48.312]  On Monday morning when I was tweeting that there was a denotice out, they have that in England, banning news reportage or citizens talking about news.
[00:02:48.372 --> 00:02:54.657]  It's beyond Communist China and it's expanded and expanded and expanded from court gags to total gags.
[00:02:54.877 --> 00:02:58.700]  Here's part of that video that he dubbed the scariest thing you'll see today.
[00:02:59.380 --> 00:03:07.106]  I say this whole move of tyranny is one of the scariest things you'll see this year or in your lifetime if we don't turn this around.
[00:03:07.286 --> 00:03:08.047]  Here's part of that report.
[00:03:08.683 --> 00:03:10.684]  So what's going on here?
[00:03:11.384 --> 00:03:17.586]  If you go into Google News and you type in Tommy Robinson, you can find out there's all these articles written about him.
[00:03:19.807 --> 00:03:22.307]  When you click on it, there's now a reporting ban.
[00:03:23.708 --> 00:03:25.969]  You are not allowed to report.
[00:03:26.869 --> 00:03:29.310]  Look, this is not like a one-off thing here, right?
[00:03:30.050 --> 00:03:32.911]  Let's open RT, Breitbart.
[00:03:35.478 --> 00:03:37.979]  Birmingham Live has got to steal the record.
[00:03:38.019 --> 00:03:43.741]  Let's just go see one by one.
[00:03:44.101 --> 00:03:43.741]  404.
[00:03:44.121 --> 00:03:47.042]  404.
[00:03:46.762 --> 00:03:47.042]  Oops.
[00:03:49.603 --> 00:03:49.863]  Oops.
[00:03:51.763 --> 00:03:53.224]  It got to itself going to Google News.
[00:03:53.784 --> 00:03:55.765]  So here, we'll just show you how to do it.
[00:03:55.805 --> 00:04:01.967]  Just go to... Just go to Google News, type in... Tommy Robinson.
[00:04:04.661 --> 00:04:11.528]  Alright, he goes on for another three minutes breaking it down.
[00:04:11.588 --> 00:04:13.009]  I retweeted it, real Alex Jones.
[00:04:13.309 --> 00:04:15.451]  Now, if you're watching us on TV, you can see this.
[00:04:15.872 --> 00:04:17.013]  DrudgeReport.com.
[00:04:17.553 --> 00:04:20.556]  Oh look, he's got articles about Tommy Robinson.
[00:04:20.656 --> 00:04:23.639]  Activist Tommy Robinson arrested outside UK court.
[00:04:23.959 --> 00:04:25.761]  Jailed for 13 months on the same day.
[00:04:26.181 --> 00:04:28.463]  Third link, judge orders media blackout.
[00:04:28.564 --> 00:04:28.864]  Boom.
[00:04:29.164 --> 00:04:29.705]  Fox News.
[00:04:31.049 --> 00:04:31.910]  Fox News, folks.
[00:04:32.810 --> 00:04:34.171]  Something has gone wrong.
[00:04:34.611 --> 00:04:38.754]  It seems you clicked on a bad link and stumbled upon a 404 error.
[00:04:39.914 --> 00:04:41.455]  So now that's been taken down.
[00:04:41.475 --> 00:04:47.519]  Then they reposted it, but obviously to another link not on servers available in the UK.
[00:04:47.579 --> 00:04:50.521]  They somehow geolocated it or geoblocked it.
[00:04:50.581 --> 00:04:59.126]  This is happening everywhere in live time, and it's all coming up today as the censorship in the West goes into overdrive.
[00:05:01.912 --> 00:05:03.874]  Frank in North Carolina, thanks for holding so long.
[00:05:03.954 --> 00:05:04.314]  Go ahead.
[00:05:04.594 --> 00:05:06.796]  Yeah, Alec, I just have to say something, man.
[00:05:06.816 --> 00:05:09.818]  It seems like every time I turn on your broadcast, you're bragging.
[00:05:10.679 --> 00:05:11.780]  It just gets old, man.
[00:05:12.100 --> 00:05:13.821]  I'm gonna shut you down right now, okay?
[00:05:14.522 --> 00:05:16.603]  We're taking calls about your nomination.
[00:05:16.843 --> 00:05:20.846]  Do you understand they're having congressional hearings trying to shut us down?
[00:05:20.867 --> 00:05:23.348]  Do you understand I'm ringing the alarm?
[00:05:24.169 --> 00:05:26.491]  If that was happening to anybody else, I'd be freaked out.
[00:05:26.851 --> 00:05:27.972]  I mean, what's it gonna take?
[00:05:28.212 --> 00:05:29.093]  Us being shut down?
[00:05:29.333 --> 00:05:30.354]  Is that what you want, Frank?
[00:05:30.794 --> 00:05:31.834]  You know what, Alex?
[00:05:31.874 --> 00:05:32.995]  Hey, put him on pause again!
[00:05:33.235 --> 00:05:33.795]  Hey, Frank!
[00:05:34.055 --> 00:05:39.417]  Do you understand it's not bragging to say, we are the tip of the spear, we're under attack, we need your help.
[00:05:39.737 --> 00:05:44.019]  As much bagging as I do, we can barely pay the bills and grow in the face of this.
[00:05:44.239 --> 00:05:47.120]  I'm not gonna just stop growth and let them start pushing us backwards.
[00:05:47.380 --> 00:05:47.760]  You understand?
[00:05:47.840 --> 00:05:49.120]  I need your help, Frank!
[00:05:49.480 --> 00:05:50.641]  I need your help, Frank!
[00:05:51.621 --> 00:05:56.523]  Go to Infowarsstore.com right now and help fund the Infowars.
[00:05:57.503 --> 00:05:58.183]  Do you understand?
[00:05:58.203 --> 00:05:59.384]  I need your help, Frank!
[00:06:05.419 --> 00:06:07.181]  There's a need for a new world order.
[00:06:08.282 --> 00:06:14.409]  But it has different characteristics in different parts of the world.
[00:06:15.811 --> 00:06:22.078]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[00:06:41.087 --> 00:06:53.794]  There's a point where you put the frog in the pot of water, and at first it's cold and nice, and then the temperature slowly, incrementally, the successive approximation goes up.
[00:06:55.435 --> 00:07:03.220]  And once the frog gets to, you know, 104 degrees or so, like a hot tub, it tends to pass out.
[00:07:04.181 --> 00:07:15.728]  It tends to go into a trance and then it never wakes up and ends up as frog legs on somebody's Louisiana or Mississippi or South Texas Cajun plate.
[00:07:17.949 --> 00:07:29.376]  And America and Europe and Australia and Canada are now deep, deep into censorship, deep into globalist control.
[00:07:30.865 --> 00:07:33.407]  And the level is just getting more and more intense every day.
[00:07:33.427 --> 00:07:40.491]  We're seeing some of the death struggles of nationalist and populist movements and the Trump movement here in this country.
[00:07:46.035 --> 00:07:52.820]  The globalists believe, but then,
[00:07:55.120 --> 00:08:01.125]  If we decide to actually take our culture back and realize just how serious the threat is, this won't be our death throes.
[00:08:06.630 --> 00:08:09.373]  This will be our rebirth.
[00:08:15.418 --> 00:08:16.179]  Now, that said,
[00:08:24.392 --> 00:08:34.797]  I'm trying to pick my words here as judiciously as I can, because I really want to be calm about this.
[00:08:37.198 --> 00:08:53.245]  But when you see somebody like Tommy Robinson, who 11 years ago was the first person to expose Muslim grooming and mass sex trafficking rings, that we know are run in Africa, the Middle East, and Central Asia, and are part and parcel
[00:08:54.315 --> 00:08:55.775]  of that Stone Age culture.
[00:08:57.276 --> 00:09:13.120]  There have been slave caravans and slave women and slave children being sold for 6,000 plus years of recorded history in North Africa, in the Middle East, and in Central Asia.
[00:09:13.580 --> 00:09:15.880]  By the way, there are other cultures were selling slaves as well.
[00:09:16.440 --> 00:09:18.861]  It's just those cultures never came up
[00:09:20.663 --> 00:09:20.863]  to the
[00:09:38.140 --> 00:09:40.121]  Recruited and then put into sex slavery by age 9, 10, 11.
[00:09:41.381 --> 00:09:50.265]  And if the parents, the poor parents, get up and say no, the police come and set them up and arrest them and have CPS, Child Protective Services, take their children.
[00:09:50.845 --> 00:09:52.946]  They're now having parliamentary hearings on this.
[00:09:53.406 --> 00:10:05.931]  So they could cover it up for decades, but because of Tommy Robinson breaking the ice, blowing a hole in the lie, being put in prison for a year, five years ago over this,
