[00:00:06.448 --> 00:00:08.591]  Waging war on corruption.
[00:00:09.112 --> 00:00:14.239]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[00:00:32.950 --> 00:00:37.693]  17 years ago, jetliners crashed into the World Trade Center towers 1 and 2.
[00:00:38.614 --> 00:00:43.156]  Building 7, later that day, was destroyed in a controlled demolition.
[00:00:44.117 --> 00:00:46.038]  We were there, live on air, covering it.
[00:00:47.059 --> 00:00:54.903]  What an incredible time in history as we remember all those poor souls that died and the great heroes that tried to save so many.
[00:00:55.103 --> 00:00:56.644]  They rushed in when others rushed out.
[00:00:58.365 --> 00:00:59.746]  We should honor them today, and we will be.
[00:01:01.252 --> 00:01:02.833]  And of course, history.
[00:01:04.474 --> 00:01:10.897]  Happening now, the stars aligning, only 56 days out from the most historic election in world history.
[00:01:10.917 --> 00:01:12.237]  I've been saying that for over a year.
[00:01:12.697 --> 00:01:17.820]  Now you see Obama saying it, Hillary saying it, the Globalists saying it, because it's a referendum on their world government.
[00:01:18.940 --> 00:01:20.641]  And a referendum on internet censorship.
[00:01:21.262 --> 00:01:22.462]  And incredible crackdowns.
[00:01:22.562 --> 00:01:25.183]  And Amazon now banning hundreds of books.
[00:01:27.184 --> 00:01:30.226]  That's right, we've got an article on Infowars.com, it's on DrudgeReport.com.
[00:01:31.698 --> 00:01:43.158]  We're a popular dating guide book that tells guys to be cocky and alpha male, which is how you do get the most women, if that's what you're looking for.
[00:01:45.376 --> 00:01:46.777]  The problem will then be getting rid of them.
[00:01:47.998 --> 00:01:48.798]  I'm not trying to be mean.
[00:01:49.399 --> 00:01:58.104]  But it teaches guys that have been shut-ins their whole lives how to be more confident and just basic mammal mating tactics.
[00:01:58.564 --> 00:01:59.945]  Nine of his books are banned in one day.
[00:02:00.306 --> 00:02:05.849]  But it's a bunch of other conservatives and nationalists and people criticizing Islam, they're all being banned as well.
[00:02:06.349 --> 00:02:08.211]  It's just that they're not getting any attention when it happens.
[00:02:09.955 --> 00:02:10.375]  It's on.
[00:02:10.455 --> 00:02:11.316]  And of course his crime?
[00:02:11.716 --> 00:02:13.877]  Well, his book was going towards number one.
[00:02:13.938 --> 00:02:14.418]  His new book.
[00:02:14.698 --> 00:02:15.719]  The first day it went on sale.
[00:02:15.879 --> 00:02:22.243]  So Paul Watson will interview that gentleman coming up today in the fourth hour.
[00:02:22.403 --> 00:02:25.885]  So look for that at InfoWars.com and NewsWars.com.
[00:02:26.245 --> 00:02:27.166]  Now the really big news.
[00:02:28.947 --> 00:02:30.708]  We've got the anniversary of 9-11.
[00:02:31.708 --> 00:02:34.630]  We've got Iranian sleeper cells threatening to launch new attacks in the U.S.
[00:02:34.650 --> 00:02:35.871]  and that's a real terror group.
[00:02:36.732 --> 00:02:37.172]  We've got
[00:02:40.339 --> 00:02:42.361]  Looming war with Syria and U.S.
[00:02:42.401 --> 00:02:44.543]  bombardments that are going on and not even getting any attention.
[00:02:45.003 --> 00:02:46.564]  We've got 56 days out from the election.
[00:02:46.664 --> 00:02:47.845]  All the intensifying censorship.
[00:02:48.126 --> 00:02:49.827]  But what's the big enchilada?
[00:02:51.448 --> 00:02:56.272]  Well, the Department of Energy and the nuclear regulatory agencies have come out.
[00:02:56.312 --> 00:02:58.314]  We have a detailed report coming out at noon.
[00:02:58.374 --> 00:03:01.917]  And Mike Adams, the engineer, will be joining us with maps and more.
[00:03:02.398 --> 00:03:06.261]  Hurricane Florence could threaten 10 nuclear power facilities.
[00:03:08.186 --> 00:03:11.448]  And we know that we have some of the most aging nuclear plants in the world.
[00:03:12.189 --> 00:03:15.491]  There are 467 nuclear power plants.
[00:03:15.531 --> 00:03:19.233]  There are several hundred other experimental plants, two of which are in Austin.
[00:03:20.154 --> 00:03:21.975]  And many of them are old and rotting.
