[00:00:07.600 --> 00:00:09.781]  Waging war on corruption.
[00:00:10.201 --> 00:00:15.524]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[00:00:15.804 --> 00:00:18.726]  And now, your host, Owen Troyer.
[00:00:21.594 --> 00:00:27.860]  Robert Mueller is the unelected, unofficial president of the Deep State and the Democrat Party.
[00:00:28.801 --> 00:00:29.402]  He's rogue.
[00:00:29.522 --> 00:00:30.403]  He's out of control.
[00:00:30.503 --> 00:00:35.027]  He's doing anything and everything he can to try to destroy President Donald Trump and this country.
[00:00:35.368 --> 00:00:37.590]  Here's Alex Jones breaking it down.
[00:00:39.249 --> 00:00:48.119]  Congressman Schiff, taking over the Intelligence Committee of the House on January 2nd, says Trump may face, quote, real prospect of jail time.
[00:00:48.339 --> 00:00:54.546]  There's a very real prospect that on the day Donald Trump leaves office, the Justice Department may indict him.
[00:00:55.106 --> 00:00:59.711]  That he may be the first president in quite some time to face the real prospect of jail time.
[00:01:00.011 --> 00:01:00.952]  And, ABC NBC.
[00:01:02.127 --> 00:01:05.312]  President Trump's inevitable impeachment by the Dems.
[00:01:05.733 --> 00:01:11.283]  Are we going to hear more of this in January now from leading Democrats that maybe there are impeachable offenses here?
[00:01:11.966 --> 00:01:24.129]  I think it's inevitable, and in fact I think there's going to be a point where House Democrats are going to feel as if, if they don't open an impeachment inquiry over what they've seen so far, then what would be the trigger?
[00:01:24.769 --> 00:01:31.630]  If Congress at all wants to be a watchdog for the executive branch, I think it's inevitable.
[00:01:31.870 --> 00:01:37.672]  So look, I think it's inevitable that an impeachment inquiry is going to get open, and as Jerry Nadler says, that doesn't mean they will end up impeaching him.
[00:01:38.772 --> 00:01:41.954]  But I think the investigation is going to open sooner rather than later.
[00:01:41.974 --> 00:01:43.095]  They at least have to go there.
[00:01:43.275 --> 00:01:54.183]  Jerry Nadler saying, if the campaign finance case as laid out by prosecutors is true, Mr. Trump would be likely to meet the criteria for an impeachable offense.
[00:01:54.343 --> 00:01:59.807]  And he said he would instruct his committee to investigate when he takes over in January.
[00:01:59.847 --> 00:02:02.929]  So I do think things have moved since last Friday.
[00:02:03.169 --> 00:02:06.992]  As we have said, the president is moving into a perilous period.
[00:02:08.371 --> 00:02:18.936]  They said during the campaign they weren't going to do that because Americans wouldn't have supposedly voted for Democrats in the midterms, but oh, now they are because they're desperate to cover up their own crimes.
[00:02:18.996 --> 00:02:23.518]  Meanwhile, Trump has accurately tweeted that Comey lied to Congress.
[00:02:23.578 --> 00:02:30.361]  Comey told Congress, here's the big one of the 245 occasions that he lied that Trump's talking about.
[00:02:30.401 --> 00:02:32.202]  The big one that's ironclad.
[00:02:33.311 --> 00:02:38.172]  Is Comey saying, I've never leaked and I don't know anyone that's leaked to the media.
[00:02:39.153 --> 00:02:47.235]  And it turned out he was the chief leaker, but he went, well, I, I gave the information to give it to the press, to a professor.
[00:02:49.235 --> 00:02:49.956]  Who would then give it to him?
[00:02:50.436 --> 00:02:57.938]  Oh, oh, so I'm a drug dealer and I give them the, um, suitcase full of cocaine.
[00:02:58.925 --> 00:03:04.388]  And then my dealer goes and sells it to somebody I'm not involved in the cocaine dealing.
[00:03:04.948 --> 00:03:07.030]  Balderdash, BS, baloney.
[00:03:07.910 --> 00:03:10.952]  And it goes on and on and on.
[00:03:10.972 --> 00:03:14.514]  And to watch the corporate press try to cover it up, it is just mind-blowing.
[00:03:14.594 --> 00:03:21.258]  And two years in, $33 million in, and just this fake investigation, and they have
[00:03:22.523 --> 00:03:27.247]  People pleading guilty for not paying taxes for taxi cab services that Trump has nothing to do with in New York.
[00:03:27.767 --> 00:03:31.190]  Michael Cohen, who did a 180 once they busted him, and other crap like that.
[00:03:31.270 --> 00:03:34.432]  I mean, this is incredibly ridiculous.
[00:03:35.673 --> 00:03:38.896]  For two years, they've been telling President Trump, oh, you're not the target, sir.
[00:03:39.436 --> 00:03:41.618]  We know you're not involved in Russiagate.
[00:03:42.779 --> 00:03:43.819]  In fact, there's nothing there.
[00:03:44.360 --> 00:03:51.886]  But they're just doing their investigation, even though it's all about some people brought in by Hillary and Obama when you were president-elect.
[00:03:53.004 --> 00:03:54.504]  They were panicking, what were they gonna do?
[00:03:56.305 --> 00:03:59.266]  They'd been in bed with Russia, they'd been in bed with China, they'd sold the nation out.
[00:03:59.686 --> 00:04:03.307]  They're the folks that say having a nation's bad, that America existing.
[00:04:03.567 --> 00:04:05.488]  America was never great, it'll never be great!
[00:04:05.748 --> 00:04:06.868]  Governor Cuomo in New York!
[00:04:08.069 --> 00:04:10.169]  We're not gonna make America great again.
[00:04:10.189 --> 00:04:12.210]  It was never that great.
[00:04:15.931 --> 00:04:18.752]  We have not reached greatness.
[00:04:20.112 --> 00:04:21.973]  We will reach greatness.
[00:04:23.191 --> 00:04:27.353]  When every American is fully engaged.
[00:04:28.073 --> 00:04:30.594]  Just look at the crazed look of Schiff.
[00:04:30.614 --> 00:04:38.118]  You know, Schiff and Alexander Cortez, you're not just waiting for a weird moment to grab a screenshot that isn't honest.
[00:04:38.538 --> 00:04:42.099]  They always have that power-mad lunatic look in their eye.
[00:04:45.021 --> 00:04:45.521]  And now...
[00:04:46.775 --> 00:05:00.948]  Today, Trump has been wild on Twitter, letting you know that he knows, and he figured it out a while ago, but he's now letting you know that he knows the Russia investigation, Russia collusion investigation was fake from the very beginning.
[00:05:03.191 --> 00:05:09.094]  In a time where your body is constantly under attack by outside toxins, irregularity can be a nightmare.
[00:05:09.314 --> 00:05:15.497]  That's why InfoWars Life created Regulize Complete to relieve intestinal issues in a gentle way.
[00:05:15.818 --> 00:05:18.299]  Often a result of poor diet and lifestyle habits.
