[00:00:08.752 --> 00:00:13.975]  Ladies and gentlemen, this is obviously a very important live Global Sunday transmission.
[00:00:16.176 --> 00:00:20.179]  The last three quarters of the broadcast will be live.
[00:00:21.288 --> 00:00:28.433]  But I am taping this right now with Andrew Torba because he's got to go back into meetings with the FBI and the Justice Department.
[00:00:28.954 --> 00:00:31.215]  So again, this is a live Sunday show, but this is taped.
[00:00:31.716 --> 00:00:33.057]  I'll be live in studio in 30 minutes.
[00:00:33.517 --> 00:00:40.322]  Andrew Torba is the head of GAB, the only independent free speech major social network out there that's gotten any traction.
[00:00:40.542 --> 00:00:41.763]  There's some other groups coming online.
[00:00:41.783 --> 00:00:42.944]  We're very supportive of everybody.
[00:00:42.964 --> 00:00:44.865]  I think Andrew Torba is a good guy.
[00:00:44.905 --> 00:00:45.526]  He's free speech.
[00:00:46.186 --> 00:00:48.067]  And you saw the terrible events in
[00:00:48.928 --> 00:00:52.611]  Pittsburgh, Pennsylvania yesterday that are immediately being blamed on the First Amendment.
[00:00:53.231 --> 00:00:53.931]  I'm being blamed.
[00:00:53.951 --> 00:00:55.312]  Donald Trump's mainly being blamed.
[00:00:55.653 --> 00:00:58.735]  And they're trying to now totally no platform.
[00:01:00.518 --> 00:01:02.239]  Gab.com.
[00:01:02.319 --> 00:01:11.222]  So, very powerful interview that I just taped with him that we're going to air on the other side of this quick break.
[00:01:11.743 --> 00:01:23.027]  Show that the person that's actually been accused, the person that's being lied about, the person that they're saying is guilty for all this, gets to speak up for himself.
[00:01:23.507 --> 00:01:24.168]  Think about that.
[00:01:25.908 --> 00:01:29.250]  When they deplatformed me and then lied and said that I'm calling for violence against the media.
[00:01:29.906 --> 00:01:32.829]  Well, when they say that Trump says all Mexicans are criminals, they never show the clip.
[00:01:33.910 --> 00:01:38.374]  And then they say, oh, Andrew Torba and Gabb allowed this Nazi on there to plan all this and do all this.
[00:01:38.674 --> 00:01:40.015]  None of that's on the account.
[00:01:40.996 --> 00:01:41.777]  We have copies of it.
[00:01:42.357 --> 00:01:47.322]  It's been since taken down, and the FBI has it, but he didn't make any threats on there.
[00:01:47.522 --> 00:01:49.764]  He said four minutes before he went in, I'm going in.
[00:01:50.705 --> 00:01:51.346]  Going into what?
[00:01:51.386 --> 00:01:51.966]  Confront people?
[00:01:53.561 --> 00:01:57.363]  We're not even clear if the police would have known about that, if they would have responded to the term, I'm going in.
[00:01:57.503 --> 00:01:59.684]  Maybe they would have, but there's always been evil.
[00:01:59.704 --> 00:02:00.904]  There's always been murders in the world.
[00:02:00.924 --> 00:02:01.865]  There's always been bad things.
[00:02:01.885 --> 00:02:03.886]  There's suicide bombings every day in the Middle East.
[00:02:04.286 --> 00:02:05.446]  They don't have free speech over there.
[00:02:06.267 --> 00:02:08.168]  They don't have a right to keep and bear arms in most countries over there.
[00:02:08.488 --> 00:02:11.269]  And they're much more violent, much more out of control than we are.
[00:02:11.549 --> 00:02:13.270]  Look at Mexico, highest crime rate in the world.
[00:02:14.570 --> 00:02:18.672]  200,000 dead just the last few years of civilians in Mexico.
[00:02:19.553 --> 00:02:20.613]  No free speech, really.
[00:02:21.133 --> 00:02:22.094]  No Second Amendment.
[00:02:23.063 --> 00:02:26.486]  They've got a police state in place, and the police state makes them not safe.
