[00:00:06.394 --> 00:00:08.535]  Waging war on corruption.
[00:00:09.035 --> 00:00:14.257]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[00:00:16.818 --> 00:00:24.381]  Well, here we are.
[00:00:24.621 --> 00:00:28.083]  It's the last live Sunday broadcast of 2018.
[00:00:28.143 --> 00:00:28.863]  December.
[00:00:33.086 --> 00:00:33.506]  30th 2018.
[00:00:33.806 --> 00:00:47.195]  This incredible year is about to give up the ghost and plunge into history.
[00:00:47.215 --> 00:00:48.856]  And then 2019 looms.
[00:00:50.397 --> 00:00:56.301]  Not on the horizon, but one inch from our face.
[00:00:57.422 --> 00:00:58.362]  What does it hold?
[00:00:58.482 --> 00:00:59.623]  What were the biggest stories?
[00:00:59.663 --> 00:01:01.965]  What was most important in this year?
[00:01:02.065 --> 00:01:02.365]  And what
[00:01:03.303 --> 00:01:05.684]  is coming in the next year.
[00:01:07.044 --> 00:01:15.087]  I'm Alex Jones, your host, hated by the vampire establishment for one reason.
[00:01:16.808 --> 00:01:26.011]  I love life and I love competition and I aim to stop them with your help and I'm not afraid of them.
[00:01:27.392 --> 00:01:29.393]  I've already calculated every possible
[00:01:30.478 --> 00:01:34.160]  Permutation of persecution and already accepted it.
[00:01:35.761 --> 00:01:37.882]  Though I do feel guilty for doing even that.
[00:01:43.665 --> 00:01:53.229]  David Knight, who is such a hard-working, smart, informed jewel of a person, had a pretty serious heart attack last night.
[00:01:55.771 --> 00:01:59.993]  And it's rough going in the hospital right now here in Austin, Texas.
[00:02:03.092 --> 00:02:10.513]  I met with him on Thursday, and he was really concerned about the country, and really took all of it on.
[00:02:11.954 --> 00:02:16.295]  And I told him, I said, you need to take some time off, buddy.
[00:02:19.475 --> 00:02:20.775]  His skin was ash white.
[00:02:21.156 --> 00:02:22.176]  He's lost a lot of weight.
[00:02:23.416 --> 00:02:28.237]  He gets ready for four or five hours every day before a show, and studies for three or four hours after that.
[00:02:29.364 --> 00:02:31.945]  There's nothing I've researched he doesn't already know about.
[00:02:31.965 --> 00:02:33.845]  I mean, let me tell you, this guy's like a monk.
[00:02:34.786 --> 00:02:37.626]  And I said, you need to take off.
[00:02:39.747 --> 00:02:40.807]  He got too close to this.
[00:02:41.708 --> 00:02:42.968]  He stared into the abyss too long.
[00:02:43.928 --> 00:02:49.650]  Well, basically, without getting too many details, turns out he's had heart blocks for a while, probably had a heart attack before, didn't even know about it.
[00:02:50.430 --> 00:02:53.671]  And he's got some big, serious procedures tomorrow morning to go under.
