[00:00:05.774 --> 00:00:06.414]  Big Brother.
[00:00:07.074 --> 00:00:08.135]  Mainstream media.
[00:00:08.835 --> 00:00:09.936]  Government cover-ups.
[00:00:10.616 --> 00:00:11.396]  You want answers?
[00:00:12.177 --> 00:00:13.077]  Well, so does he.
[00:00:13.737 --> 00:00:17.479]  He's Alex Jones on the GCN Radio Network.
[00:00:17.919 --> 00:00:22.001]  And now, live from Austin, Texas, Alex Jones.
[00:00:31.941 --> 00:00:32.962]  Hello, my friends.
[00:00:33.102 --> 00:00:44.190]  It is Tuesday, the 22nd day of November 2005, as we accelerate towards Thanksgiving coming up this Thursday.
[00:00:45.071 --> 00:00:45.992]  Well, the end of the year.
[00:00:46.092 --> 00:00:47.493]  Christmas is right up ahead.
[00:00:48.866 --> 00:00:51.127]  I know you tune in to get that vital information.
[00:00:51.147 --> 00:00:56.108]  Yes, Thanksgiving is in two and a half days, or two days, ladies and gentlemen.
[00:00:56.848 --> 00:00:59.228]  Christmas is coming up on the 25th of next month.
[00:00:59.988 --> 00:01:01.049]  I'm Alex Jones, your host.
[00:01:01.069 --> 00:01:13.271]  We're going to be here live for the next three hours, and we have a prolific journalist, researcher, blogger, Kurt Nemo, joining us, coming up in the middle of the next hour.
[00:01:13.351 --> 00:01:15.292]  We will have open phones.
[00:01:15.332 --> 00:01:16.532]  I've had a lot of guests on lately.
[00:01:17.953 --> 00:01:19.030]  Not today, just one guest.
[00:01:19.645 --> 00:01:48.202]  We will have open phones in the first hour and a half, and in the second half of the broadcast as well, with Kurt Nemo talking about any issue, any news item, the torture, what's happening with the economy, what's going on with energy prices starting to fall, the different developments with the war drums being beaten violently right now to attack Iran and Syria, with the globalist engaging in destabilization operations in both of those countries.
[00:01:49.028 --> 00:01:52.011]  You're welcome to call in about any issue you wish.
[00:01:52.071 --> 00:01:53.472]  Toll free number to join us, 1-800-259-9231.
[00:01:53.492 --> 00:01:55.434]  1-800-259-9231 and we'll get you up and on the air.
[00:01:55.454 --> 00:01:59.597]  I mentioned this yesterday, but I want to spend some time on it in this first hour.
[00:02:09.648 --> 00:02:13.410]  Newt Gingrich sees Iran's threat to U.S.
[00:02:13.490 --> 00:02:23.594]  like Nazi Germany and X-Speaker is the latest official to raise alarm of threat of nuclear EMP attack by Tehran, by Iran.
[00:02:24.358 --> 00:02:42.033]  That's, again, akin to saying Bugs Bunny's got the death ray on the moon and he's fighting with Marvin the Martian trying to keep him from destroying the Earth with his strontium-9, my strontium-12 detonator to destroy the Earth, you pesky Earth creature!
[00:02:42.053 --> 00:02:45.997]  It's just fairy tales, just like the bird flu.
[00:02:46.397 --> 00:02:49.640]  Top scientists worldwide saying that it is, quote,
[00:02:50.294 --> 00:02:54.176]  A fairytale, an urban legend, what's the other term they used?
[00:02:54.356 --> 00:02:55.997]  Science fiction!
[00:02:57.038 --> 00:02:57.558]  Iran!
[00:02:57.618 --> 00:03:07.364]  It's just like those drones in Saddam had death cannons and rail guns that would shoot thousands of miles and kill everyone and
[00:03:09.157 --> 00:03:13.920]  On and on and on, and he's going to nuke us in 45 minutes, and he's got nuclear reactors.
[00:03:14.220 --> 00:03:15.160]  Why, we found the evidence.
[00:03:15.180 --> 00:03:16.861]  They were buried under a rose bush.
[00:03:16.881 --> 00:03:20.903]  Yes, an entire complex for purifying uranium.
[00:03:22.804 --> 00:03:30.188]  Takes up several dozen football fields in size, several floors deep, but no, a small four-inch-round sphere.
[00:03:30.588 --> 00:03:32.369]  Why, it's the proof they need.
[00:03:32.990 --> 00:03:35.671]  The same crowd that's lied to us over and over again.
[00:03:36.844 --> 00:03:41.507]  Is now giving us more intelligence of impending EMP blast.
[00:03:41.527 --> 00:03:44.149]  And look, I'm not saying some deadly virus won't be released.
[00:03:44.209 --> 00:03:46.590]  I'm not saying that an EMP won't knock us out.
[00:03:47.291 --> 00:03:53.395]  But I'll guarantee you from past examples and research, and what we know about the globalists, it isn't going to be Tehran.
[00:03:54.816 --> 00:04:01.601]  And meanwhile, one of the other organs of propaganda, hot on nudie seals, Washington Times, U.S.
[00:04:01.621 --> 00:04:05.884]  seen vulnerable to space pulse attack by Bill Gertz.
[00:04:05.964 --> 00:04:11.848]  Say, Bill, did you ever report on all the paid reporters for the CIA and for the federal government?
[00:04:11.968 --> 00:04:13.369]  I wonder why you never wrote about that, Bill.
[00:04:13.889 --> 00:04:15.990]  You ought to do a story about that, Bill Gertz.
[00:04:16.110 --> 00:04:17.331]  Oh, you're so conservative.
[00:04:17.551 --> 00:04:20.312]  You talked about supercomputer and missile secrets to China under Clinton.
[00:04:20.572 --> 00:04:24.714]  Bush eclipses all of that, dwarfs all of it, and there ain't no word out of you, Billy Boy.
[00:04:25.974 --> 00:04:26.354]  Yeah.
[00:04:27.735 --> 00:04:29.516]  So, we'll get into that, Bill Gertz.
[00:04:29.596 --> 00:04:31.857]  Why, it's the death ray.
[00:04:32.517 --> 00:04:33.877]  We're all in deep trouble.
[00:04:35.478 --> 00:04:37.359]  Meanwhile, our government all over the country has
[00:04:38.280 --> 00:04:42.704]  Flu viruses, 39,000 times stronger than anything ever known.
[00:04:42.744 --> 00:04:44.967]  And they're shipping them around to anybody that wants them.
[00:04:44.987 --> 00:04:50.572]  And mailing out weaponized pathogens of every conceivable type and combination.
[00:04:50.592 --> 00:04:51.453]  Not a problem.
[00:04:51.513 --> 00:04:51.813]  No, no.
[00:04:52.054 --> 00:04:53.195]  The death ray.
[00:04:53.555 --> 00:04:55.237]  The death ray.
[00:04:55.257 --> 00:04:57.179]  Oh, the bird flu.
[00:04:57.259 --> 00:04:58.460]  Give up all your rights.
[00:04:58.860 --> 00:05:00.061]  Newt will save us.
[00:05:00.201 --> 00:05:00.402]  Newt!
[00:05:02.682 --> 00:05:05.525]  There is a secret that holds the world's destiny in its grasp.
[00:05:05.785 --> 00:05:07.367]  Hello my friends, Alex Jones here.
[00:05:07.707 --> 00:05:12.372]  Learn that secret with my new film, Martial Law 9-11 Rise of the Police State.
[00:05:12.732 --> 00:05:19.459]  Martial Law plumbs the depths of the New World Order's ideology, their philosophy, out of the ashes of the September 11th tragedy.
[00:05:19.779 --> 00:05:21.760]  A dark empire of war and tyranny has arisen.
[00:05:21.961 --> 00:05:24.802]  The Constitution has been shredded, and America is now a police state.
[00:05:24.903 --> 00:05:29.566]  This film exposes not just who was behind the 9-11 attacks, but the roots and history of its orchestrators.
[00:05:29.766 --> 00:05:34.169]  Martial Law is a blazing spotlight piercing the electronic Berlin Wall of controlled corporate media.
[00:05:34.409 --> 00:05:41.654]  Plumb the depths of the elite's minds, their ideology, their driving philosophy, and uncover the power-mad cult of death that has sworn to turn the Earth into a prison planet.
[00:05:41.894 --> 00:05:44.315]  Discover the documentary for yourself before it's too late.
[00:05:44.476 --> 00:05:46.197]  Call toll-free to get a copy of Martial Law.
[00:05:49.619 --> 00:05:52.341]  Or visit InfoWars.com and the secure shopping cart.
[00:05:52.441 --> 00:05:56.564]  That's InfoWars.com or AAA-253-3139.
[00:05:56.724 --> 00:05:59.406]  Or watch the film right now online at PrisonPlanet.tv.
