[00:00:05.599 --> 00:00:06.240]  Big Brother.
[00:00:06.901 --> 00:00:07.982]  Mainstream media.
[00:00:08.682 --> 00:00:09.783]  Government cover-ups.
[00:00:10.444 --> 00:00:11.285]  You want answers?
[00:00:12.006 --> 00:00:12.926]  Well, so does he.
[00:00:13.587 --> 00:00:17.231]  He's Alex Jones on the GCN Radio Network.
[00:00:17.771 --> 00:00:21.855]  And now, live from Austin, Texas, Alex Jones.
[00:00:42.167 --> 00:00:43.368]  Welcome, my friends.
[00:00:43.568 --> 00:00:47.911]  Here we are on this Wednesday, the first day of June 2005.
[00:00:47.951 --> 00:00:53.954]  We'll be live for the next two hours and 59 minutes, coming up in about 30 minutes.
[00:00:54.955 --> 00:01:01.299]  We're going to be talking to Air America talk show host, who's a libertarian, Charles Goyette.
[00:01:02.077 --> 00:01:12.224]  And he'll be coming on to discuss the Iraq War and the lies and propaganda and some of the censorship that he went through in the first days of the Iraq War when he spoke out against it.
[00:01:13.505 --> 00:01:25.352]  And then in the middle of the next hour, Sully Castillo will be joining us, highly decorated veteran, sniper in Vietnam, the chief DEA officer over Latin America who witnessed U.S.
[00:01:25.493 --> 00:01:29.035]  government drug dealing and complicity with death squads,
[00:01:30.399 --> 00:01:34.502]  And he's got so much information for us on the group known as Los Zetas.
[00:01:35.183 --> 00:01:36.404]  That's the U.S.
[00:01:36.504 --> 00:01:43.249]  trained Mexican paramilitary forces killing federal officers, killing U.S.
[00:01:43.269 --> 00:01:48.473]  citizens, bombing vehicles, and nationally there's a total blackout on this story.
[00:01:48.493 --> 00:01:53.396]  I was on the ManCow program in Chicago and he's on Fox News, pretty informed guy.
[00:01:53.777 --> 00:01:55.378]  He didn't even know about this today.
[00:01:56.736 --> 00:02:07.060]  But to hundreds of killings in the last year, it is very serious, and he'll be talking about that, as well as death squad commanders from the 1980s being hired to go to Iraq.
[00:02:07.080 --> 00:02:09.301]  That's mainstream news in Latin America.
[00:02:10.101 --> 00:02:18.284]  And how that ties into this CIA-controlled Cuban, with evidence now clearly showing, blowing up Cuban passenger planes.
[00:02:19.031 --> 00:02:20.252]  For the CIA.
[00:02:21.033 --> 00:02:25.696]  We'll cover so much with Selly coming up in the middle of the broadcast.
[00:02:25.736 --> 00:02:35.062]  That's when he'll join us, right smack dab in the middle of this broadcast in one hour and 25 minutes roughly.
[00:02:35.262 --> 00:02:38.665]  Selly Castillo will be joining us, a two powerful guest.
[00:02:39.765 --> 00:02:47.931]  I am still awed by the interview that we had yesterday.
[00:02:49.449 --> 00:03:00.771]  With George Galloway, the member of Parliament, the prominent member of Parliament, who skewered, who roasted, who vanquished the lying Senate back on May 16th.
[00:03:00.951 --> 00:03:09.532]  He joined us with new revelations of the fake documents trying to link him to the oil for food program with Saddam before that program even existed.
[00:03:10.053 --> 00:03:14.333]  And then, of course, he really linked our government to profiteering and who was really behind it.
[00:03:14.693 --> 00:03:18.534]  And then I broached the question of, well, will we invade Iran?
[00:03:19.384 --> 00:03:21.865]  And he said, well, no, they don't have the political will to do that now.
[00:03:21.925 --> 00:03:26.526]  But then I said, well, what if the military-industrial complex carries out a terror attack?
[00:03:27.146 --> 00:03:31.707]  He said, that's a very real threat, a very real trick that these monkeys will pull.
[00:03:32.727 --> 00:03:44.430]  So, one more time, coming up in the next segment, we're just about two minutes from that 30-minute interview that I did yesterday, or 25-minute interview I did yesterday with our guest,
[00:03:46.463 --> 00:03:48.324]  So that is coming up.
[00:03:48.964 --> 00:03:58.287]  And if you want that full interview when you're done listening to the broadcast today, it's posted on PrisonPlanet.com, PrisonPlanet.tv, and InfoWars.com.
[00:03:59.188 --> 00:03:59.428]  L.A.
[00:03:59.468 --> 00:04:02.349]  police use cameras to catch pirated DVD sellers.
[00:04:02.669 --> 00:04:03.049]  Reuters.
[00:04:03.409 --> 00:04:07.851]  See, now the Homeland Security cameras are to catch people selling bootleg videos.
[00:04:07.891 --> 00:04:09.432]  I mean, it's just everything now.
[00:04:09.452 --> 00:04:11.972]  Because that's terrorism, folks.
[00:04:12.013 --> 00:04:13.213]  Gotta stop the terrorists.
[00:04:14.767 --> 00:04:18.630]  Toyota aims to sell service robots by 2010.
[00:04:19.651 --> 00:04:21.552]  Gitmo prisoners told panel about abuse.
[00:04:22.553 --> 00:04:23.974]  It turns out all that stuff's true.
[00:04:23.994 --> 00:04:26.216]  They're just trying to propagandize and lie about it.
[00:04:26.596 --> 00:04:29.258]  Afghanistan harvests another bumper crop of opium.
[00:04:29.899 --> 00:04:33.842]  One of the CIA's favorite products for you and your family.
[00:04:34.842 --> 00:04:38.645]  A cover-up as shameful as Tillman's death at Los Angeles Times.
[00:04:38.725 --> 00:04:42.228]  More revelations there as the family lashes out about Pentagon propaganda.
[00:04:43.289 --> 00:04:44.390]  LA law enforcement wants
[00:04:45.251 --> 00:04:47.272]  Registration of political dissidents.
[00:04:48.272 --> 00:04:49.373]  Oh yes, my friends.
[00:04:50.413 --> 00:04:53.654]  Crew destroyed road for fake Schwarzenegger staged event.
[00:04:54.355 --> 00:04:55.495]  Big news there.
[00:04:55.535 --> 00:04:56.676]  More propaganda.
[00:04:57.236 --> 00:04:58.436]  More on the new Patriot Act.
[00:04:58.516 --> 00:04:59.257]  It's all coming up.
[00:04:59.277 --> 00:04:59.717]  Stay with us.
[00:05:01.050 --> 00:05:05.392]  Alex Jones here, announcing the release of my new film, Police State 3 Total Enslavement.
[00:05:05.572 --> 00:05:09.994]  Police State 3 details the architecture, goals, and operations of the New World Order.
[00:05:10.134 --> 00:05:14.516]  There is a chance to use this disaster for the New World Order.
[00:05:14.556 --> 00:05:15.937]  The New World Order.
[00:05:16.657 --> 00:05:17.658]  Can emerge.
[00:05:17.698 --> 00:05:21.922]  The film documents dozens of confirmed cases of government-sponsored terrorism worldwide.
[00:05:21.982 --> 00:05:28.909]  We rip the Sinister Patriot Act legislation 1 and 2 apart, piece by piece, and reveal the arrogance of what Ashcroft has to say about your liberty.
[00:05:29.029 --> 00:05:31.051]  You will lose your liberty.
[00:05:31.411 --> 00:05:41.837]  Homeland Security, executive orders, forced vaccinations, the new prison economy, the Total Information Society, the Pan-American Union, federal gun grabs, government-run white slavery rings, and much, much more.
[00:05:42.037 --> 00:05:47.420]  If you want to understand what the new world order really is, then my new two-and-a-half-hour video, Police Day 3, is for you.
[00:05:47.920 --> 00:05:51.142]  Visit infowars.com or prisonplanet.com to order or call toll-free 1-888-253-3139.
[00:05:51.182 --> 00:05:51.682]  That's 888-253-3139.
[00:05:51.702 --> 00:05:52.983]  Order today and spread the word.
[00:06:00.675 --> 00:06:02.277]  Hello folks, Alex Jones here.
[00:06:02.418 --> 00:06:06.563]  You know Berkey water filters have been removing pathogenic bacteria for years.
[00:06:06.664 --> 00:06:09.548]  But what about those unhealthy chemicals and heavy metals in your water?
[00:06:09.628 --> 00:06:16.317]  The powerful black Berkey purification elements fit most gravity filters and dramatically increase their power to extract waterborne contaminants.
[00:06:16.497 --> 00:06:16.757]  Yes, sir.
[00:06:32.637 --> 00:06:41.722]  MTBE, Radon 222, foul taste and obnoxious odors like sulfur, even nitrates, and unwanted heavy metals such as lead, mercury, and aluminum are extracted.
[00:06:41.862 --> 00:06:49.487]  Supercharge your gravity filter today and order a 2-pack of black murky purification elements for only $96 or a 4-pack for only $175 by calling New Millennium at 888-803-4438.
[00:06:49.547 --> 00:06:49.827]  That's 888-803-4438.
[00:06:49.867 --> 00:06:51.248]  Or order on the web at murkywater.com.
[00:07:01.033 --> 00:07:06.535]  JLS Research, founders of a revolutionary new all-natural deodorant, wants to get up close and personal with you.
[00:07:06.715 --> 00:07:07.755]  You wear deodorant, right?
[00:07:07.875 --> 00:07:08.755]  Well, let's hope you do.
[00:07:08.875 --> 00:07:11.716]  You obviously wear it to cover up that embarrassing underarm odor.
[00:07:11.896 --> 00:07:16.778]  Well, why mask the odor when you can completely eliminate the bacteria which causes the odor in the first place?
[00:07:17.018 --> 00:07:18.098]  Check out this new product.
[00:07:18.278 --> 00:07:21.159]  It's called No-B-O, and you won't believe how effectively it works.
[00:07:21.539 --> 00:07:25.220]  I know, you're wondering how can you trust No-B-O to eliminate your embarrassing body odor.
[00:07:25.420 --> 00:07:27.821]  Look, the creator of No-B-O understands what you're going through.
[00:07:28.141 --> 00:07:32.964]  She knows you want a safe deodorant that contains no aluminum, preservatives, chemicals, or petroleum-based products.
[00:07:33.244 --> 00:07:36.386]  She also knows that while you want it all-natural, you want it very effective.
[00:07:36.486 --> 00:07:41.929]  That's why she had to search 40 years to find this all-natural product that actually soothes the skin while it attacks bacteria.
[00:07:41.989 --> 00:07:42.750]  Trinobio.
[00:07:42.870 --> 00:07:43.850]  It comes with a 100% money-back offer.
[00:07:45.031 --> 00:07:47.893]  No-B-O is so highly concentrated, a little goes a long way.
[00:07:48.114 --> 00:07:50.996]  Give them a call at 888-881-NO-B-O.
[00:07:51.176 --> 00:07:53.658]  Check out their website at no-b-o.com.
[00:07:53.799 --> 00:07:57.101]  Come on, it's time for you to enjoy the sweet smell of success with No-B-O.
[00:07:57.282 --> 00:07:58.883]  That's no-b-o.com.
[00:08:00.905 --> 00:08:05.949]  The Genesis Communications Radio Network proudly presents the Alex Jones Show.
[00:08:06.369 --> 00:08:08.571]  Because there's a war on for your mind.
[00:08:14.637 --> 00:08:25.837]  Coming up in about 23 minutes, we'll be joined by talk show host Charles Goyet, who is a libertarian, but he's on Air America.
[00:08:27.661 --> 00:08:32.843]  It was enjoyable to be able to be on his radio program earlier this week and talk about the New World Order involvement in 9-11.
[00:08:32.923 --> 00:08:39.945]  Very interesting fella exposing the Iraq War and was fired, even though he had a popular talk show host, for not towing the line.
