[00:00:05.669 --> 00:00:06.309]  Big Brother.
[00:00:06.989 --> 00:00:08.029]  Mainstream media.
[00:00:08.750 --> 00:00:09.870]  Government cover-ups.
[00:00:10.510 --> 00:00:11.330]  You want answers?
[00:00:12.091 --> 00:00:12.971]  Well, so does he.
[00:00:12.991 --> 00:00:17.472]  He's Alex Jones on the GCN Radio Network.
[00:00:17.832 --> 00:00:21.894]  And now, live from Austin, Texas, Alex Jones.
[00:00:23.716 --> 00:00:30.423]  It's the second day of February 2005.
[00:00:30.863 --> 00:00:35.408]  I'm Alex Jones, your host.
[00:00:35.428 --> 00:00:37.190]  We'll be live for the next three hours.
[00:00:37.910 --> 00:00:39.892]  Thank you so much for joining us.
[00:00:41.074 --> 00:00:46.539]  Don't let Congress fund Orwellian psychiatric screening for kids.
[00:00:46.599 --> 00:00:47.320]  This is the latest
[00:00:48.732 --> 00:00:51.556]  Release out from Congressman Ron Paul.
[00:00:51.576 --> 00:00:55.000]  They're already back in the new session after passing the new Freedom Initiative.
[00:00:55.460 --> 00:00:59.165]  And now they want to get even more funding.
[00:01:00.226 --> 00:01:00.727]  So we'll be
[00:01:01.522 --> 00:01:10.605]  Covering this report by Ron Paul, every parent in America should be made aware of a presidential initiative called the New Freedom Commission on Mental Health.
[00:01:10.685 --> 00:01:22.690]  This commission issued a report last year calling for the mandatory mental health screening of American school children, meaning millions of kids will be forced to undergo psychiatric screening whether their parents consent or not.
[00:01:24.085 --> 00:01:29.911]  That issue is the fundamental right of parents to decide what medical treatment is appropriate for their children.
[00:01:30.291 --> 00:01:30.972]  That's coming up.
[00:01:31.112 --> 00:01:33.254]  Also, every day I have articles like this.
[00:01:34.035 --> 00:01:36.477]  There's five of them in the stack today.
[00:01:36.538 --> 00:01:37.378]  Here's just a few of them.
[00:01:37.879 --> 00:01:41.903]  Man again sent to prison for junk in yard.
[00:01:43.004 --> 00:01:44.405]  Three years in prison.
[00:01:45.006 --> 00:01:47.709]  And, of course, when he bought the property, it wasn't zoned.
[00:01:48.542 --> 00:01:54.945]  He had some old cars and airplane parts out on his acreage and now he's already gone to jail once, this time three years in prison.
[00:01:56.285 --> 00:01:56.945]  Another one here.
[00:01:56.965 --> 00:02:02.047]  A blind man jailed for using non-standard browser.
[00:02:03.428 --> 00:02:10.171]  Used a Linux browser when he went to a website to donate money, a few bucks, to the Tsunami Fund.
[00:02:10.191 --> 00:02:13.392]  A SWAT team hit him and hit him hard.
[00:02:14.557 --> 00:02:23.103]  I think about 10% of the country uses Linux, but I guess, you know, they say if you've got a World Almanac or driving Atlas in your car, you're a terrorist.
[00:02:23.163 --> 00:02:26.064]  Wrist watches as a sign of terrorism.
[00:02:26.305 --> 00:02:27.285]  I don't wear a wrist watch.
[00:02:27.345 --> 00:02:33.709]  I do actually have a Road Almanac in my vehicle and the SWAT team may be hitting me within minutes.
[00:02:36.491 --> 00:02:40.314]  And I want to talk about how they're tracking your cell phones even at the county level.
[00:02:40.374 --> 00:02:41.615]  This is out of Capital News 9.
[00:02:42.839 --> 00:02:43.700]  Another article here.
[00:02:43.740 --> 00:02:46.121]  Teen claims antidepressant led to murder.
[00:02:46.722 --> 00:02:47.622]  We'll go over that story.
[00:02:47.662 --> 00:02:51.585]  Also, a 12-year-old raised terrorism alarm.
[00:02:51.605 --> 00:02:54.287]  It was below zero.
[00:02:55.228 --> 00:02:59.551]  And they were waiting outside in their car at the airport to pick up family.
[00:03:00.371 --> 00:03:03.574]  And he had, you know, a face mask on.
[00:03:03.594 --> 00:03:05.635]  A little boy with a little mask on.
[00:03:06.576 --> 00:03:08.557]  And they called the SWAT team.
[00:03:08.597 --> 00:03:08.877]  Hit them.
[00:03:08.917 --> 00:03:09.678]  Hit them hard.
[00:03:10.478 --> 00:03:11.139]  Gotta do that.
[00:03:12.179 --> 00:03:24.613]  Of course, everybody knows terrorists wear black masks, unless it's the wonderful security forces in Iraq or our police, but anybody else wears a mask, even in sub-zero temperatures, and it's terrorism.
[00:03:25.234 --> 00:03:32.522]  I mean, obviously, if somebody's walking down the street in broad daylight in the summer with a mask on, you might want to check them out.
[00:03:33.389 --> 00:03:43.377]  But if it's, you know, you're up in Minnesota or Norway and it's 56 below zero, you don't wear a mask, your nose is going to fall off.
[00:03:43.978 --> 00:03:44.859]  It can kill you.
[00:03:45.019 --> 00:03:46.640]  It can make your nose freeze off.
[00:03:46.660 --> 00:03:47.481]  The end of your nose.
[00:03:48.021 --> 00:03:49.182]  It's called frostbite.
[00:03:49.222 --> 00:03:50.964]  But don't you wear that mask.
[00:03:51.004 --> 00:03:53.706]  We've got laws against you wearing a mask, even in the snow.
[00:03:54.626 --> 00:03:55.067]  Just like
[00:03:55.686 --> 00:03:57.828]  You've got a fishing knife in your tackle box?
[00:03:57.888 --> 00:04:00.230]  Doesn't matter if you've got a bucket of fish in the back of your truck.
[00:04:00.690 --> 00:04:02.592]  Doesn't matter if you're an old World War II vet.
[00:04:02.612 --> 00:04:03.652]  We're gonna take you to jail.
[00:04:04.213 --> 00:04:05.494]  Everything's a crime.
[00:04:06.395 --> 00:04:06.895]  Everything.
[00:04:08.216 --> 00:04:08.637]  Everything.
[00:04:09.477 --> 00:04:14.601]  So, uh... I was up in New Mexico, up there skiing, and it was real cold.
[00:04:14.842 --> 00:04:15.322]  Zero.
[00:04:15.902 --> 00:04:17.223]  Like five degrees one day.
[00:04:17.243 --> 00:04:19.585]  And I did have a ski mask.
[00:04:19.645 --> 00:04:20.566]  I was wearing it.
[00:04:21.307 --> 00:04:25.250]  I thought about it when I put it on, but other people were wearing ski masks, so I guess we were all terrorists.
[00:04:26.135 --> 00:04:27.095]  And, uh, well, you know.
[00:04:28.036 --> 00:04:28.956]  Ha ha ha ha!
[00:04:29.396 --> 00:04:30.737]  So that's all coming up, too.
[00:04:31.197 --> 00:04:32.417]  There is just so much.
[00:04:32.457 --> 00:04:34.038]  That's just the tip of the iceberg.
[00:04:34.058 --> 00:04:37.919]  I will detail all of it after this quick break.
[00:04:37.939 --> 00:04:42.841]  1-800-259-9231 is the toll-free number to join us.
[00:04:43.321 --> 00:04:51.284]  The websites are InfoWars.com, InfoWars.net, PrisonPlanet.tv, and PrisonPlanet.gov.
[00:04:52.839 --> 00:04:56.740]  And we shall return on the other side of this quick break, so keep it locked in!
[00:05:01.101 --> 00:05:05.462]  Alex Jones here, announcing the release of my new film, Police State 3 Total Enslavement.
[00:05:05.642 --> 00:05:10.083]  Police State 3 details the architecture, goals, and operations of the New World Order.
[00:05:10.203 --> 00:05:14.585]  There is a chance to use this disaster for the New World Order.
[00:05:14.625 --> 00:05:15.985]  The New World Order.
[00:05:16.765 --> 00:05:18.147]  You will lose your liberty.
[00:05:31.479 --> 00:05:41.942]  Homeland Security, executive orders, forced vaccinations, the new prison economy, the Total Information Society, the Pan-American Union, federal gun grabs, government-run white slavery rings, and much, much more.
[00:05:42.102 --> 00:05:47.483]  If you want to understand what the new old order really is, then my new two-and-a-half-hour video, Police Day 3, is for you.
[00:05:47.984 --> 00:05:51.365]  Visit Infowars.com or PrisonPlanet.com to order or call toll-free 1-888-253-3139.
[00:05:51.405 --> 00:05:51.745]  That's 888-253-3139.
[00:05:51.765 --> 00:05:53.045]  Order today and spread the word!
[00:06:02.208 --> 00:06:03.249]  The War on Terrorism.
[00:06:03.569 --> 00:06:06.371]  Will it be fought overseas, or will it affect us here at home?
[00:06:06.631 --> 00:06:10.774]  If you are like most folks, you want to be prepared, but can't afford an underground shelter.
[00:06:11.215 --> 00:06:12.035]  So what do you do?
[00:06:12.355 --> 00:06:16.919]  Did you know that you can use your home as a shelter against fallout and biological or chemical attacks?
[00:06:17.419 --> 00:06:19.540]  With a little know-how, it's not that difficult.
[00:06:20.020 --> 00:06:34.726]  Sheltering in Place, Surviving Acts of Terrorism from Biological, Chemical, and Radioactive Fallout, developed by Wayne LeBaron, a health physicist who has served as a specialist in environmental health, communicable diseases, and has worked as a nuclear specialist for the U.S.
[00:06:34.766 --> 00:06:41.809]  government, gives you easy-to-follow video instructions, and walks you step-by-step through the process of preparing your home as a shelter.
[00:06:42.629 --> 00:06:42.829]  Hey baby!
[00:06:42.849 --> 00:06:42.949]  Hello?
[00:06:42.969 --> 00:06:43.210]  Alright.
[00:07:00.086 --> 00:07:05.951]  Hey, I'll tell ya, I have lost over 40 pounds with Vim and Vigor's Collagenate, and my energy level is just incredible.
[00:07:05.991 --> 00:07:07.713]  With me is Carla Jarrett from Vim and Vigor.
[00:07:07.953 --> 00:07:09.834]  Hey, last weekend, I helped my neighbor move.
[00:07:10.115 --> 00:07:11.876]  It took maybe three hours to move in boxes.
[00:07:12.196 --> 00:07:15.940]  Then I mowed the lawn, which I never would have done before I lost that 40 pounds.
[00:07:16.000 --> 00:07:19.282]  And then after that, I went ahead and did my 20 minutes of cardio.
[00:07:19.423 --> 00:07:19.603]  Wow!
[00:07:19.963 --> 00:07:24.386]  Well, my wife actually mentioned that she was kind of amazed that I did all of that and just kind of kept going.
[00:07:24.706 --> 00:07:25.286]  Well, that's great.
[00:07:25.326 --> 00:07:28.148]  And just as a reminder, there's no stimulants in Collagenate.
[00:07:28.208 --> 00:07:28.408]  Right.
[00:07:28.428 --> 00:07:30.249]  So it's not that you're taking stimulants.
[00:07:30.269 --> 00:07:33.331]  It's more that because you've lost weight, you have more energy and you're feeling better.
[00:07:33.531 --> 00:07:33.932]  Absolutely.
[00:07:33.992 --> 00:07:34.812]  I'm sleeping better.
[00:07:35.092 --> 00:07:36.293]  I feel better during the day.
[00:07:36.313 --> 00:07:37.994]  I don't get as tired in the afternoons.
[00:07:38.154 --> 00:07:39.415]  And I'm able to do a lot more.
[00:07:39.555 --> 00:07:40.576]  Collagenate is safe.
[00:07:40.736 --> 00:07:41.396]  It's natural.
[00:07:41.496 --> 00:07:41.997]  It's healthy.
[00:07:42.137 --> 00:07:43.918]  And it's helped me to lose over 40 pounds now.
[00:07:44.138 --> 00:07:46.119]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[00:07:46.139 --> 00:07:47.860]  It's Alex Jones and the GCN Radio Network.
[00:08:18.328 --> 00:08:19.409]  All right, my friends.
[00:08:21.311 --> 00:08:24.715]  Already Wednesday, the second day of February 2005.
[00:08:24.755 --> 00:08:25.636]  Thank you for joining us.
[00:08:28.266 --> 00:08:54.254]  Diving straight into the news, in the last segment I got into a whole bunch of different reports about people being arrested for junk in their yard, three years in prison, using a Linux browser to donate money to an online bank account, they arrest you, they SWAT team you, wearing a mask in below zero weather outside, they come and SWAT team you, just everything is terrorism, everything is evil.
[00:08:55.126 --> 00:09:03.449]  The American people are just flat bad and have to be corralled and kicked around and told whose boss or Al-Qaeda is going to get us.
[00:09:04.109 --> 00:09:05.970]  Basically, if we're slaves, we're safe.
[00:09:06.370 --> 00:09:07.470]  If we're free, we're not.
[00:09:07.970 --> 00:09:12.312]  And, you know, the government loves us and it's a tough job and they hate ruling us.
[00:09:12.992 --> 00:09:19.494]  Powerful people always hate ruling others, but it's a job that somebody's got to do and, well, they're just going to be our lords and masters.
[00:09:19.674 --> 00:09:21.555]  And it's just a good thing.
[00:09:22.691 --> 00:09:26.814]  And hey, after all, they just told us that the Iraq election was free and fair.
[00:09:26.834 --> 00:09:30.938]  It's the same government that tells us that open borders is good.
[00:09:30.958 --> 00:09:34.540]  It's the same government that tells us that there's no inflation.
[00:09:35.401 --> 00:09:41.866]  When a car that cost $15,000 10 years ago cost $35,000 today, and a house that cost $100,000 20 years ago cost $350,000 today, and well, when your dollar's been devalued by 40-plus percent,
[00:09:53.024 --> 00:09:54.085]  Yeah, it doesn't really matter.
[00:09:54.105 --> 00:09:56.347]  It's the same government that told you don't buy gold.
[00:09:56.407 --> 00:09:58.589]  It's not a good investment, as they buy it all up.
[00:10:00.130 --> 00:10:04.854]  It's the same government that has been caught lying to us thousands of times, but you know what?
