[00:00:00.828 --> 00:00:06.430]  The world in the palm of their hands, Bilderberg 2005 by Daniel Estelund.
[00:00:07.070 --> 00:00:08.070]  And I know I'm butchering that.
[00:00:08.810 --> 00:00:16.492]  The annual secret meeting of the Bilderberg Group determines many of the headlines and news developments you will read about it in coming months.
[00:00:16.852 --> 00:00:19.233]  But the establishment media completely blacked it out.
[00:00:20.153 --> 00:00:25.535]  With the exception of a half-dozen high-ranking members of the press who were sworn to secrecy.
[00:00:25.915 --> 00:00:30.056]  Few have ever heard of the exclusive and secretive group called the Bilderberg Group.
[00:00:31.587 --> 00:00:33.107]  Of course, this came out a few days ago.
[00:00:33.147 --> 00:00:37.248]  He might have missed the CNN piece where they said, oh yeah, they're for world government.
[00:00:38.369 --> 00:00:41.669]  But they care about us, and they do control things, but that's alright.
[00:00:42.750 --> 00:01:00.454]  Mainstream news organizations boastful about their no-holds-barred investigative exploits have been strangely reluctant to lift the blackout curtain hiding a major event, the Bilderberg Group's secret annual meeting with the world's most powerful financiers, industrialists, and political figures.
[00:01:02.256 --> 00:01:06.657]  2005 was a bad year for Bilderberg and its future looks gloomy.
[00:01:07.037 --> 00:01:12.719]  Herculean efforts to keep their meetings secret in Germany failed miserably.
[00:01:12.759 --> 00:01:20.801]  Bilderberg's grief is the free world's glory and hope for future restraining the power grabbers in the dawn of the new millennium.
[00:01:22.449 --> 00:01:24.330]  And let's go to Daniel Estillan.
[00:01:25.171 --> 00:01:28.472]  Am I pronouncing your name right, sir?
[00:01:28.693 --> 00:01:29.233]  You are, sir.
[00:01:29.673 --> 00:01:30.754]  Well, it's great to have you.
[00:01:30.794 --> 00:01:32.034]  Sorry about the technical stuff.
[00:01:33.135 --> 00:01:34.476]  Alex, thanks for having me on your show.
[00:01:34.656 --> 00:01:34.996]  I love it.
[00:01:35.376 --> 00:01:35.716]  You bet.
[00:01:35.756 --> 00:01:37.077]  So you're joining us from Madrid?
[00:01:37.557 --> 00:01:38.538]  I live in Madrid, Spain.
[00:01:38.618 --> 00:01:39.959]  It's for my own safety.
[00:01:40.039 --> 00:01:41.340]  I am from Toronto, Canada.
[00:01:41.900 --> 00:01:45.462]  But I felt I'd be safer here and I'd probably live longer living in Madrid than in Toronto.
[00:01:47.159 --> 00:01:49.060]  Well, it's good to have you on with us.
[00:01:49.380 --> 00:01:52.402]  Tell us a little bit about yourself and then let's get into what you witnessed.
[00:01:52.863 --> 00:01:59.647]  You pierced the veil, unlike some of the media that was there, of what was going on this year and who was there and some of the stuff that came out of it.
