[00:00:05.970 --> 00:00:06.611]  Big Brother.
[00:00:07.271 --> 00:00:08.332]  Mainstream media.
[00:00:09.053 --> 00:00:10.193]  Government cover-ups.
[00:00:10.814 --> 00:00:11.614]  You want answers?
[00:00:12.375 --> 00:00:13.256]  Well, so does he.
[00:00:13.276 --> 00:00:17.739]  He's Alex Jones on the GCN Radio Network.
[00:00:18.139 --> 00:00:22.182]  And now, live from Austin, Texas, Alex Jones.
[00:00:34.390 --> 00:00:37.833]  December 7th, 1941.
[00:00:38.674 --> 00:00:42.717]  A day that will live in infamy.
[00:00:44.558 --> 00:00:52.105]  The Empire of Japan has suddenly, and in an unprovoked fashion, attacked the United States.
[00:00:53.265 --> 00:00:57.149]  That's what Americans heard here in the United States.
[00:00:57.189 --> 00:01:03.133]  The attack, I guess, was really on December 8th, but in our time zone, December 7th.
[00:01:04.434 --> 00:01:07.275]  But it turns out the entire affair was staged!
[00:01:08.356 --> 00:01:29.365]  In fact, Admiral Kimmel's grandson is out in Fredericksburg, Texas today, that's how accepted this fact has become, at the Admiral Nimitz Pacific Museum, the official George Herbert Walker Bush National Museum, THE Pacific War Museum, THE museum, and he's the big featured speaker about how it was all staged.
[00:01:30.146 --> 00:01:34.570]  That's how accepted the facts and the reality has gotten.
[00:01:36.151 --> 00:01:52.184]  And so because we won that fight exposing what really happened at Pearl Harbor, and won the fight exposing that Gulf of Tonkin was staged and exposed all those facts, I thought we would look at another angle of this, at torture, at abuse, at enslavement, at true evil.
[00:01:52.844 --> 00:01:57.488]  And that is what the Japanese guards did to our American men and women.
[00:02:00.499 --> 00:02:12.690]  And coming up in the third hour today, Freedom is Not Free, and this is the story of Terrence S. Kirk, now 90 years old, and he was captured at the U.S.
[00:02:12.750 --> 00:02:17.195]  Embassy in China, when it was taken over, on December 7th, 1941.
[00:02:18.115 --> 00:02:25.963]  60 plus years ago today, and just an incredible individual,
[00:02:26.796 --> 00:02:29.037]  And he made a handmade camera.
[00:02:29.097 --> 00:02:32.057]  Yes, you can do such things, and he happened to already know how to do it.
[00:02:32.517 --> 00:02:34.718]  So he built a handmade camera.
[00:02:34.818 --> 00:02:35.698]  Yes, you heard me right.
[00:02:36.118 --> 00:02:37.779]  A handmade camera.
[00:02:38.939 --> 00:02:47.001]  And took some amazing secret photos with his pinhole camera while he was in there for almost five years.
[00:02:48.160 --> 00:02:52.661]  A lot of his buddies died, so that's coming up in the third hour.
[00:02:52.721 --> 00:02:58.022]  For those of you that love torture, we'll let you hear all about it and how un-American it is.
[00:02:59.502 --> 00:03:04.043]  From someone who has been tortured for four plus years.
[00:03:04.783 --> 00:03:06.764]  And by the way, it's been declassified.
[00:03:08.584 --> 00:03:17.086]  Our guest wasn't even allowed to talk under federal gag order, under national security, until five years ago.
[00:03:18.504 --> 00:03:22.146]  And now he's written a book that, believe me, you do not want to miss.
[00:03:22.166 --> 00:03:24.067]  The Secret Camera.
