[00:00:08.531 --> 00:00:09.211]  Big Brother.
[00:00:09.851 --> 00:00:10.912]  Mainstream media.
[00:00:11.612 --> 00:00:12.712]  Government cover-ups.
[00:00:13.372 --> 00:00:14.192]  You want answers?
[00:00:14.933 --> 00:00:15.853]  Well, so does he.
[00:00:16.873 --> 00:00:20.194]  He's Alex Jones on the GCN Radio Network.
[00:00:20.694 --> 00:00:24.775]  And now, live from Austin, Texas, Alex Jones.
[00:00:26.131 --> 00:00:35.456]  Welcome, ladies and gentlemen, as we start this Tuesday transmission against tyranny, the 17th day of May, 2005.
[00:00:35.576 --> 00:00:50.224]  Congressman Tom Tancredo will be joining us for about 30 minutes at the start of the next hour to talk about the order to stand down that was given to the Border Patrol in Arizona.
[00:00:51.104 --> 00:00:53.946]  And of course, he's the chairman of the Immigration Reform Caucus,
[00:00:54.796 --> 00:01:00.927]  And he'll be joining us to talk about that and many other border issues that affect our economy, our way of life.
[00:01:01.948 --> 00:01:05.855]  Then, 30 minutes into the next hour, for the balance of the broadcast,
[00:01:06.658 --> 00:01:16.604]  From the middle of the program until the summation of it, we will have Paul Joseph Watson, who joins us every couple of weeks, his report from the Prison Planet.
[00:01:16.644 --> 00:01:25.609]  He is the webmaster over at PrisonPlanet.com and PrisonPlanet.tv with just a massive news blitz and your phone calls.
[00:01:27.510 --> 00:01:29.051]  Well, it's finally happening.
[00:01:29.131 --> 00:01:34.814]  CBS News, Associated Press, USA Today,
[00:01:35.871 --> 00:01:43.980]  So many people are talking about the parallels between the Star Wars saga and the way our government operates and behaves.
[00:01:45.401 --> 00:01:57.815]  I've been pointing this out for years because it's a phenomenon that children understand the plot lines of Episode 1, 2, and now 3, but adults do not understand it.
[00:01:58.522 --> 00:02:05.490]  Just like a lot of adults don't understand why Hitler blew up his own Reichstag to blame it on his enemies to take over.
[00:02:05.510 --> 00:02:10.135]  Or why our own government blew up the main in Havana Harbor in 1898.
[00:02:11.156 --> 00:02:15.121]  Or why LBJ and his presidential tapes have now been released two years ago.
[00:02:16.732 --> 00:02:22.515]  Admitted in those tapes that they staged the attack in the Gulf of Tonkin on those ships.
[00:02:22.635 --> 00:02:24.596]  It never happened.
[00:02:25.116 --> 00:02:28.438]  And 58,000 Americans and over a million and a half Vietnamese died.
[00:02:29.818 --> 00:02:34.281]  The staged attack on the USS Liberty, the most decorated ship.
[00:02:34.301 --> 00:02:36.021]  9-11, all of these events.
[00:02:36.161 --> 00:02:43.565]  But the parallels in Episode 1, 2, and 3 mirror, I mean right down to the devil worship folks,
[00:02:45.709 --> 00:02:48.011]  The Bushes and the Globalists and what they're up to.
[00:02:48.151 --> 00:02:49.832]  And I started writing an article two days ago.
[00:02:49.852 --> 00:02:50.853]  I've never really had time.
[00:02:52.054 --> 00:02:53.635]  And I titled my article.
[00:02:53.715 --> 00:02:54.996]  It'll be done this afternoon.
[00:02:55.637 --> 00:02:56.978]  I'm going to read part of it today.
[00:02:57.038 --> 00:03:00.140]  And I titled it, Darth Vader and the New World Order.
[00:03:00.901 --> 00:03:05.645]  I guess patriotic minds think alike because I saw Chuck Baldwin's article this morning.
[00:03:06.565 --> 00:03:09.708]  I guess he was writing at the very same time I started writing a couple days ago.
[00:03:10.108 --> 00:03:13.811]  Darth Vader and George W. Bush, a common vision of empire.
[00:03:14.628 --> 00:03:22.052]  Well, mine is, Darth Vader and the New World Order, Star Wars Episode 3, Revenge of the Sith, Mirrors Reality.
[00:03:23.253 --> 00:03:27.816]  And because this will be one of the most promoted films ever, I should have written this weeks ago, I meant to.
[00:03:27.836 --> 00:03:29.777]  I've talked a lot about it on the show.
[00:03:31.295 --> 00:03:43.718]  I really need you guys, when I post this, this afternoon, to email it to everybody, to post it on message boards, to get it out to people, because a lot of young people that would never know about the New World Order will hungrily read this article.
[00:03:43.738 --> 00:03:45.579]  Now, my article is already five pages long.
[00:03:45.599 --> 00:03:55.241]  I should have kept it down to two, like others have done, but it's going to end up being about eight pages long, and it is pretty powerful.
[00:03:56.403 --> 00:03:58.905]  And the article is basically done.
[00:03:58.925 --> 00:04:03.649]  I've just got to add about 20 hyperlinks to it.
[00:04:05.591 --> 00:04:08.914]  Look at how much Star Wars influences our culture.
[00:04:09.094 --> 00:04:16.040]  I mean, Ronald Reagan at Bohemian Grove in 1979 said, we'll name the Strategic Defense Initiative Star Wars to promote it.
[00:04:16.420 --> 00:04:17.041]  That's admitted.
[00:04:18.122 --> 00:04:19.583]  I just said hyperlink.
[00:04:20.784 --> 00:04:22.846]  You know, just so much of what's in our culture
[00:04:23.564 --> 00:04:25.525]  I mean, the government names programs after it.
[00:04:25.925 --> 00:04:29.808]  We're going to discuss why it's so powerful, why it's so archetypal.
[00:04:30.548 --> 00:04:31.689]  And of course, it's cheesy.
[00:04:32.189 --> 00:04:36.232]  But it speaks to a basic subconscious understanding.
[00:04:36.252 --> 00:04:37.392]  You search your feelings.
[00:04:37.452 --> 00:04:38.833]  You know it to be true.
[00:04:38.893 --> 00:04:41.995]  And yes, it's New Age and dangerous as well.
[00:04:42.035 --> 00:04:45.137]  But the point is, it's a phenomenon and it's got to be discussed.
[00:04:45.157 --> 00:04:47.298]  But there's a bunch of other news I'll cover as well.
[00:04:47.318 --> 00:04:49.019]  There's just so much coming up today.
[00:04:49.339 --> 00:04:50.600]  Two powerful guests.
[00:04:51.400 --> 00:04:52.021]  Stay tuned.
[00:04:52.873 --> 00:04:57.321]  As we continue to fight the empire, ladies and gentlemen, that's already destroyed.
[00:04:57.341 --> 00:04:58.863]  The old republic.
[00:04:59.424 --> 00:05:00.186]  The dark time.
[00:05:00.246 --> 00:05:00.767]  The empire.
[00:05:03.667 --> 00:05:10.512]  Hey folks, Alex Jones here, and I'm very excited to announce the release of my bombshell documentary film, 9-1-1, The Road to Tyranny, on DVD.
[00:05:10.812 --> 00:05:12.193]  That's right folks, DVD.
[00:05:12.374 --> 00:05:14.575]  The original film was 144 minutes long.
[00:05:14.595 --> 00:05:16.837]  The DVD version is 170 minutes.
[00:05:17.097 --> 00:05:22.061]  If you want to wake up your friends and families to the truth of what happened on September 11th, this is the film for you.
[00:05:22.381 --> 00:05:26.404]  The Road to Tyranny is already sending shockwaves through Washington and across the United States.
[00:05:26.644 --> 00:05:28.446]  You absolutely must see this DVD.
[00:05:28.506 --> 00:05:39.176]  It covers the history of government-sponsored terrorism, the police state and homeland security, the nightmare UN population control programs, the cashless society control grid, satellite tracking and plannable microchips, and much, much more.
[00:05:39.316 --> 00:05:41.218]  Bottom line, this film is waking people up.
[00:05:41.418 --> 00:05:45.282]  Order your copy on VHS or DVD today, and man the guns in the info war.
[00:05:45.382 --> 00:05:46.663]  Order right now by calling 1-888-2533-139.
[00:05:50.467 --> 00:05:52.429]  That's 888-253-3139.
[00:05:52.509 --> 00:05:57.473]  Or order online at Infowars.com or Infowars.net.
[00:05:57.713 --> 00:05:58.434]  Again, that number, 888-253-3139.
[00:06:03.010 --> 00:06:03.791]  Terrorism!
[00:06:03.931 --> 00:06:04.691]  Terrorism!
[00:06:04.791 --> 00:06:10.855]  Chemical attacks, dirty bombs, fallout, biological attack, anthrax, and to top it all off, duct tape and plastic.
[00:06:11.115 --> 00:06:15.438]  Alarming words for our time, but how do you protect your family during such a crisis?
[00:06:15.819 --> 00:06:30.388]  The video, Sheltering in Place, Surviving Acts of Terrorism from Biological, Chemical, and Radioactive Fallout, was developed by Wayne LeBaron, a health physicist who has served as a specialist in environmental health, communicable diseases, and has worked as a nuclear specialist for the U.S.
[00:06:30.428 --> 00:06:30.729]  government.
[00:06:30.909 --> 00:06:32.710]  Anyone can follow the simple instructions.
[00:06:33.070 --> 00:06:38.991]  It's presented by a housewife as they walk you step-by-step through the process of preparing your home as a shelter.
[00:06:39.131 --> 00:06:43.652]  If you're not the type who waits till it's too late, then you need the video, Sheltering in Place.
[00:06:43.892 --> 00:06:49.494]  Get the critical information you need now for only $29 plus shipping by calling New Millennium at 888-803-4438.
[00:06:49.554 --> 00:06:51.334]  And tell them Alex Jones sent you at 888-803-4438.
[00:06:51.354 --> 00:06:53.294]  Or order on the web at murkywater.com.
[00:07:02.589 --> 00:07:04.950]  So what's in your shampoo, bath soap, and dish soap?
[00:07:05.191 --> 00:07:09.033]  Chlorides, dyes, ethanol, sulfates, sodiums, formaldehydes, etc.?
[00:07:09.333 --> 00:07:10.174]  Read the labels.
[00:07:10.594 --> 00:07:14.736]  Inhaling exposure can lead to coughing, wheezing, shortness of breath, headache, and nausea.
[00:07:14.956 --> 00:07:19.139]  Also may be irritating the skin and mucous membranes and cause you to seek medical help.
[00:07:19.519 --> 00:07:24.382]  Perfumes, also known as fragrance on a label, can indicate the presence of thousands of separate ingredients.
[00:07:24.762 --> 00:07:28.365]  Now just by one example, here's what's in my CalBen Pure Soap Shampoo.
[00:07:28.545 --> 00:07:33.889]  It's all natural, earth friendly, it contains extra virgin cocoa butter oils and vegetable protein oils.
[00:07:34.149 --> 00:07:36.891]  No harsh chemicals, no animal tallow or testing.
[00:07:37.192 --> 00:07:38.092]  So what are you waiting for?
[00:07:38.393 --> 00:07:49.121]  Call now 1-800-340-7091 and find out how a family of four can save over $1,000 per year on all their cleaning products with CalBen Pure Soaps.
[00:07:49.481 --> 00:07:50.903]  Call Cal-Ben toll free at 1-800-340-7091.
[00:07:50.923 --> 00:07:51.944]  That's 800-340-7091 or visit calbenpuresoap.com.
[00:08:04.469 --> 00:08:10.071]  He's the T-Rex of political talk, Alex Jones, on the GCN Radio Network.
[00:08:10.211 --> 00:08:14.613]  Alright, 8 minutes, 10 seconds into this first hour of transmission.
[00:08:15.134 --> 00:08:19.816]  Congressman Tom Tancredo to talk about Fort Bush ordering the Border Patrol to stand down.
[00:08:21.516 --> 00:08:32.641]  And of course, we'll have Paul Joseph Watson, 30 minutes into the next hour for the balance of the broadcast, to cover the news and blitzkrieg through all the important information, and take your calls.
[00:08:33.436 --> 00:08:49.105]  I'm going to get into forced sterilization by the hundreds of thousands in America, just to show you about past crimes of this government that went on until the mid-1980s, and frankly are still going on, but the massive program was in the mid-1980s, to show you how tyranny can go on right beneath your nose.
[00:08:50.763 --> 00:08:57.565]  Also, a lot of other news on the economy, on Newsweek supposedly retracting the Koran and the toilet story.
[00:08:57.845 --> 00:08:58.965]  Pure propaganda!
[00:08:59.485 --> 00:09:04.106]  I want to get more into that, but let me spend some time first on Star Wars.
[00:09:04.186 --> 00:09:07.567]  Now, again, I grew up in the 70s, and I like Star Wars.
[00:09:07.587 --> 00:09:10.448]  I mean, even when I was a child, I didn't like Return of the Jedi.
[00:09:10.468 --> 00:09:12.789]  Pretty cheesy with those Ewoks.
[00:09:13.669 --> 00:09:17.650]  And, you know, they told us at church that it was a new age and a cultic, and that's certainly true.
[00:09:18.547 --> 00:09:22.589]  And it resonates with people because deep down folks know that's what's really running things.
[00:09:23.129 --> 00:09:27.891]  There really is, you know, a dark group, a dark cult running things.
[00:09:27.931 --> 00:09:29.091]  The Order of Death.
[00:09:30.092 --> 00:09:34.193]  And, uh, Bohemian Grove, Skull and Bones, they believe in black magic.
[00:09:34.614 --> 00:09:36.334]  That's what our leaders are involved in.
[00:09:36.374 --> 00:09:43.077]  In my new film, 9-11, Rise of the Police State, martial law, 9-11, Rise of the Police State, details that.
[00:09:44.145 --> 00:09:48.467]  We see the police dressed in these black helmets and black outfits and black armor.
[00:09:48.487 --> 00:09:49.747]  They look just like Darth Vader.
[00:09:50.027 --> 00:09:51.608]  They're using this for intimidation.
[00:09:51.868 --> 00:09:54.189]  Their own law enforcement handbooks admit this.
[00:09:55.669 --> 00:09:58.030]  There's just thousands of examples and parallels.
[00:09:59.791 --> 00:10:04.933]  And again, they named the Star Wars program, the Strategic Defense Initiative after it, at the Bohemian Grove.
[00:10:05.593 --> 00:10:07.974]  That's Reuters and the Washington Post.
[00:10:08.610 --> 00:10:16.492]  Back in the 80s, they said, oh, Reagan was at a camp out in Northern California at Bohemian Grove in 1979 as he was running for president.
[00:10:16.532 --> 00:10:18.473]  And they said, what are we going to name this program?
[00:10:18.513 --> 00:10:21.113]  As he talked to some of the heads of Lockheed Martin and others.
[00:10:21.133 --> 00:10:24.534]  And they said, Reagan said, how about Star Wars?
[00:10:26.535 --> 00:10:30.636]  That's how powerful this has been in our culture.
[00:10:32.464 --> 00:10:39.148]  And at the Cannes Film Festival a couple days ago, and this is in CBS News, Sith and Bytes Bush comparisons.
[00:10:39.649 --> 00:10:42.851]  Here's Japan today, Lucas jabs at Bush empire.
[00:10:43.791 --> 00:10:47.794]  We've got my own article, not even published yet because I'm not done adding hyperlinks.
[00:10:48.174 --> 00:10:50.115]  Darth Vader and the New World Order.
[00:10:50.856 --> 00:10:56.239]  Here is Chuck Baldwin's Darth Vader and George W. Bush, a common vision of empire.
[00:10:59.031 --> 00:11:04.174]  There are literally probably 50 of these articles I've seen in the last few days, but I've been talking about this for a long time.
[00:11:04.675 --> 00:11:09.317]  Several different important sociological or psychological phenomena.
[00:11:10.938 --> 00:11:21.285]  I go see a movie like The Incredibles, where Syndrome, the evil superhero, attacks the city with his robotic forces so he can be the hero and be worshipped and take over.
[00:11:22.199 --> 00:11:23.440]  Children understand the plot.
