[00:00:05.794 --> 00:00:06.454]  Big Brother.
[00:00:07.115 --> 00:00:08.175]  Mainstream media.
[00:00:08.875 --> 00:00:09.976]  Government cover-ups.
[00:00:10.636 --> 00:00:11.476]  You want answers?
[00:00:12.217 --> 00:00:13.117]  Well, so does he.
[00:00:13.777 --> 00:00:17.399]  He's Alex Jones on the GCN Radio Network.
[00:00:17.959 --> 00:00:22.041]  And now, live from Austin, Texas, Alex Jones.
[00:00:33.385 --> 00:00:34.566]  Hello ladies and gentlemen.
[00:00:34.726 --> 00:00:35.826]  It's Monday, the first live broadcast of 2005.
[00:00:35.866 --> 00:00:37.487]  That is, my first live broadcast of 2005.
[00:00:37.547 --> 00:00:38.668]  We'll be live for the next three hours.
[00:00:38.688 --> 00:00:41.049]  We're going to open up the phones and
[00:00:57.199 --> 00:01:01.801]  Get your take on any subject, any news item, any story you'd like to discuss.
[00:01:01.861 --> 00:01:05.023]  Zero censorship here, my friends.
[00:01:05.863 --> 00:01:17.629]  You're welcome to talk about any news story, any trend, any government activity, or individual activity of different types of corporations out there.
[00:01:19.170 --> 00:01:21.131]  This broadcast belongs to the people.
[00:01:23.570 --> 00:01:33.614]  This broadcast belongs to the First Amendment, and what America once was, and the remnants of our liberties and freedoms that are left.
[00:01:35.535 --> 00:01:41.737]  Now understand, our freedoms are always there in our hearts, in our minds, in tradition.
[00:01:42.277 --> 00:01:48.520]  But, as far as freedom goes with the Bill of Rights and Constitution itself, that's being dismantled.
[00:01:50.444 --> 00:01:54.387]  The Bill of Rights, the Constitution, the Declaration of Independence doesn't give you your freedom.
[00:01:54.687 --> 00:01:55.968]  It simply enumerates it.
[00:01:56.048 --> 00:01:58.550]  It points out your basic freedom.
[00:02:01.072 --> 00:02:03.734]  The state is not God.
[00:02:07.757 --> 00:02:08.377]  It's that simple.
[00:02:09.578 --> 00:02:14.962]  It was the law that Africans could be chained to a plow.
[00:02:16.002 --> 00:02:22.588]  It was the law that they weren't human beings, but they still were human beings, and the practice of slavery was wrong.
[00:02:24.329 --> 00:02:30.834]  But, back then, the establishment wore fancy uniforms and said, we are the authorities, we are God!
[00:02:33.817 --> 00:02:44.886]  Just as Rome did with its slaves from Gaul, and from the Visigoth kingdoms in what is Germany today, or from Brittany.
[00:02:47.890 --> 00:02:51.431]  Toll-free number to join us on air, 1-800-255-99231.
[00:02:52.392 --> 00:02:54.993]  The state is not God.
[00:02:56.754 --> 00:02:59.455]  A radical statement in today's climate?
[00:02:59.795 --> 00:03:02.036]  Why, the state is the arbiter of all that is good.
[00:03:02.096 --> 00:03:03.156]  Everything flows from it.
[00:03:03.236 --> 00:03:04.557]  It is God, they say.
[00:03:05.697 --> 00:03:11.940]  It's taking all our freedoms away to keep us safe from bad terrorists that want our freedoms, that hate our freedom.
[00:03:15.601 --> 00:03:17.462]  Look at this article out of the Washington Post.
[00:03:18.705 --> 00:03:18.845]  U.S.
[00:03:18.925 --> 00:03:22.928]  prepares for lifetime jailing of terror suspects without trial.
[00:03:26.711 --> 00:03:30.854]  Now before, it was going to be a kangaroo court of military officers.
[00:03:32.496 --> 00:03:43.784]  But a bunch of those guys, colonels and generals, have resigned and said, look, even if it's going to be a tribunal, there's got to be certain rules.
[00:03:44.244 --> 00:03:47.747]  The tribunals aren't evil enough for the globalists.
[00:03:52.850 --> 00:03:55.011]  Hitler even had tribunals.
[00:03:55.071 --> 00:03:57.911]  Of course, later he skipped trials altogether as well.
[00:04:00.252 --> 00:04:01.612]  Out-Hitler-ing Hitler!
[00:04:04.593 --> 00:04:06.973]  So, that's something we'll be discussing after the break.
[00:04:07.094 --> 00:04:09.894]  Also, some new photos from Bohemian Grove have surfaced.
[00:04:11.054 --> 00:04:18.836]  I've seen some of these before on the University of California at Berkeley site because it's kind of the unofficial mouthpiece of Bohemian Grove.
[00:04:20.397 --> 00:04:21.037]  Ultra-liberal
[00:04:21.920 --> 00:04:24.942]  University, Neocon Mount Peace.
[00:04:25.083 --> 00:04:26.364]  It's always the same.
[00:04:28.465 --> 00:04:32.268]  And there's an interesting photo I want you to go to PrisonPlanet.com and look at.
[00:04:32.288 --> 00:04:39.133]  It's Bohemian Grove members standing around a black child who's strapped down.
[00:04:42.616 --> 00:04:47.020]  Strapped down to a wooden plank.
[00:04:49.421 --> 00:04:50.062]  Very interesting.
[00:04:51.483 --> 00:04:54.007]  And this is from almost a hundred years ago.
[00:04:54.027 --> 00:04:58.154]  The Christian conservatism just gets more and more loving.
[00:05:01.326 --> 00:05:02.367]  Are you a diabetic?
[00:05:02.467 --> 00:05:05.049]  Do you have Medicare or private insurance?
[00:05:05.389 --> 00:05:09.333]  If you do, here's some great news that could save you time and money.
[00:05:09.533 --> 00:05:15.477]  If you're required to test your blood sugar, iCare may be able to provide your supplies at no cost to you.
[00:05:15.598 --> 00:05:16.398]  Here's why.
[00:05:16.798 --> 00:05:22.323]  We work with Medicare and most private insurances to determine your maximum coverage benefits.
[00:05:22.623 --> 00:05:25.705]  So we can ship your supplies free right to your door.
[00:05:25.946 --> 00:05:28.527]  So I want you to call us right now.
[00:05:28.547 --> 00:05:29.208]  800-419-2335.
[00:05:29.228 --> 00:05:29.568]  800-419-2335.
[00:05:29.688 --> 00:05:39.435]  So if you have diabetes, we make it real easy for you here at iCare.
[00:05:39.615 --> 00:05:44.219]  We are an approved Medicare provider and we do all the paperwork.
[00:05:44.299 --> 00:05:46.060]  So all you have to do is call.
[00:05:46.280 --> 00:05:47.061]  Toll free at
[00:05:47.261 --> 00:05:48.542]  1-800-419-2335 800-419-2335 That's 1-800-419-2335 Remember, at iCare, we care!
[00:06:01.477 --> 00:06:09.827]  Hello folks, Alex Jones here introducing Prudent Places USA, an interactive CD book that is your premier resource for hard-to-find information.
[00:06:09.987 --> 00:06:20.039]  Find out about everything from job migration to evacuation information, such as major bridges in disrepair and FEMA evacuation time studies for coastal cities.
[00:06:20.539 --> 00:06:26.361]  Zero in on man-made disaster zones, environmental areas of concern, and natural disaster zones.
[00:06:26.601 --> 00:06:31.022]  Find out everything from where to get water in an emergency to geographic income levels.
[00:06:31.242 --> 00:06:37.304]  Housing prices, complete with over 3 gigabytes of detailed information on the 3,000 plus counties in the U.S.
[00:06:37.484 --> 00:06:43.946]  Full-color photographs, 550 high-resolution full-color maps, and detailed information and analysis that you need.
[00:06:44.226 --> 00:06:49.388]  Order Bruton Places USA now for only $29 plus shipping by calling New Millennium.
[00:06:49.648 --> 00:06:50.028]  At 888-803-4438.
[00:06:50.128 --> 00:06:54.050]  And tell them Alex Jones sent you.
[00:06:54.110 --> 00:06:55.611]  That's 888-803-4438.
[00:06:55.671 --> 00:06:59.173]  Or order online at murkywater.com.
[00:07:01.474 --> 00:07:03.115]  What really happened September 11th?
[00:07:03.275 --> 00:07:04.356]  And who stands to gain?
[00:07:05.089 --> 00:07:06.371]  Alex Jones here, America.
[00:07:06.571 --> 00:07:12.318]  We answer these vital questions and much, much more in my newest and most explosive documentary yet, 9-1-1, The Road to Tyranny.
[00:07:12.579 --> 00:07:17.845]  In two hours and 24 minutes, we point a searing light of truth on the history of problem-reaction-solution.
[00:07:18.146 --> 00:07:20.128]  Brace yourselves as the New World Order program
