[00:00:05.647 --> 00:00:06.287]  Big Brother.
[00:00:06.947 --> 00:00:07.988]  Mainstream media.
[00:00:08.708 --> 00:00:09.849]  Government cover-ups.
[00:00:10.489 --> 00:00:11.289]  You want answers?
[00:00:12.050 --> 00:00:13.050]  Well, so does he.
[00:00:13.610 --> 00:00:17.292]  He's Alex Jones on the GCN Radio Network.
[00:00:17.792 --> 00:00:21.894]  And now, live from Austin, Texas, Alex Jones.
[00:00:35.162 --> 00:00:37.023]  Hello, my friends.
[00:00:37.463 --> 00:00:40.524]  It's Thursday, the 17th day of November 2005.
[00:00:40.764 --> 00:00:42.025]  I'm your host Alex Jones.
[00:00:42.385 --> 00:00:44.386]  We're going to be here live for the next three hours.
[00:00:44.426 --> 00:00:49.368]  We have a special in-studio guest coming up here in about eight minutes when we start the second segment.
[00:00:49.975 --> 00:00:54.537]  And then in about 30 minutes, we're going to have Gregor Kreutzhuber on.
[00:00:54.577 --> 00:01:05.421]  He's the big EU spokesman who is, in this article I have in front of me, from the London Daily Telegraph, EU setting up system of spy satellites.
[00:01:05.962 --> 00:01:13.565]  This will augment the echelon system that the United States has set up quite nicely and tie into the EU's InfoPol 9 system.
[00:01:14.418 --> 00:01:19.704]  So he'll be joining us coming up at the halfway point if we get all our time zones and things straight.
[00:01:19.724 --> 00:01:23.908]  But I'm told the main EU spokesmen were quite honored.
[00:01:23.988 --> 00:01:26.832]  I'm sure the NSA alarm bells are going off right now.
[00:01:26.852 --> 00:01:29.875]  There'll be analysts listening to this before the hour's even over.
[00:01:30.335 --> 00:01:32.618]  So again, thank you so much for joining us today.
[00:01:33.613 --> 00:01:34.794]  A lot of serious news.
[00:01:34.814 --> 00:01:41.239]  The USA Patriot Act reauthorization may include DNA database and a suspension of habeas corpus.
[00:01:41.279 --> 00:01:47.103]  And I thought because we have a British TV crew here in studio with us today, we're going to be talking about peak oil.
[00:01:48.479 --> 00:02:11.228]  And just the politics of oil, that I would read a British quote about suspension of habeas corpus, the power of the executive to cast a man into prison without formulating any charge known to the law, and particularly to deny him the judgment of his peers, is in the highest degree odious and the foundation of all totalitarian governments, whether Nazi or Communist.
[00:02:13.388 --> 00:02:15.309]  Couldn't agree more with that statement.
[00:02:15.370 --> 00:02:22.775]  So we'll get into another expansion of the Patriot Act, as if the last couple of expansions weren't enough for you.
[00:02:22.795 --> 00:02:33.543]  They're going to try to make the most police state facets, the worst police state facets of all of this, permanent and even expanded.
[00:02:34.637 --> 00:02:37.779]  And I have an article here from the Organic Consumers Association.
[00:02:37.859 --> 00:02:44.223]  They quote directly from the new legislation that is on the verge of passing right now.
[00:02:44.243 --> 00:02:46.264]  And here's the headline.
[00:02:46.364 --> 00:02:46.725]  Alert!
