[00:00:06.773 --> 00:00:08.915]  Waging war on corruption.
[00:00:09.395 --> 00:00:14.540]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[00:00:21.282 --> 00:00:29.970]  President Trump, I am here to respectfully tell you that if you don't wake the f**k up and take action right now, you're not gonna get re-elected in 2020.
[00:00:30.731 --> 00:00:36.776]  In fact, the globalists are gonna steal that election and then fully overthrow this nation as you know well.
[00:00:37.277 --> 00:00:42.661]  I'm about to give you a briefing on the endgame of censorship and the fact that you must act now!
[00:00:49.588 --> 00:00:52.851]  Mr. President, we're able to get this report to you.
[00:00:53.312 --> 00:01:05.904]  I beg you, for yourself, your family, my family, and the whole world, to understand that your blind spot, your Achilles heel, is your confidence that you can overpower the censors and overpower the manipulation that we saw in 2016.
[00:01:20.015 --> 00:01:23.699]  Ladies and gentlemen, it is Monday, July 29th, 2019.
[00:01:23.739 --> 00:01:29.164]  I am your host, Alex Jones, and this is the InfoWar.
[00:01:30.746 --> 00:01:36.692]  Websites are InfoWars.com, NewsWars.com, PrisonPlanet.com, and Paul, of course, has his Summit.News.
[00:01:36.712 --> 00:01:37.453]  Doing an excellent job.
[00:01:37.473 --> 00:01:38.253]  Paul Joseph Watson.
[00:01:39.090 --> 00:01:43.434]  We're gonna kick off tomorrow a 40-hour special broadcast starting at 8 a.m.
[00:01:43.454 --> 00:01:58.386]  with David Knight, myself after that, Owen Schroer in the War Room, and then right through for the next 40 hours as we cover the live Clown World Part 2 event from the collapsed leftist city of the once-great Detroit, Michigan.
[00:01:58.406 --> 00:02:03.130]  We're gonna have our reporters, like we did last time, with amazing on-the-ground live coverage
[00:02:04.977 --> 00:02:08.681]  You can find local radio stations in your area or Infowars.com forward slash show.
[00:02:08.701 --> 00:02:16.669]  You can also spread the link clownworld.us to everyone you know and that URL is not as censored.
[00:02:17.230 --> 00:02:23.076]  Now speaking of censorship, for any country or any people to be free, they've got to have free speech.
[00:02:23.096 --> 00:02:24.197]  They've got to have a way to communicate.
[00:02:25.114 --> 00:02:43.060]  And now, just this last week, even Google is telling advertisers that having the keyword Christian in their search term is offensive and not acceptable, but Muslim, or Wiccan, or Buddhist, or Satanist, or agnostic, or atheist is.
[00:02:43.620 --> 00:02:48.442]  This is how massive this culture control has gotten, beyond any even oppressive
[00:02:49.477 --> 00:03:00.288]  Authoritarian University and in the first minute of the broadcast I put up on screen the intro of a nine and a half minute video.
[00:03:03.220 --> 00:03:06.662]  That is linked up on DrudgeReport.com.
[00:03:07.283 --> 00:03:12.506]  We'll show viewers, DrudgeReport.com, right there on the right-hand side is the easiest place to find it.
[00:03:12.927 --> 00:03:16.969]  Alex Jones, why is President Trump committing suicide?
[00:03:17.490 --> 00:03:29.298]  And we're going to move that video back to the front page of InfoWars.com and NewsWars.com so that hopefully this great audience will share that link because we are in an information war.
[00:03:30.199 --> 00:03:34.262]  We have all the internal videos from Google and Facebook and Twitter admitting they plan to steal the election.
[00:03:34.662 --> 00:03:38.525]  We have all this computer scientist expert showing it's already ongoing.
[00:03:39.045 --> 00:03:40.966]  It's so massive.
[00:03:40.986 --> 00:03:47.811]  200 million plus followers of several hundred dominant meme accounts on Instagram and Facebook were destroyed.
[00:03:48.271 --> 00:03:54.095]  Some of these accounts that have been up for five years or longer had 40 plus million followers on one account.
[00:03:54.716 --> 00:03:55.837]  30 plus million on another account.
[00:03:56.437 --> 00:04:02.683]  Dozens of other accounts had millions of followers who'd chosen to go to those accounts that were libertarian, nationalist, pro-Trump.
[00:04:03.424 --> 00:04:06.446]  They were all, in the last four days, destroyed.
[00:04:06.466 --> 00:04:07.848]  In fact, the numbers are intensifying.
[00:04:08.528 --> 00:04:16.596]  As of last Friday, it was over 100 million followers who lost their ability to visit those sites.
[00:04:16.616 --> 00:04:19.438]  It's over 200 million as of Saturday when I counted it up.
[00:04:19.538 --> 00:04:22.021]  I don't know what it is now, but the emails, the calls,
[00:04:23.439 --> 00:04:24.984]  Everything is pouring in.
[00:04:25.044 --> 00:04:29.036]  I've got family calling me saying they've lost their Instagrams and they're not even political.
[00:04:30.347 --> 00:04:42.931]  If they see American flags, if they see you're Christian, they're coming after you in an attempt to scare other Christians and other Americans to pull down the American flags, to stop talking about Jesus, to stop even calling yourselves Christian.
[00:04:43.591 --> 00:04:45.371]  Just like all the big ecumenical movements have done.
[00:04:45.492 --> 00:04:46.132]  This is here.
[00:04:46.772 --> 00:04:51.613]  And they're making their move beyond Evergreen College, beyond any of the stuff you've seen at Harvard.
[00:04:52.013 --> 00:04:53.134]  This is mind control.
[00:04:53.154 --> 00:04:56.755]  This is America and the world as a giant globalist re-education camp.
[00:04:57.455 --> 00:05:01.180]  Whatever you do, understand history's happening now and you are on the battlefield.
[00:05:01.480 --> 00:05:01.961]  Stay with us.
[00:05:04.278 --> 00:05:09.580]  George Orwell said that in a time of universal deceit, telling the truth is a revolutionary act.
[00:05:10.220 --> 00:05:12.641]  And so, used to it wasn't that important to wear the American flag.
[00:05:13.201 --> 00:05:16.943]  Because we still loved our country and there wasn't a large group of people that actually hated it.
[00:05:17.423 --> 00:05:20.124]  But now, they're trying to take it out of schools.
[00:05:20.384 --> 00:05:22.045]  They're taking it down off of government buildings.
[00:05:22.605 --> 00:05:27.447]  Weird white leftists that want to virtue signal are pulling down American flags and running up Mexican flags.
[00:05:28.087 --> 00:05:30.449]  This is the bizarreness of the America hating we're seeing.
[00:05:31.009 --> 00:05:37.273]  So now it is a revolutionary act at a time of incredible deceit and oppression and bullying to wear the American flag.
[00:05:37.353 --> 00:05:40.335]  Particularly the Betsy Ross anti-slavery flag.
[00:05:40.615 --> 00:05:46.459]  And particularly when it says on the back, right there ladies and gentlemen, America's back, Infowars.com.
[00:05:47.120 --> 00:05:52.023]  So whatever you do, take action today and exercise your free speech in these bullies' face.
[00:05:52.043 --> 00:05:54.265]  All over, not just the U.S., but worldwide.
[00:05:54.285 --> 00:05:57.707]  Because more than ever, the American flag is a symbol of freedom against globalism.
[00:06:10.029 --> 00:06:29.354]  From the front lines of the Information War, it's Alex Jones.
[00:06:29.374 --> 00:06:34.355]  We now take you live to the front lines of the fight for America, for free speech,
[00:06:35.438 --> 00:06:36.239]  For property rights.
[00:06:37.160 --> 00:06:39.443]  For the right to not be forcibly inoculated.
[00:06:40.284 --> 00:06:43.689]  For the right to not live in a city or town microwaved by 5G.
[00:06:45.745 --> 00:06:47.727]  We are the tip of the spear thanks to all of your support.
[00:06:48.207 --> 00:06:49.388]  You are the tip of the spear.
[00:06:49.749 --> 00:06:51.771]  This whole operation is symbiotic.
[00:06:52.071 --> 00:06:54.653]  A 360 win if we're able to defeat the Globalist.
[00:06:55.174 --> 00:06:57.816]  It is Monday, July 29th, 2019.
[00:06:59.077 --> 00:07:00.839]  I'll be here for the next four hours.
[00:07:01.760 --> 00:07:07.585]  We have a retired state police officer whose brother is a friend of the show, Joe Bannister's brother.
[00:07:08.086 --> 00:07:11.068]  We'll be popping in at the bottom of the middle of the next hour.
[00:07:12.336 --> 00:07:21.509]  And he will be getting into the inside scoop on what happened at the Garlic Festival, where several people were shot and killed, including a six-year-old boy.
[00:07:21.950 --> 00:07:26.015]  More than, what is it, 14 people now wounded in the gun-free zone.
[00:07:27.165 --> 00:07:30.787]  And how the individual was able to get in through a creek and cut his way in.
[00:07:31.288 --> 00:07:32.649]  Mass shooting at Garlic Festival.
[00:07:32.689 --> 00:07:33.870]  Six-year-old among dead.
[00:07:34.290 --> 00:07:35.250]  Terror in California.
[00:07:35.310 --> 00:07:36.611]  Goodman ID'd.
[00:07:36.851 --> 00:07:38.272]  I'm really angry.
[00:07:38.853 --> 00:07:43.576]  And the state police officer that's going to be joining us, who just recently retired, is John Bannister.
[00:07:44.136 --> 00:07:48.699]  And he used to run the security at the Garlic Festival just a few years ago.
[00:07:49.580 --> 00:07:54.043]  So he will be joining us coming up at the bottom of the next hour.
[00:07:55.704 --> 00:07:55.904]  Okay.
[00:07:58.618 --> 00:07:59.138]  It's a quickening.
[00:08:00.199 --> 00:08:01.620]  It's the best of times, worst of times.
[00:08:01.700 --> 00:08:03.242]  Trump is starting to go after the swamp.
[00:08:03.662 --> 00:08:05.143]  He said he's going to go after him criminally.
[00:08:05.684 --> 00:08:07.465]  We'll see if we get the Justice Department to do their job.
[00:08:07.525 --> 00:08:08.466]  It's all very cut and dry.
[00:08:08.506 --> 00:08:18.794]  But this new individual, he's tapped out of Texas, who's been a former federal prosecutor and is an expert on how to go after illegal spying.
[00:08:20.275 --> 00:08:27.401]  He has been nominated to replace Dan Coats, who is clearly a deep stater.
[00:08:28.579 --> 00:08:32.181]  So that is all coming up as well today.
[00:08:33.802 --> 00:08:45.749]  We are also going to be playing some clips from John Ratcliffe, who just said that Trump just nominated, who says that AG Barr will deliver justice to any Obama officials who committed crimes.
[00:08:47.230 --> 00:08:48.631]  That's all coming up today.
[00:08:51.092 --> 00:08:54.174]  Trump's done a great job so far on that front, standing up for the deep state.
[00:08:55.848 --> 00:08:56.768]  But it's only beginning.
[00:08:57.608 --> 00:09:10.571]  But if he doesn't stand against the very same deep state, the very same intelligence agencies that founded and run Google, Facebook, and Twitter, that are stay-behinds from Obama and Hillary, then he's going to be defeated.
[00:09:10.591 --> 00:09:11.631]  They're going to steal the election.
[00:09:12.112 --> 00:09:13.472]  And it's a very serious issue.
[00:09:13.912 --> 00:09:18.733]  I made a huge deal about this yesterday, and I'm very angry at Trump because
[00:09:22.806 --> 00:09:24.046]  Our destinies are tied to Trump.
[00:09:24.347 --> 00:09:25.707]  There's no doubt he's fighting the globalists.
[00:09:25.727 --> 00:09:27.247]  There's no doubt he's making them angry.
[00:09:28.648 --> 00:09:35.630]  But if he doesn't bring them to justice, and if he doesn't get on the offense, they're already on the offense.
[00:09:35.990 --> 00:09:37.010]  They're not going to back down.
[00:09:37.811 --> 00:09:42.572]  And they're intimidating and harassing and bullying Americans, and they're censoring hundreds of millions of people.
[00:09:44.372 --> 00:09:50.745]  And if Trump doesn't take action on that, then it's a dereliction of duty and he will be removed from office and he will be indicted.
[00:09:51.346 --> 00:09:53.029]  They want to punish nationalists.
[00:09:53.905 --> 00:09:58.308]  So the report where I asked President Trump, are you committing suicide?
[00:09:58.468 --> 00:09:59.649]  Why are you committing suicide?
[00:10:00.349 --> 00:10:04.012]  Is on DrudgeReport.com on the right hand side.
[00:10:04.632 --> 00:10:08.835]  And I'm asking everyone to go there and to get that link off DrudgeReport.com.
[00:10:09.156 --> 00:10:10.757]  Why is President Trump committing suicide?
[00:10:11.177 --> 00:10:12.978]  Alex Jones emergency message to 45.
[00:10:13.318 --> 00:10:14.659]  It's only seven and a half minutes long.
[00:10:15.800 --> 00:10:22.465]  It's got the evidence of what's happening and it needs to get out there in a big way.
[00:10:23.609 --> 00:10:25.850]  Now let's go ahead and go to this Boil Down Report.
[00:10:26.891 --> 00:10:35.896]  Hillary and Obama face the music and then we'll be back on the other side to get into the entire spectrum of amazing news.
[00:10:36.217 --> 00:10:36.577]  Stay with us.
[00:10:37.449 --> 00:10:40.550]  Let's look into Obama the way they've looked at me from day one.
[00:10:40.630 --> 00:10:43.110]  They've looked into everything that we've done.
[00:10:44.450 --> 00:10:47.431]  They could look into the book deal that President Obama made.
[00:10:47.871 --> 00:10:49.611]  Let's subpoena all of his records.
[00:10:49.691 --> 00:10:58.793]  Let's subpoena all of the records having to do with Hillary Clinton and all of the nonsense that went on with Clinton and her foundation and everything else.
