[00:00:15.504 --> 00:00:16.305]  InfoWars.
[00:00:16.625 --> 00:00:18.226]  Tomorrow's news today.
[00:00:18.246 --> 00:00:30.394]  Big Brother.
[00:00:30.815 --> 00:00:32.055]  Mainstream media.
[00:00:32.656 --> 00:00:33.757]  Government cover-ups.
[00:00:34.517 --> 00:00:35.998]  You want to stop tyranny?
[00:00:36.238 --> 00:00:37.339]  Well, so does he.
[00:00:37.899 --> 00:00:42.583]  Live from the InfoWars.com studios, it's Alex Jones.
[00:00:46.132 --> 00:00:52.196]  And we are live on this Sunday, November 17, 2019, worldwide broadcast.
[00:00:53.717 --> 00:00:59.641]  Hard to believe we've only got a month and a half left until we are already in the year 2020.
[00:00:59.681 --> 00:01:01.682]  What an epic number, what an epic
[00:01:04.315 --> 00:01:08.619]  Political, geopolitical atmosphere we are all witnessing.
[00:01:08.659 --> 00:01:12.142]  Thank you again for joining us on this Sunday evening.
[00:01:12.162 --> 00:01:28.918]  There's a lot of distractions and diversions and a lot of entertainment out there, but there's nothing more engaging and interesting than reality and the animating contest for liberty and the attempt and the ability to even control a small part of our own destinies.
[00:01:32.239 --> 00:01:38.340]  This is a particularly big news night, but I think it's really important to preface the broadcast with this.
[00:01:42.261 --> 00:01:46.222]  Doesn't the world want to know what makes the powerful billionaires tick?
[00:01:47.643 --> 00:01:53.484]  Don't you want to know about who runs the global government and what their plans are for you and your family?
[00:01:54.004 --> 00:01:55.605]  What's their cosmology?
[00:01:55.665 --> 00:01:56.625]  What's their worldview?
[00:01:56.665 --> 00:01:57.485]  What makes them tick?
[00:02:00.054 --> 00:02:03.675]  And if you know the answer to that, well, you know the answer to everything.
[00:02:04.535 --> 00:02:08.236]  But that's something they don't want you to even discuss or look at.
[00:02:08.456 --> 00:02:12.717]  But it's our mission to actually dig into who those people are.
[00:02:14.057 --> 00:02:26.340]  Turns out the most powerful consortium of parallel governments, what the group called it 13, 14 years ago when they did a PR push, they called it a parallel world government.
[00:02:26.640 --> 00:02:27.880]  That was Bill Gates called it that.
[00:02:30.362 --> 00:02:37.804]  And they were meeting in secret locations in New York, and locations in New Mexico, and locations in the Caribbean.
[00:02:37.824 --> 00:02:42.686]  And they were training larger groups outside of the central cult from there.
[00:02:44.226 --> 00:02:54.569]  Of course, you know that cult and its Mater D, its master of ceremonies, its hotel manager, as Jeffrey Epstein.
[00:02:56.155 --> 00:03:05.737]  And of course, then his girlfriend, whose father had formerly run that job for British intelligence and Israeli intelligence as well.
[00:03:06.637 --> 00:03:08.217]  And that's all come out in the news now.
[00:03:08.237 --> 00:03:16.078]  You know, I told you about it more than a decade ago, but Epstein was only one player in the larger house of cards that is coming down.
